first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
infoiristiquement,infoilistiquement,prsss,foir,in,ist_ique_ment,infoiristiquement,target,r,,3,r,l,infoilistiquement,1,17
spépol,spécol,r_long,spécol,,,spécol,target,r,,3,c,p,spépol,3,6
osulub,osulub,pr,lub,osu,,osulub,control,p,0.0,1,s,d,odulub,0,6
répgauntirarie,répgauntirarie,prs_long,gauntir,rép,arie,répgauntirarie,control,p,0.0,2,p,t,rétgauntirarie,0,14
impréjuration,impréjuration,pprss,jur,im_pré,at_ion,impréjuration,target,s,1.0,0,i,u,impréjuratuon,0,13
rémalisation,rémalisation,rssss,lém,,al_is_at_ion,lémalisation,target,r,,0,l,r,rémalisation,2,12
ansizulites,antizulites,pr_long,zulites,anti,,antizulites,target,p,0.0,2,t,s,ansizulites,3,11
dofeusement,dofeusement,rss,dof,,euse_ment,dofeusement,target,s,1.0,2,n,r,dofeusemert,0,11
deplemalisation,deplemalisation,prssss,plem,dé,al_is_at_ion,déplemalisation,target,p,0.0,1,é,e,deplemalisation,2,15
édroqualbememt,édroqualbenemt,prss,roqu,éd,albe_nemt,édroqualbenemt,control,s,1.0,0,n,m,édroqualbememt,3,14
lubta,lubti,rs,lub,,ta,lubta,control,s,0.0,1,a,i,lubti,1,5
impréjaiséon,impréjaision,pprs,jais,im_pré,ion,impréjaision,target,s,0.0,0,i,é,impréjaiséon,3,12
dec,dic,r,dic,,,dic,target,r,,1,i,e,dec,3,3
prérutert,préretert,ppr,tert,pré_re,,préretert,target,p,1.0,1,e,u,prérutert,3,9
reictenilaeist,reictenilaeist,rsss,reig,,ten_ila_eist,reigtenilaeist,control,r,,3,g,c,reictenilaeist,2,14
inniènité,innièrité,prs,nièr,in,ité,innièrité,target,r,,3,r,n,inniènité,3,9
tokunirnemt,tokunirnemt,rs_long,tokunir,,nemt,tokunirnemt,control,r,,1,o,e,tekunirnemt,0,11
coitionlel,coitionnel,rss,coit,,ionn_el,coitionnel,target,s,0.0,3,n,l,coitionlel,3,10
édtioclasitaoin,édtioclasitaoin,prssss,tioc,éd,la_si_ta_oin,édtioclasitaoin,control,s,1.0,1,i,a,édtioclasataoin,0,15
niloudelbitié,niloudelbitié,prss,loud,ni,albi_tié,niloudalbitié,control,s,0.0,0,a,e,niloudelbitié,2,13
elrujtitaoin,errujtitaoin,prsss,ruj,er,ti_ta_oin,errujtitaoin,control,p,0.0,1,r,l,elrujtitaoin,3,12
toidfiequinemt,toidfiequinemt,rsss,toid,,fi_equi_nemt,toidfiequinemt,control,r,,2,i,e,toedfiequinemt,0,14
sauvertmelt,sauvertment,rs_long,sauvert,,ment,sauvertment,target,s,0.0,2,n,l,sauvertmelt,3,11
imcort,imcert,pr,cort,im,,imcort,target,r,,1,o,e,imcert,1,6
errideag,errideag,prs,rid,er,eag,errideag,control,r,,1,i,e,erredeag,0,8
poursauvert,poursauvert,pr_long,sauvert,pour,,poursauvert,target,p,0.0,3,r,l,poulsauvert,0,11
ertokunirnumt,ertokunirnumt,prs_long,tokunir,er,nemt,ertokunirnemt,control,s,0.0,1,e,u,ertokunirnumt,2,13
insoudicabre,insoudicabre,pprs,dic,in_sou,able,insoudicable,target,s,0.0,2,l,r,insoudicabre,2,12
erbail,erbain,r_long,erbail,,,erbail,target,r,,5,l,n,erbain,1,6
imprédoulation,imtrédoulation,pprss,doul,im_pré,at_ion,imprédoulation,target,p,1.0,0,p,t,imtrédoulation,1,14
jerion,jurion,rs,jur,,ion,jurion,target,r,,1,u,e,jerion,3,6
