first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
fécortalisation,fécortalisation,prssss,cort,dé,al_is_at_ion,décortalisation,target,p,0.0,0,d,f,fécortalisation,2,15
nitôlcarienemt,nitôlcarienemt,prss,tôlc,ni,arie_nemt,nitôlcarienemt,control,p,0.0,0,n,r,ritôlcarienemt,0,14
reiflaeist,reiflaeist,rss,roif,,la_eist,roiflaeist,control,r,,1,o,e,reiflaeist,2,10
miréplansteoin,miréplansteoin,pprss,lans,mi_rép,ta_oin,miréplanstaoin,control,s,0.0,1,a,e,miréplansteoin,2,14
ocland,oclans,pr,lans,oc,,oclans,control,r,,3,s,d,ocland,3,6
lactaoinlaisem,lactaoinlaisem,rssss,mac,,ta_oin_la_isem,mactaoinlaisem,control,r,,0,m,l,lactaoinlaisem,2,14
sjdtoulig,sjdtoulig,pr_long,toulig,syd,,sydtoulig,control,p,0.0,1,y,j,sjdtoulig,2,9
rusnasje,rusnasje,prs,nas,rus,le,rusnasle,control,s,0.0,0,l,j,rusnasje,2,8
redofisataon,redofisation,prsss,dof,re,is_at_ion,redofisation,target,s,2.0,0,i,a,redofisataon,3,12
jeisin,jeisin,rs,jais,,in,jaisin,target,r,,1,a,e,jeisin,2,6
lofoutisem,lofoutisem,rs_long,lofaut,,isem,lofautisem,control,r,,3,a,o,lofoutisem,2,10
édlauvéchalbe,édlauvéchalbe,prs_long,lauvéch,éd,albe,édlauvéchalbe,control,r,,2,u,e,édlaevéchalbe,0,13
clôtomialiste,clôtomialiste,rsss,clôt,,or_ial_iste,clôtorialiste,target,s,0.0,1,r,m,clôtomialiste,2,13
rèrcom,lèrcom,r_long,lèrcom,,,lèrcom,control,r,,0,l,r,rèrcom,3,6
impréplem,impréplem,ppr,plem,im_pré,,impréplem,target,p,0.0,0,i,e,empréplem,0,9
diot,diot,r,diot,,,diot,target,r,,2,o,a,diat,0,4
niousrujalbe,niousrujalbe,pprs,ruj,ni_ous,albe,niousrujalbe,control,r,,2,j,y,niousruyalbe,0,12
