first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
tuélalement,cuélalement,rss,tuél,,ale_ment,tuélalement,target,r,,0,t,c,cuélalement,1,11
gaurtin,gaurtin,r_long,gaurtin,,,gaurtin,target,r,,0,g,s,saurtin,0,7
déhnalalisation,déhnalalisation,prssss,snal,dé,al_is_at_ion,désnalalisation,target,r,,0,s,h,déhnalalisation,2,15
erédreig,erédreig,ppr,reig,er_éd,,erédreig,control,p,1.0,0,é,e,eredreig,0,8
saij,sair,r,saij,,,saij,control,r,,3,j,r,sair,1,4
nirusreigalbe,nerusreigalbe,pprs,reig,ni_rus,albe,nirusreigalbe,control,p,0.0,1,i,e,nerusreigalbe,1,13
toidlasitaoin,toidlasituoin,rssss,toid,,la_si_ta_oin,toidlasitaoin,control,s,2.0,1,a,u,toidlasituoin,1,13
enelbailment,enerbailment,prs_long,erbail,en,ment,enerbailment,target,r,,1,r,l,enelbailment,3,12
rountenilaeist,rountenilaeist,rsss,roun,,ten_ila_eist,rountenilaeist,control,s,2.0,2,s,c,rountenilaeict,0,14
nitresalbe,nitretalbe,prs,tret,ni,albe,nitretalbe,control,r,,3,t,s,nitresalbe,3,10
redofablement,redofablement,prss,dof,re,able_ment,redofablement,target,r,,1,o,a,redafablement,0,13
miléut,meléut,pr,léut,mi,,miléut,control,p,0.0,1,i,e,meléut,1,6
certaq,certaq,rs,cert,,at,certat,target,s,0.0,1,t,q,certaq,2,6
antécenout,anticenout,pr_long,cenout,anti,,anticenout,target,p,0.0,3,i,é,antécenout,3,10
ertrettitaoin,ersrettitaoin,prsss,tret,er,ti_ta_oin,ertrettitaoin,control,r,,0,t,s,ersrettitaoin,1,13
spocélarie,spacélarie,rs_long,spocél,,arie,spocélarie,control,r,,2,o,a,spacélarie,1,10
imprédecation,imprédication,pprss,dic,im_pré,at_ion,imprédication,target,r,,1,i,e,imprédecation,3,13
lifodalbetié,rifodalbetié,prss,fod,ri,albe_tié,rifodalbetié,control,p,0.0,0,r,l,lifodalbetié,3,12
emcert,emcert,pr,cert,im,,imcert,target,p,0.0,0,i,e,emcert,2,6
moqulatiasoin,roqulatiasoin,rsss,roqu,,la_tias_oin,roqulatiasoin,control,r,,0,r,m,moqulatiasoin,3,13
ertreceru,entreceru,prs,trec,er,eru,ertreceru,control,p,0.0,1,r,n,entreceru,1,9
tértlasitaoin,vértlasitaoin,rssss,vért,,la_si_ta_oin,vértlasitaoin,control,r,,0,v,t,tértlasitaoin,3,13
surcrolèrment,surcrolèrment,prs_long,crolèm,sur,ment,surcrolèmment,target,r,,5,m,r,surcrolèrment,2,13
désenfoirer,désenfoirer,pprs,foir,dés_en,er,désenfoirer,target,s,0.0,0,e,i,désenfoirir,0,11
nirentimac,nirentimac,ppr,mac,ni_renti,,nirentimac,control,p,1.0,3,t,s,nirensimac,0,10
mirépreigtaoin,mirépreigtaoin,pprss,reig,mi_rép,ta_oin,mirépreigtaoin,control,s,1.0,1,i,e,mirépreigtaoen,0,14
inlémistiquement,inlémistiquement,prsss,lém,in,ist_ique_ment,inlémistiquement,target,r,,2,m,n,inlénistiquement,0,16
tronif,tronif,rs,tron,,if,tronif,target,s,0.0,1,f,s,tronis,0,6
lamlebair,lemlebair,pr_long,lebair,lam,,lamlebair,control,p,0.0,1,a,e,lemlebair,1,9
reigevinemt,raigevinemt,rss,reig,,evi_nemt,reigevinemt,control,r,,1,e,a,raigevinemt,1,11
appour,appour,r_long,appour,,,appour,target,r,,0,a,e,eppour,0,6
édrounlasitauin,édrounlasitauin,prssss,roun,éd,la_si_ta_oin,édrounlasitaoin,control,s,3.0,0,o,u,édrounlasitauin,2,15
naimouralbe,naimiuralbe,rs_long,naimour,,albe,naimouralbe,control,r,,4,o,i,naimiuralbe,1,11
nont,nont,r,nort,,,nort,control,r,,2,r,n,nont,2,4
tnet,tret,r,tret,,,tret,control,r,,1,r,n,tnet,3,4
deucham,deucham,r_long,deucham,,,deucham,control,r,,4,h,t,deuctam,0,7
miréplubtaoin,miréplubtauin,pprss,lub,mi_rép,ta_oin,miréplubtaoin,control,s,1.0,0,o,u,miréplubtauin,1,13
édnaujtan,édnaujtan,prs,nauj,éd,tan,édnaujtan,control,p,0.0,0,é,a,adnaujtan,0,9
jiunalisation,jiunalisation,rsss,jaun,,al_isat_ion,jaunalisation,target,r,,1,a,i,jiunalisation,2,13
roqutaoinlaivem,roqutaoinlaisem,rssss,roqu,,ta_oin_la_isem,roqutaoinlaisem,control,s,3.0,1,s,v,roqutaoinlaivem,3,15
lusnetoidnemt,rusnetoidnemt,pprs,toid,rus_ne,nemt,rusnetoidnemt,control,p,0.0,0,r,l,lusnetoidnemt,3,13
malchévaur,malchévaul,pr_long,chévaul,mal,,malchévaul,target,r,,6,l,r,malchévaur,3,10
édsaéjtaoinlaisem,édsaijtaoinlaisem,prssss,saij,éd,ta_oin_la_isem,édsaijtaoinlaisem,control,r,,2,i,é,édsaéjtaoinlaisem,3,17
ininterjéun,ininterjaun,ppr,jaun,in_inter,,ininterjaun,target,r,,1,a,é,ininterjéun,3,11
gairtinable,gaurtinable,rs_long,gaurtin,,able,gaurtinable,target,r,,2,u,i,gairtinable,3,11
mereigletié,mireigletié,prss,reig,mi,le_tié,mireigletié,control,p,0.0,1,i,e,mereigletié,3,11
ménfi,mélfi,rs,mél,,fi,mélfi,control,r,,2,l,n,ménfi,3,5
fodvila,fodvela,rss,fod,,vi_la,fodvila,control,s,0.0,1,i,e,fodvela,1,7
netoulignemt,netoulignemt,prs_long,toulig,ne,nemt,netoulignemt,control,s,0.0,2,m,n,netoulignent,0,12
redofitation,redofitation,prsss,dof,re,it_at_ion,redofitation,target,s,1.0,1,t,b,redofitabion,0,12
nitôlc,nitôlc,pr,tôlc,ni,,nitôlc,control,p,0.0,1,i,e,netôlc,0,6
dicationelisme,dicationalisme,rssss,dic,,at_ion_al_isme,dicationalisme,target,s,2.0,0,a,e,dicationelisme,3,14
