first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
crolem,crolem,r_long,crolèm,,,crolèm,target,r,,4,è,e,crolem,2,6
niqaijtiémisla,niqaijtiémisla,prsss,saij,ni,tié_mis_la,nisaijtiémisla,control,r,,0,s,q,niqaijtiémisla,2,14
lanstenilaeist,lanstenilueist,rsss,lans,,ten_ila_eist,lanstenilaeist,control,s,1.0,2,a,u,lanstenilueist,1,14
soucenout,soucenout,pr_long,cenout,sou,,soucenout,target,p,0.0,2,u,i,soicenout,0,9
imprédounation,imprédounation,pprss,doul,im_pré,at_ion,imprédoulation,target,r,,3,l,n,imprédounation,2,14
dysdiot,dysdiot,pr,diot,dys,,dysdiot,target,p,0.0,0,d,v,vysdiot,0,7
niouslansalbe,niouslansalbe,pprs,lans,ni_ous,albe,niouslansalbe,control,s,0.0,0,a,e,niouslanselbe,0,13
loudtaoinlaisam,loudtaoinlaisem,rssss,loud,,ta_oin_la_isem,loudtaoinlaisem,control,s,3.0,2,e,a,loudtaoinlaisam,3,15
fil,fil,r,fil,,,fil,target,r,,2,l,r,fir,0,3
répédlas,répédlas,ppr,nas,rép_éd,,répédnas,control,r,,0,n,l,répédlas,2,8
piotat,piotat,rs,diot,,at,diotat,target,r,,0,d,p,piotat,2,6
plemiennel,plemiennel,rss,plem,,ionn_el,plemionnel,target,s,0.0,1,o,e,plemiennel,2,10
édnonttaoinlaisem,édnorttaoinlaisem,prssss,nort,éd,ta_oin_la_isem,édnorttaoinlaisem,control,r,,2,r,n,édnonttaoinlaisem,3,17
précairounique,précairounique,prs_long,cairoun,pré,ique,précairounique,target,p,0.0,2,é,u,prucairounique,0,14
incertaire,incergaire,prs,cert,in,aire,incertaire,target,r,,3,t,g,incergaire,1,10
deuchamnemt,deuchamremt,rs_long,deucham,,nemt,deuchamnemt,control,s,0.0,0,n,r,deuchamremt,1,11
nimaclatié,nàmaclatié,prss,mac,ni,la_tié,nimaclatié,control,p,0.0,1,i,à,nàmaclatié,1,10
osutokunir,osutokunir,pr_long,tokunir,osu,,osutokunir,control,r,,2,k,s,osutosunir,0,10
imtrétronation,imtrétronation,pprss,tron,im_pré,at_ion,imprétronation,target,p,1.0,0,p,t,imtrétronation,2,14
reigasem,reigisem,rs,reig,,isem,reigisem,control,s,0.0,0,i,a,reigasem,3,8
lamlas,lamlus,pr,las,lam,,lamlas,control,r,,1,a,u,lamlus,1,6
tournosmant,tournosmant,rs_long,tournos,,ment,tournosment,target,s,0.0,1,e,a,tournosmant,2,11
édnaujtaoinlaisem,édnaujtaoinlaisem,prssss,nauj,éd,ta_oin_la_isem,édnaujtaoinlaisem,control,p,0.0,1,d,b,ébnaujtaoinlaisem,0,17
prédenièr,prédenièr,ppr,nièr,pré_dé,,prédénièr,target,p,1.0,1,é,e,prédenièr,2,9
orvértsitaoin,orvértsitaoin,prsss,vért,er,si_ta_oin,ervértsitaoin,control,p,0.0,0,e,o,orvértsitaoin,2,13
clat,clôt,r,clôt,,,clôt,target,r,,2,ô,a,clat,3,4
porunastan,porunactan,prs,nas,poru,tan,porunastan,control,r,,2,s,c,porunactan,1,10
