first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
mirépcistaoin,mirépcidtaoin,pprss,cid,mi_rép,ta_oin,mirépcidtaoin,control,r,,2,d,s,mirépcistaoin,3,13
tertaj,tertaj,rs,tert,,al,tertal,target,s,0.0,1,l,j,tertaj,2,6
surdevinemt,surdevinemt,rss,surc,,evi_nemt,surcevinemt,control,r,,3,c,d,surdevinemt,2,11
naimour,naimuur,r_long,naimour,,,naimour,control,r,,4,o,u,naimuur,1,7
subdofinateon,subdofinateon,prsss,dof,sub,in_at_ion,subdofination,target,s,2.0,0,i,e,subdofinateon,2,13
rupreigoin,répreigoin,prs,reig,rép,oin,répreigoin,control,p,0.0,1,é,u,rupreigoin,3,10
laslasitaoin,lasrasitaoin,rssss,las,,la_si_ta_oin,laslasitaoin,control,s,0.0,0,l,r,lasrasitaoin,1,12
appourable,appourablu,rs_long,appour,,able,appourable,target,s,0.0,3,e,u,appourablu,1,10
necod,necid,pr,cid,ne,,necid,control,r,,1,i,o,necod,3,5
indirairement,indirairemens,prss,dir,in,aire_ment,indirairement,target,s,1.0,3,t,s,indirairemens,1,13
surenjaes,surenjais,ppr,jais,sur_en,,surenjais,target,r,,2,i,e,surenjaes,3,9
sar,san,r,san,,,san,target,r,,2,n,r,sar,3,3
précenoutaire,précenoutaire,prs_long,cenout,pré,aire,précenoutaire,target,s,0.0,1,i,a,précenoutaare,0,13
russpocél,russpocél,pr_long,spocél,rus,,russpocél,control,p,0.0,2,s,b,rubspocél,0,9
loudrasitequi,loudrasiqequi,rsss,loud,,ra_sit_equi,loudrasitequi,control,s,1.0,2,t,q,loudrasiqequi,1,13
dégierationalisme,dégierationelisme,prssss,gier,dé,at_ion_al_isme,dégierationalisme,target,s,2.0,0,a,e,dégierationelisme,1,17
sédnelubre,sédnelubro,pprs,lub,séd_ne,re,sédnelubre,control,s,0.0,1,e,o,sédnelubro,1,10
miréprujtaoin,miriprujtaoin,pprss,ruj,mi_rép,ta_oin,miréprujtaoin,control,p,1.0,1,é,i,miriprujtaoin,1,13
mélnemtlatié,mélnemtlatié,rsss,mél,,nemt_la_tié,mélnemtlatié,control,r,,0,m,l,lélnemtlatié,0,12
lumlofaut,lumlofaut,pr_long,lofaut,lam,,lamlofaut,control,p,0.0,1,a,u,lumlofaut,2,9
rilaberiènemt,rilaberiènemt,prss,lub,ri,eriè_nemt,riluberiènemt,control,r,,1,u,a,rilaberiènemt,2,13
crasivement,crusivement,rss,crus,,ive_ment,crusivement,target,r,,2,u,a,crasivement,3,11
lebtaoinlaisem,lebtaoinlaisem,rssss,lub,,ta_oin_la_isem,lubtaoinlaisem,control,r,,1,u,e,lebtaoinlaisem,2,14
nuslèrcomnemt,ruslèrcomnemt,prs_long,lèrcom,rus,nemt,ruslèrcomnemt,control,p,0.0,0,r,n,nuslèrcomnemt,3,13
doid,toid,r,toid,,,toid,control,r,,0,t,d,doid,3,4
édroqutaoinlaisem,édroqutaoinlaisem,prssss,roqu,éd,ta_oin_la_isem,édroqutaoinlaisem,control,p,0.0,1,d,t,étroqutaoinlaisem,0,17
répédtroc,répédproc,ppr,troc,rép_éd,,répédtroc,control,r,,0,t,p,répédproc,1,9
limtusurcle,limtusurcle,prs,surc,limtu,le,limtusurcle,control,p,0.0,1,i,e,lemtusurcle,0,11
roqeta,roquta,rs,roqu,,ta,roquta,control,r,,3,u,e,roqeta,3,6
indoulistiquement,imdoulistiquement,prsss,doul,in,ist_ique_ment,indoulistiquement,target,p,0.0,1,n,m,imdoulistiquement,1,17
incrus,encrus,pr,crus,en,,encrus,target,p,0.0,0,e,i,incrus,3,6
leutiek,leetiek,r_long,leutiek,,,leutiek,control,r,,2,u,e,leetiek,1,7
ninuslasalbe,niruslasalbe,pprs,las,ni_rus,albe,niruslasalbe,control,p,1.0,0,r,n,ninuslasalbe,3,12
lebainalbe,lebairalbe,rs_long,lebair,,albe,lebairalbe,control,r,,5,r,n,lebainalbe,3,10
édtooclasitaoin,édtioclasitaoin,prssss,tioc,éd,la_si_ta_oin,édtioclasitaoin,control,r,,1,i,o,édtooclasitaoin,3,15
édletizusnemt,édletizusnemt,prs_long,letizus,éd,nemt,édletizusnemt,control,s,0.0,1,e,u,édletizusnumt,0,13
rusnenas,rusnenas,ppr,nas,rus_ne,,rusnenas,control,p,1.0,0,n,r,rusrenas,0,8
tournos,kournos,r_long,tournos,,,tournos,target,r,,0,t,k,kournos,1,7
map,map,r,mac,,,mac,control,r,,2,c,p,map,2,3
nitretsitequinemt,nitretsitequinemd,prsss,tret,ni,sit_equi_nemt,nitretsitequinemt,control,s,2.0,3,t,d,nitretsitequinemd,1,17
roqula,requla,rs,roqu,,la,roqula,control,r,,1,o,e,requla,1,6
malkirnout,malkirnoet,pr_long,kirnout,mal,,malkirnout,target,r,,5,u,e,malkirnoet,1,10
doulalisation,doulalisation,rssss,doul,,al_is_at_ion,doulalisation,target,s,0.0,1,l,n,doulanisation,0,13
impjéplemation,impjéplemation,pprss,plem,im_pré,at_ion,impréplemation,target,p,1.0,1,r,j,impjéplemation,2,14
insurdofable,insurdofable,pprs,dof,in_sur,able,insurdofable,target,p,1.0,2,r,n,insundofable,0,12
injulièrement,injurièrement,prss,jur,in,ière_ment,injurièrement,target,r,,2,r,l,injulièrement,3,13
tournosable,tournosable,rs_long,tournos,,able,tournosable,target,s,0.0,3,e,a,tournosabla,0,11
cortairement,corbairement,rss,cort,,aire_ment,cortairement,target,r,,3,t,b,corbairement,1,12
nipaij,nisaij,pr,saij,ni,,nisaij,control,r,,0,s,p,nipaij,3,6
précamion,précamion,prs,cam,pré,ion,précamion,target,r,,1,a,u,précumion,0,9
certaristique,certaristiqae,rsss,cert,,ar_ist_ique,certaristique,target,s,2.0,2,u,a,certaristiqae,1,13
ernort,ernert,pr,nort,er,,ernort,control,r,,1,o,e,ernert,1,6
