first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
merépsurctaoin,mirépsurctaoin,pprss,surc,mi_rép,ta_oin,mirépsurctaoin,control,p,0.0,1,i,e,merépsurctaoin,3,14
pnocairoun,procairoun,pr_long,cairoun,pro,,procairoun,target,p,0.0,1,r,n,pnocairoun,3,10
nortrotiasoin,nertrotiasoin,rsss,nort,,ro_tias_oin,nortrotiasoin,control,r,,1,o,e,nertrotiasoin,1,13
surendicment,surendicment,pprs,dic,sur_en,ment,surendicment,target,s,0.0,1,e,i,surendicmint,0,12
tounec,tounec,r_long,tounec,,,tounec,control,r,,4,e,i,tounic,0,6
probul,prebul,pr,bul,pro,,probul,target,p,0.0,2,o,e,prebul,1,6
reigequinert,reigequinert,rss,reig,,equi_nemt,reigequinemt,control,s,1.0,2,m,r,reigequinert,2,12
chetalique,chetalique,rs_long,chetel,,ique,chetelique,target,r,,4,e,a,chetalique,2,10
préresron,préretron,ppr,tron,pré_re,,préretron,target,r,,0,t,s,préresron,3,9
tôlctaoinlaisem,tôlcpaoinlaisem,rssss,tôlc,,ta_oin_la_isem,tôlctaoinlaisem,control,s,0.0,0,t,p,tôlcpaoinlaisem,1,15
lansra,lansla,rs,lans,,la,lansla,control,s,0.0,0,l,r,lansra,3,6
éfliftaoinlaisem,édliftaoinlaisem,prssss,lif,éd,ta_oin_la_isem,édliftaoinlaisem,control,p,0.0,1,d,f,éfliftaoinlaisem,3,16
rirîdalbetié,riridalbetié,prss,rid,ri,albe_tié,riridalbetié,control,r,,1,i,î,rirîdalbetié,3,12
inchévaulaire,inchévaulaire,prs_long,chévaul,in,aire,inchévaulaire,target,r,,1,h,c,inccévaulaire,0,13
nisulcedu,nisulcedu,prs,surc,ni,edu,nisurcedu,control,r,,2,r,l,nisulcedu,2,9
mac,mat,r,mac,,,mac,control,r,,2,c,t,mat,1,3
inlouritésimal,inlouritésimal,prsss,nour,in,ité_sim_al,innouritésimal,target,r,,0,n,l,inlouritésimal,2,14
dirationalusme,dirationalusme,rssss,dir,,at_ion_al_isme,dirationalisme,target,s,3.0,0,i,u,dirationalusme,2,14
bustôlcnitaoin,bustôlcnitaoin,prsss,tôlc,bus,ni_ta_oin,bustôlcnitaoin,control,r,,0,t,d,busdôlcnitaoin,0,14
intercrus,intercrus,pr,crus,inter,,intercrus,target,p,0.0,4,r,m,intemcrus,0,9
imprésnalation,impréswalation,pprss,snal,im_pré,at_ion,imprésnalation,target,r,,1,n,w,impréswalation,1,14
malgilout,mangilout,pr_long,gilout,mal,,malgilout,target,p,0.0,2,l,n,mangilout,1,9
lourrét,lourrés,r_long,lourrét,,,lourrét,control,r,,6,t,s,lourrés,1,7
mitrecvitié,mitrecvitié,prss,trec,mi,vi_tié,mitrecvitié,control,p,0.0,1,i,a,matrecvitié,0,11
inzulitesance,inzulitesence,prs_long,zulites,in,ence,inzulitesence,target,s,0.0,0,e,a,inzulitesance,3,13
brus,crus,r,crus,,,crus,target,r,,0,c,b,brus,3,4
salorisatuon,salorisation,rsss,sal,,or_isat_ion,salorisation,target,s,2.0,0,i,u,salorisatuon,3,12
insoucrusable,insoucrusable,pprs,crus,in_sou,able,insoucrusable,target,s,0.0,2,l,r,insoucrusabre,0,13
miérdsurc,miérpsurc,ppr,surc,mi_érp,,miérpsurc,control,p,1.0,2,p,d,miérdsurc,3,9
fodeseunemt,fodeseunemt,rss,fod,,eseu_nemt,fodeseunemt,control,s,0.0,3,u,o,fodeseonemt,0,11
édroiftaoinluisem,édroiftaoinlaisem,prssss,roif,éd,ta_oin_la_isem,édroiftaoinlaisem,control,s,2.0,1,a,u,édroiftaoinluisem,3,17
naimourarie,naimourarie,rs_long,naimour,,arie,naimourarie,control,s,0.0,3,e,a,naimouraria,0,11
camien,camion,rs,cam,,ion,camion,target,s,0.0,1,o,e,camien,3,6
