first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
mac,lac,r,mac,,,mac,control,r,,0,m,l,lac,1,3
incamistiquement,incamistiquement,prsss,cam,in,ist_ique_ment,incamistiquement,target,p,0.0,0,i,u,uncamistiquement,0,16
ernastan,erlastan,prs,las,er,tan,erlastan,control,r,,0,l,n,ernastan,3,8
plédéjur,prédéjur,ppr,jur,pré_dé,,prédéjur,target,p,0.0,1,r,l,plédéjur,3,8
toulig,toulig,r_long,toulig,,,toulig,control,r,,0,t,f,foulig,0,6
paeropnemt,paeropnemt,rs_long,paurop,,nemt,pauropnemt,control,r,,2,u,e,paeropnemt,2,10
tiocvila,tiocvila,rss,tioc,,vi_la,tiocvila,control,r,,0,t,c,ciocvila,0,8
ansnal,ensnal,pr,snal,en,,ensnal,target,p,0.0,0,e,a,ansnal,3,6
sésenplemer,désenplemer,pprs,plem,dés_en,er,désenplemer,target,p,0.0,0,d,s,sésenplemer,3,11
dirorialeste,dirorialiste,rsss,dir,,or_ial_iste,dirorialiste,target,s,2.0,0,i,e,dirorialeste,3,12
imprétrévation,imprétyévation,pprss,trév,im_pré,at_ion,imprétrévation,target,r,,1,r,y,imprétyévation,1,14
tronalisation,tronalisasion,rssss,tron,,al_is_at_ion,tronalisation,target,s,2.0,1,t,s,tronalisasion,1,13
onntounec,onntounuc,pr_long,tounec,onn,,onntounec,control,r,,4,e,u,onntounuc,1,9
défoiratienalisme,défoirationalisme,prssss,foir,dé,at_ion_al_isme,défoirationalisme,target,s,1.0,1,o,e,défoiratienalisme,3,17
rejaisissant,rijaisissant,prss,jais,re,iss_ant,rejaisissant,target,p,0.0,1,e,i,rijaisissant,1,12
méluri,méluri,rs,mél,,ure,mélure,control,s,0.0,2,e,i,méluri,2,6
dékaudinisle,dékaudinisle,prs_long,kaudin,dé,isme,dékaudinisme,target,s,0.0,2,m,l,dékaudinisle,2,12
subfilination,subfilinadion,prsss,fil,sub,in_at_ion,subfilination,target,s,1.0,1,t,d,subfilinadion,1,13
