first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
trencotret,trencotret,pr,tret,trenco,,trencotret,control,r,,2,e,i,trencotrit,0,10
jurel,jurel,rs,jur,,er,jurer,target,s,0.0,1,r,l,jurel,2,5
maclaeist,maclaeist,rss,mac,,la_eist,maclaeist,control,r,,2,c,b,mablaeist,0,9
erredsitaoin,erridsitaoin,prsss,rid,er,si_ta_oin,erridsitaoin,control,r,,1,i,e,erredsitaoin,3,12
édroiflasitaoon,édroiflasitaoon,prssss,roif,éd,la_si_ta_oin,édroiflasitaoin,control,s,3.0,1,i,o,édroiflasitaoon,2,15
trit,trit,r,tret,,,tret,control,r,,2,e,i,trit,2,4
mimélletié,mimélledié,prss,mél,mi,le_tié,mimélletié,control,s,1.0,0,t,d,mimélledié,1,10
rusnepelmnemt,rusnepalmnemt,pprs,pelm,rus_ne,nemt,rusnepelmnemt,control,r,,1,e,a,rusnepalmnemt,1,13
sainrotiasoin,sainrotiasoin,rsss,saij,,ro_tias_oin,saijrotiasoin,control,r,,3,j,n,sainrotiasoin,2,13
impréclôt,impréslôt,ppr,clôt,im_pré,,impréclôt,target,r,,0,c,s,impréslôt,1,9
lefech,letech,r_long,letech,,,letech,control,r,,2,t,f,lefech,3,6
mirépsaijtaoin,mirépsaijtaoin,pprss,saij,mi_rép,ta_oin,mirépsaijtaoin,control,p,1.0,2,p,g,mirégsaijtaoin,0,14
édpauropisem,éspauropisem,prs_long,paurop,éd,isem,édpauropisem,control,p,0.0,1,d,s,éspauropisem,1,12
sarationalisme,sarationalisme,rssss,sal,,at_ion_al_isme,salationalisme,target,r,,2,l,r,sarationalisme,2,14
pauropnemt,pauropnamt,rs_long,paurop,,nemt,pauropnemt,control,s,0.0,1,e,a,pauropnamt,1,10
dysappour,dysapdour,pr_long,appour,dys,,dysappour,target,r,,2,p,d,dysapdour,1,9
ensralade,ensralade,prs,snal,en,ade,ensnalade,target,r,,1,n,r,ensralade,2,9
tronlentalité,tronlentalité,rsss,tron,,ment_al_ité,tronmentalité,target,s,0.0,0,m,l,tronlentalité,2,13
rusneléup,rusneléup,ppr,léut,rus_ne,,rusneléut,control,r,,3,t,p,rusneléup,2,9
reslem,replem,pr,plem,re,,replem,target,r,,0,p,s,reslem,3,6
mirépnasarbe,mirépnasalbe,pprs,nas,mi_rép,albe,mirépnasalbe,control,s,0.0,1,l,r,mirépnasarbe,3,12
tanilifaut,tanilofaut,pr_long,lofaut,tani,,tanilofaut,control,r,,1,o,i,tanilifaut,3,10
sanalisation,sanalisation,rssss,san,,al_is_at_ion,sanalisation,target,s,1.0,1,s,t,sanalitation,0,12
clôteque,clôteque,rs,clôt,,ique,clôtique,target,s,0.0,0,i,e,clôteque,2,8
lofautequi,lofautequi,rs_long,lofaut,,equi,lofautequi,control,r,,1,o,i,lifautequi,0,10
dégiloucisme,dégiloucisme,prs_long,gilout,dé,isme,dégiloutisme,target,r,,5,t,c,dégiloucisme,2,12
gierarement,gieralement,rss,gier,,ale_ment,gieralement,target,s,0.0,1,l,r,gierarement,3,11
laf,laf,r,lif,,,lif,control,r,,1,i,a,laf,2,3
errujessinemt,elrujessinemt,prss,ruj,er,essi_nemt,errujessinemt,control,p,0.0,1,r,l,elrujessinemt,1,13
débuélment,détuélment,prs,tuél,dé,ment,détuélment,target,r,,0,t,b,débuélment,3,10
dedicalisation,dedicalisation,prssss,dic,dé,al_is_at_ion,dédicalisation,target,p,0.0,1,é,e,dedicalisation,2,14
nilassitequinemt,nilossitequinemt,prsss,las,ni,sit_equi_nemt,nilassitequinemt,control,r,,1,a,o,nilossitequinemt,1,16
imprénouration,imprénouration,pprss,nour,im_pré,at_ion,imprénouration,target,s,0.0,0,a,e,imprénouretion,0,14
fokunir,tokunir,r_long,tokunir,,,tokunir,control,r,,0,t,f,fokunir,3,7
ininterlém,ininterrém,ppr,lém,in_inter,,ininterlém,target,r,,0,l,r,ininterrém,1,10
gauntir,gauntir,r_long,gauntir,,,gauntir,control,r,,2,u,e,gaentir,0,7
tron,tron,r,tron,,,tron,target,r,,1,r,n,tnon,0,4
lifroilaeist,mifroilaeist,rsss,lif,,ro_ila_eist,lifroilaeist,control,r,,0,l,m,mifroilaeist,1,12
édletizusisem,édletizusisem,prs_long,letizus,éd,isem,édletizusisem,control,r,,5,u,a,édletizasisem,0,13
redicitéiom,redicitéion,prss,dic,re,ité_ion,redicitéion,target,s,1.0,2,n,m,redicitéiom,3,11
réptôlcoin,méptôlcoin,prs,tôlc,rép,oin,réptôlcoin,control,p,0.0,0,r,m,méptôlcoin,1,10
cemoutisme,cemoutisme,rs_long,cenout,,isme,cenoutisme,target,r,,2,n,m,cemoutisme,2,10
imprequoration,imprequoration,pprss,quor,im_pré,at_ion,impréquoration,target,p,1.0,2,é,e,imprequoration,2,14
cemtalisation,certalisation,rssss,cert,,al_is_at_ion,certalisation,target,r,,2,r,m,cemtalisation,3,13
nilifsitequinemt,milifsitequinemt,prsss,lif,ni,sit_equi_nemt,nilifsitequinemt,control,p,0.0,0,n,m,milifsitequinemt,1,16
surensalment,surensalment,pprs,sal,sur_en,ment,surensalment,target,p,0.0,2,r,m,sumensalment,0,12
déclôtalisation,déclotalisation,prssss,clôt,dé,al_is_at_ion,déclôtalisation,target,r,,2,ô,o,déclotalisation,1,15
fodelanemt,fopelanemt,rss,fod,,ela_nemt,fodelanemt,control,r,,2,d,p,fopelanemt,1,10
contrediot,contrediot,pr,diot,contre,,contrediot,target,r,,0,d,x,contrexiot,0,10
jaismert,jaisment,rs,jais,,ment,jaisment,target,s,0.0,2,n,r,jaismert,3,8
anhikieutel,antikieutel,pr_long,kieutel,anti,,antikieutel,target,p,0.0,2,t,h,anhikieutel,3,11
ricortisation,ricortisation,prsss,cort,re,is_at_ion,recortisation,target,p,0.0,1,e,i,ricortisation,2,13
nirentidért,nirentidért,ppr,vért,ni_renti,,nirentivért,control,r,,0,v,d,nirentidért,2,11
tronorisation,tronorisation,rsss,tron,,or_isat_ion,tronorisation,target,s,0.0,0,o,u,tronurisation,0,13
dézulitesabwe,dézulitesable,prs_long,zulites,dé,able,dézulitesable,target,s,0.0,2,l,w,dézulitesabwe,3,13
roqutaoirlaisem,roqutaoinlaisem,rssss,roqu,,ta_oin_la_isem,roqutaoinlaisem,control,s,1.0,2,n,r,roqutaoirlaisem,3,15
surtil,surtil,pr,fil,sur,,surfil,target,r,,0,f,t,surtil,2,6
édliclasitaoin,édliflasitaoin,prssss,lif,éd,la_si_ta_oin,édliflasitaoin,control,r,,2,f,c,édliclasitaoin,3,14
renorteda,nenorteda,prs,nort,ne,eda,nenorteda,control,p,0.0,0,n,r,renorteda,3,9
syctienoub,sydtienoub,pr_long,tienoub,syd,,sydtienoub,control,p,0.0,2,d,c,syctienoub,3,10
cros,cros,r,crus,,,crus,target,r,,2,u,o,cros,2,4
muréploudtaoin,muréploudtaoin,pprss,loud,mi_rép,ta_oin,miréploudtaoin,control,p,0.0,1,i,u,muréploudtaoin,2,14
kieutelique,kieutelique,rs_long,kieutel,,ique,kieutelique,target,r,,6,l,m,kieutemique,0,11
riènelanemt,riènelanemt,rss,rièn,,ela_nemt,riènelanemt,control,r,,0,r,l,liènelanemt,0,11
geurtin,gaurtin,r_long,gaurtin,,,gaurtin,target,r,,1,a,e,geurtin,3,7
inlémelité,onlémelité,prss,lém,in,el_ité,inlémelité,target,p,0.0,0,i,o,onlémelité,1,10
toidnemt,toadnemt,rs,toid,,nemt,toidnemt,control,r,,2,i,a,toadnemt,1,8
erédreigeag,elédreigeag,pprs,reig,er_éd,eag,erédreigeag,control,p,0.0,1,r,l,elédreigeag,1,11
miérqsaij,miérqsaij,ppr,saij,mi_érp,,miérpsaij,control,p,1.0,2,p,q,miérqsaij,2,9
cairounment,cairounment,rs_long,cairoun,,ment,cairounment,target,r,,4,o,a,cairaunment,0,11
édtôltnemt,édtôlcnemt,prs,tôlc,éd,nemt,édtôlcnemt,control,r,,3,c,t,édtôltnemt,3,10
mirépléuttaoin,nirépléuttaoin,pprss,léut,mi_rép,ta_oin,mirépléuttaoin,control,p,0.0,0,m,n,nirépléuttaoin,1,14
