first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
surbirnout,surkirnout,pr_long,kirnout,sur,,surkirnout,target,r,,0,k,b,surbirnout,3,10
riertôlcalbe,raertôlcalbe,pprs,tôlc,ri_er,albe,riertôlcalbe,control,p,0.0,1,i,a,raertôlcalbe,1,12
lans,mans,r,lans,,,lans,control,r,,0,l,m,mans,1,4
gaurtinasme,gaurtinasme,rs_long,gaurtin,,isme,gaurtinisme,target,s,0.0,0,i,a,gaurtinasme,2,11
trévorisation,tlévorisation,rsss,trév,,or_isat_ion,trévorisation,target,r,,1,r,l,tlévorisation,1,13
taefol,taefol,r_long,taufol,,,taufol,target,r,,2,u,e,taefol,2,6
plemationalisme,plemationalisme,rssss,plem,,at_ion_al_isme,plemationalisme,target,r,,3,m,n,plenationalisme,0,15
osulouf,osulouf,pr,loud,osu,,osuloud,control,r,,3,d,f,osulouf,2,7
coitanisme,coitalisme,rss,coit,,al_isme,coitalisme,target,s,0.0,1,l,n,coitanisme,3,10
réptokunirarie,réptokunirarie,prs_long,tokunir,rép,arie,réptokunirarie,control,r,,0,t,h,réphokunirarie,0,14
noqule,roqule,rs,roqu,,le,roqule,control,r,,0,r,n,noqule,3,6
édmactaoinlaisem,èdmactaoinlaisem,prssss,mac,éd,ta_oin_la_isem,édmactaoinlaisem,control,p,0.0,0,é,è,èdmactaoinlaisem,1,16
suscrusination,subcrusination,prsss,crus,sub,in_at_ion,subcrusination,target,p,0.0,2,b,s,suscrusination,3,14
inintersal,inirtersal,ppr,sal,in_inter,,inintersal,target,p,1.0,1,n,r,inirtersal,1,10
ensnalièrement,ensnalièrement,prss,snal,in,ière_ment,insnalièrement,target,p,0.0,0,i,e,ensnalièrement,2,14
ermoloin,ermoloin,prs,mél,er,oin,erméloin,control,r,,1,é,o,ermoloin,2,8
miréprièntaoir,miréprièntaoin,pprss,rièn,mi_rép,ta_oin,miréprièntaoin,control,s,1.0,2,n,r,miréprièntaoir,3,14
subfourination,subfourination,prsss,foir,sub,in_at_ion,subfoirination,target,r,,2,i,u,subfourination,2,14
jaunaristique,jaunaristique,rsss,jaun,,ar_ist_ique,jaunaristique,target,r,,2,u,e,jaenaristique,0,13
gauntiritem,gauntiritem,rs_long,gauntir,,isem,gauntirisem,control,s,0.0,1,s,t,gauntiritem,2,11
diot,diot,r,diot,,,diot,target,r,,1,i,à,dàot,0,4
malkernout,malkirnout,pr_long,kirnout,mal,,malkirnout,target,r,,1,i,e,malkernout,3,10
jaunaliste,launaliste,rss,jaun,,al_iste,jaunaliste,target,r,,0,j,l,launaliste,1,10
udpauropisem,udpauropisem,prs_long,paurop,éd,isem,édpauropisem,control,p,0.0,0,é,u,udpauropisem,2,12
erfodalbenemt,erfodalbenemt,prss,fod,er,albe_nemt,erfodalbenemt,control,p,0.0,1,r,l,elfodalbenemt,0,13
rountaoinlaisem,rounbaoinlaisem,rssss,roun,,ta_oin_la_isem,rountaoinlaisem,control,s,0.0,0,t,b,rounbaoinlaisem,1,15
impréjaunation,impréjaunation,pprss,jaun,im_pré,at_ion,impréjaunation,target,s,1.0,0,i,a,impréjaunataon,0,14
ercideru,elcideru,prs,cid,er,eru,ercideru,control,p,0.0,1,r,l,elcideru,1,8
daukil,daukil,r_long,daukin,,,daukin,control,r,,5,n,l,daukil,2,6
trevaire,trévaire,rs,trév,,aire,trévaire,target,r,,2,é,e,trevaire,3,8
ropruj,roprun,pr,ruj,rop,,ropruj,control,r,,2,j,n,roprun,1,6
insoucrôtable,insoucrôtable,pprs,clôt,in_sou,able,insouclôtable,target,r,,1,l,r,insoucrôtable,2,13
rusnetoid,nusnetoid,ppr,toid,rus_ne,,rusnetoid,control,p,0.0,0,r,n,nusnetoid,1,9
ditrévationalisme,détrévationalisme,prssss,trév,dé,at_ion_al_isme,détrévationalisme,target,p,0.0,1,é,i,ditrévationalisme,3,17
tokunirisem,fokunirisem,rs_long,tokunir,,isem,tokunirisem,control,r,,0,t,f,fokunirisem,1,11
surenplem,surenpjem,ppr,plem,sur_en,,surenplem,target,r,,1,l,j,surenpjem,1,9
tournes,tournos,r_long,tournos,,,tournos,target,r,,5,o,e,tournes,3,7
retronitation,retronitation,prsss,tron,re,it_at_ion,retronitation,target,s,1.0,1,t,s,retronitasion,0,13
fértlaisem,vértlaisem,rss,vért,,la_isem,vértlaisem,control,r,,0,v,f,fértlaisem,3,10
édjujlasitaoin,édjujlasitaoin,prssss,ruj,éd,la_si_ta_oin,édrujlasitaoin,control,r,,0,r,j,édjujlasitaoin,2,14
nimoclafable,nimoclafable,pprs,lif,ni_moc,able,nimoclifable,control,r,,1,i,a,nimoclafable,2,12
répleusiek,répleusiek,pr_long,leutiek,rép,,répleutiek,control,r,,3,t,s,répleusiek,2,10
omprécoitation,omprécoitation,pprss,coit,im_pré,at_ion,imprécoitation,target,p,0.0,0,i,o,omprécoitation,2,14
datrec,patrec,pr,trec,da,,datrec,control,p,0.0,0,d,p,patrec,1,6
précenoutaire,précenoutaire,prs_long,cenout,pré,aire,précenoutaire,target,s,0.0,2,r,l,précenoutaile,0,13
lesrotiasoin,lesrotiasoin,rsss,las,,ro_tias_oin,lasrotiasoin,control,r,,1,a,e,lesrotiasoin,2,12
rinolteriènemt,rinorteriènemt,prss,nort,ri,eriè_nemt,rinorteriènemt,control,r,,2,r,l,rinolteriènemt,3,14
déjurage,déjuraga,prs,jur,dé,age,déjurage,target,s,0.0,2,e,a,déjuraga,1,8
nour,nour,r,nour,,,nour,target,r,,2,u,a,noar,0,4
lémel,lémel,rs,lém,,el,lémel,target,s,0.0,0,e,o,lémol,0,5
nortteoinlaisem,norttaoinlaisem,rssss,nort,,ta_oin_la_isem,norttaoinlaisem,control,s,0.0,1,a,e,nortteoinlaisem,3,15
ersaijsitaoin,ersaijtitaoin,prsss,saij,er,ti_ta_oin,ersaijtitaoin,control,s,0.0,0,t,s,ersaijsitaoin,3,13
léutrasicequi,léutrasicequi,rsss,léut,,ra_sit_equi,léutrasitequi,control,s,1.0,2,t,c,léutrasicequi,2,13
nirentivret,nirentivret,ppr,tret,ni_renti,,nirentitret,control,r,,0,t,v,nirentivret,2,11
tournosisme,tournosisje,rs_long,tournos,,isme,tournosisme,target,s,0.0,2,m,j,tournosisje,1,11
édnoqulasitaoin,édroqulasitaoin,prssss,roqu,éd,la_si_ta_oin,édroqulasitaoin,control,r,,0,r,n,édnoqulasitaoin,3,15
édnorteag,éhnorteag,prs,nort,éd,eag,édnorteag,control,p,0.0,1,d,h,éhnorteag,1,9
lanseseu,lanseseu,rs,lans,,eseu,lanseseu,control,s,0.0,3,u,a,lansesea,0,8
impréneuration,imprénouration,pprss,nour,im_pré,at_ion,imprénouration,target,r,,1,o,e,impréneuration,3,14
dékirnoutosme,dékirnoutosme,prs_long,kirnout,dé,isme,dékirnoutisme,target,s,0.0,0,i,o,dékirnoutosme,2,13
lamgauntir,lamgauntir,pr_long,gauntir,lam,,lamgauntir,control,p,0.0,0,l,n,namgauntir,0,10
souquor,sauquor,pr,quor,sou,,souquor,target,p,0.0,1,o,a,sauquor,1,7
niousfodalbe,néousfodalbe,pprs,fod,ni_ous,albe,niousfodalbe,control,p,0.0,1,i,é,néousfodalbe,1,12
loqu,roqu,r,roqu,,,roqu,control,r,,0,r,l,loqu,3,4
recoitablemeng,recoitablement,prss,coit,re,able_ment,recoitablement,target,s,1.0,3,t,g,recoitablemeng,3,14
cenout,cenout,r_long,cenout,,,cenout,target,r,,5,t,p,cenoup,0,6
roqulasitaoin,roqulapitaoin,rssss,roqu,,la_si_ta_oin,roqulasitaoin,control,s,1.0,0,s,p,roqulapitaoin,1,13
foderiènemt,foderiènemt,rss,fod,,eriè_nemt,foderiènemt,control,s,1.0,1,e,i,foderiènimt,0,11
lêtech,lêtech,r_long,letech,,,letech,control,r,,1,e,ê,lêtech,2,6
letechoist,letechoist,rs_long,letech,,eist,letecheist,control,s,0.0,0,e,o,letechoist,2,10
foerièrement,foirièrement,rss,foir,,ière_ment,foirièrement,target,r,,2,i,e,foerièrement,3,12
progier,srogier,pr,gier,pro,,progier,target,p,0.0,0,p,s,srogier,1,7
naujlatéasoin,naujlatéasoin,rsss,nauj,,la_tias_oin,naujlatiasoin,control,s,1.0,1,i,é,naujlatéasoin,2,13
pnéresal,préresal,ppr,sal,pré_re,,préresal,target,p,0.0,1,r,n,pnéresal,3,8
pelm,perm,r,pelm,,,pelm,control,r,,2,l,r,perm,1,4
lusnaimour,rusnaimour,pr_long,naimour,rus,,rusnaimour,control,p,0.0,0,r,l,lusnaimour,3,10
dédicalisapion,dédicalisation,prssss,dic,dé,al_is_at_ion,dédicalisation,target,s,2.0,1,t,p,dédicalisapion,3,14
incomtertable,incomtertable,pprs,tert,in_com,able,incomtertable,target,s,0.0,2,l,n,incomtertabne,0,13
redicion,reticion,prs,dic,re,ion,redicion,target,r,,0,d,t,reticion,1,8
miréptoidqaoin,miréptoidtaoin,pprss,toid,mi_rép,ta_oin,miréptoidtaoin,control,s,0.0,0,t,q,miréptoidqaoin,3,14
ergauntirnemt,ergauntirlemt,prs_long,gauntir,er,nemt,ergauntirnemt,control,s,0.0,0,n,l,ergauntirlemt,1,13
ernaujtiéoin,erraujtiéoin,prss,nauj,er,tié_oin,ernaujtiéoin,control,r,,0,n,r,erraujtiéoin,1,12
bustiocnitaoin,bustiocnitaoin,prsss,tioc,bus,ni_ta_oin,bustiocnitaoin,control,r,,3,c,s,bustiosnitaoin,0,14
jaisalisation,jaisalisation,rssss,jais,,al_is_at_ion,jaisalisation,target,s,2.0,0,a,i,jaisalisition,0,13
foireusê,foireusê,rs,foir,,euse,foireuse,target,s,0.0,3,e,ê,foireusê,2,8
treclaeist,treclaeist,rss,trec,,la_eist,treclaeist,control,r,,0,t,s,sreclaeist,0,10
lèrcom,lèrcom,r_long,lèrcom,,,lèrcom,control,r,,5,m,r,lèrcor,0,6
irresunable,irresanable,pprs,san,ir_re,able,irresanable,target,r,,1,a,u,irresunable,3,11
retournosment,letournosment,prs_long,tournos,re,ment,retournosment,target,p,0.0,0,r,l,letournosment,1,13
recamure,recamure,prs,cam,re,ure,recamure,target,s,0.0,0,u,o,recamore,0,8
cert,cert,r,cert,,,cert,target,r,,2,r,l,celt,0,4
