first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
enticam,anticam,pr,cam,anti,,anticam,target,p,0.0,0,a,e,enticam,3,7
tertatienalisme,tertationalisme,rssss,tert,,at_ion_al_isme,tertationalisme,target,s,1.0,1,o,e,tertatienalisme,3,15
préquorion,préquorion,prs,quor,pré,ion,préquorion,target,r,,1,u,e,préqeorion,0,10
érperrid,érperrid,ppr,rid,érp_er,,érperrid,control,p,1.0,0,e,u,érpurrid,0,8
mirépnidtaoin,mirépridtaoin,pprss,rid,mi_rép,ta_oin,mirépridtaoin,control,r,,0,r,n,mirépnidtaoin,3,13
spécel,spécel,r_long,spécol,,,spécol,target,r,,4,o,e,spécel,2,6
répleutieknemt,répleutieknelt,prs_long,leutiek,rép,nemt,répleutieknemt,control,s,0.0,2,m,l,répleutieknelt,1,14
édtroptaoinlaisem,édtroctaoinlaisem,prssss,troc,éd,ta_oin_la_isem,édtroctaoinlaisem,control,r,,3,c,p,édtroptaoinlaisem,3,17
letizuseseu,retizuseseu,rs_long,letizus,,eseu,letizuseseu,control,r,,0,l,r,retizuseseu,1,11
poruletech,porunetech,pr_long,letech,poru,,poruletech,control,r,,0,l,n,porunetech,1,10
imprédirian,imprédirian,pprs,dir,im_pré,ion,imprédirion,target,s,0.0,1,o,a,imprédirian,2,11
douleuse,douleuse,rs,doul,,euse,douleuse,target,s,0.0,3,e,a,douleusa,0,8
ertrectitaoin,ertrectitaoin,prsss,trec,er,ti_ta_oin,ertrectitaoin,control,p,0.0,1,r,l,eltrectitaoin,0,13
coidtenilaeist,coidtenilaeist,rsss,toid,,ten_ila_eist,toidtenilaeist,control,r,,0,t,c,coidtenilaeist,2,14
nauj,nauj,r,nauj,,,nauj,control,r,,3,j,l,naul,0,4
niroularienemt,nirounarienemt,prss,roun,ni,arie_nemt,nirounarienemt,control,r,,3,n,l,niroularienemt,3,14
filivité,filivité,rss,fil,,iv_ité,filivité,target,r,,1,i,a,falivité,0,8
tuélen,tuélen,rs,tuél,,in,tuélin,target,s,0.0,0,i,e,tuélen,2,6
imprétuéletion,imprétuéletion,pprss,tuél,im_pré,at_ion,imprétuélation,target,s,0.0,0,a,e,imprétuéletion,2,14
poursauvert,poursauvert,pr_long,sauvert,pour,,poursauvert,target,r,,5,r,n,poursauvent,0,11
san,sen,r,san,,,san,target,r,,1,a,e,sen,1,3
jeralisation,jeralisation,rssss,jur,,al_is_at_ion,juralisation,target,r,,1,u,e,jeralisation,2,12
