first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
juriste,juriste,rs,jur,,iste,juriste,target,s,0.0,2,t,p,jurispe,0,7
tanivért,tanivért,pr,vért,tani,,tanivért,control,r,,0,v,p,tanipért,0,8
imprétrévation,imprétrévation,pprss,trév,im_pré,at_ion,imprétrévation,target,r,,0,t,x,impréxrévation,0,14
nesulceda,nesurceda,prs,surc,ne,eda,nesurceda,control,r,,2,r,l,nesulceda,3,9
deuchamnemt,douchamnemt,rs_long,deucham,,nemt,deuchamnemt,control,r,,1,e,o,douchamnemt,1,11
corteusement,torteusement,rss,cort,,euse_ment,corteusement,target,r,,0,c,t,torteusement,1,12
relémitadion,relémitadion,prsss,lém,re,it_at_ion,relémitation,target,s,1.0,1,t,d,relémitadion,2,12
crusalisasion,crusalisasion,rssss,crus,,al_is_at_ion,crusalisation,target,s,2.0,1,t,s,crusalisasion,2,13
ruj,ruj,r,ruj,,,ruj,control,r,,1,u,a,raj,0,3
erédléut,orédléut,ppr,léut,er_éd,,erédléut,control,p,0.0,0,e,o,orédléut,1,8
édroqulasitaoin,édroqulasitaoin,prssss,roqu,éd,la_si_ta_oin,édroqulasitaoin,control,r,,2,q,s,édrosulasitaoin,0,15
kirnout,kirnéut,r_long,kirnout,,,kirnout,target,r,,4,o,é,kirnéut,1,7
taniletech,taniletech,pr_long,letech,tani,,taniletech,control,p,0.0,0,t,s,saniletech,0,10
jaunmentalité,jaunmenbalité,rsss,jaun,,ment_al_ité,jaunmentalité,target,s,0.0,3,t,b,jaunmenbalité,1,13
limtuletechle,limtuletechle,prs_long,letech,limtu,le,limtuletechle,control,p,0.0,3,t,s,limsuletechle,0,13
miruslansalbe,niruslansalbe,pprs,lans,ni_rus,albe,niruslansalbe,control,p,0.0,0,n,m,miruslansalbe,3,13
préfairiquement,préfairiquement,prss,foir,pré,ique_ment,préfoiriquement,target,r,,1,o,a,préfairiquement,2,15
décertationajisme,décertationajisme,prssss,cert,dé,at_ion_al_isme,décertationalisme,target,s,2.0,1,l,j,décertationajisme,2,17
busriènnitaoin,busriènnitaoin,prsss,rièn,bus,ni_ta_oin,busriènnitaoin,control,s,2.0,2,n,l,busriènnitaoil,0,14
daukinnemt,daukinnemt,rs_long,daukin,,nemt,daukinnemt,control,r,,1,a,e,deukinnemt,0,10
untersnal,untersnal,pr,snal,inter,,intersnal,target,p,0.0,0,i,u,untersnal,2,9
lansalbenemp,lansalbenemt,rss,lans,,albe_nemt,lansalbenemt,control,s,1.0,3,t,p,lansalbenemp,3,12
nirusroqualbe,nirusroqualbe,pprs,roqu,ni_rus,albe,nirusroqualbe,control,r,,3,u,è,nirusroqèalbe,0,13
rutspocél,russpocél,pr_long,spocél,rus,,russpocél,control,p,0.0,2,s,t,rutspocél,3,9
errounure,errounume,prs,roun,er,ure,errounure,control,s,0.0,1,r,m,errounume,1,9
clôt,clôt,r,clôt,,,clôt,target,r,,3,t,s,clôs,0,4
tôlctaoinmaisem,tôlctaoinmaisem,rssss,tôlc,,ta_oin_la_isem,tôlctaoinlaisem,control,s,2.0,0,l,m,tôlctaoinmaisem,2,15
miméptrectaoin,miméptrectaoin,pprss,trec,mi_rép,ta_oin,miréptrectaoin,control,p,1.0,0,r,m,miméptrectaoin,2,14
sanorialiste,sanonialiste,rsss,san,,or_ial_iste,sanorialiste,target,s,0.0,1,r,n,sanonialiste,1,12
prédédoul,prédédoun,ppr,doul,pré_dé,,prédédoul,target,r,,3,l,n,prédédoun,1,9
ilcruselité,ilcruselité,prss,crus,in,el_ité,incruselité,target,p,0.0,1,n,l,ilcruselité,2,11
trevaus,trevaus,r_long,trevaus,,,trevaus,control,r,,0,t,s,srevaus,0,7
prézulitesment,prézulitecment,prs_long,zulites,pré,ment,prézulitesment,target,r,,6,s,c,prézulitecment,1,14
trocta,trocta,rs,troc,,ta,trocta,control,s,0.0,1,a,o,trocto,0,6
impréjaunation,impréjàunation,pprss,jaun,im_pré,at_ion,impréjaunation,target,r,,1,a,à,impréjàunation,1,14
détertalisation,détertalisateon,prssss,tert,dé,al_is_at_ion,détertalisation,target,s,3.0,0,i,e,détertalisateon,1,15
erédmaceag,elédmaceag,pprs,mac,er_éd,eag,erédmaceag,control,p,0.0,1,r,l,elédmaceag,1,10
antitérrool,antitérroul,pr_long,térroul,anti,,antitérroul,target,r,,5,u,o,antitérrool,3,11
gierationalisme,gierationarisme,rssss,gier,,at_ion_al_isme,gierationalisme,target,s,2.0,1,l,r,gierationarisme,1,15
enplemade,enplemade,prs,plem,en,ade,enplemade,target,p,0.0,0,e,u,unplemade,0,9
nuroqu,nuroqu,pr,roqu,ni,,niroqu,control,p,0.0,1,i,u,nuroqu,2,6
noutroseidt,noutroseidt,rs_long,noutros,,eist,noutroseist,control,s,0.0,2,s,d,noutroseidt,2,11
giur,giur,r,gier,,,gier,target,r,,2,e,u,giur,2,4
répnasequinemt,résnasequinemt,prss,nas,rép,equi_nemt,répnasequinemt,control,p,0.0,2,p,s,résnasequinemt,1,14
diotel,diotel,rs,diot,,al,diotal,target,s,0.0,0,a,e,diotel,2,6
vérsnemtlatié,vértnemtlatié,rsss,vért,,nemt_la_tié,vértnemtlatié,control,r,,3,t,s,vérsnemtlatié,3,13
ernonttitaoin,ernonttitaoin,prsss,nort,er,ti_ta_oin,ernorttitaoin,control,r,,2,r,n,ernonttitaoin,2,13
répédnauj,répédnauj,ppr,nauj,rép_éd,,répédnauj,control,r,,2,u,i,répédnaij,0,9
lauvéch,lauvéth,r_long,lauvéch,,,lauvéch,control,r,,5,c,t,lauvéth,1,7
réplofaitnemt,réplofaitnemt,prs_long,lofaut,rép,nemt,réplofautnemt,control,r,,4,u,i,réplofaitnemt,2,13
tertablement,tertabloment,rss,tert,,able_ment,tertablement,target,s,0.0,3,e,o,tertabloment,1,12
naujvile,naujvile,rss,nauj,,vi_la,naujvila,control,s,1.0,1,a,e,naujvile,2,8
nort,nort,r,nort,,,nort,control,r,,0,n,r,rort,0,4
prédécert,prédécert,ppr,cert,pré_dé,,prédécert,target,r,,1,e,a,prédécart,0,9
tinitrevaus,tanitrevaus,pr_long,trevaus,tani,,tanitrevaus,control,p,0.0,1,a,i,tinitrevaus,3,11
appour,appaur,r_long,appour,,,appour,target,r,,3,o,a,appaur,1,6
redanourage,redénourage,pprs,nour,re_dé,age,redénourage,target,p,1.0,1,é,a,redanourage,3,11
