first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
intrévité,intrévité,prs,trév,in,ité,intrévité,target,r,,2,é,a,intravité,0,9
tounec,tounec,r_long,tounec,,,tounec,control,r,,0,t,h,hounec,0,6
insnalitésimal,insnulitésimal,prsss,snal,in,ité_sim_al,insnalitésimal,target,r,,2,a,u,insnulitésimal,1,14
incombumable,incombumable,pprs,bul,in_com,able,incombulable,target,r,,2,l,m,incombumable,2,12
leuteekalbe,leutiekalbe,rs_long,leutiek,,albe,leutiekalbe,control,r,,4,i,e,leuteekalbe,3,11
édroiftaoinlaisem,idroiftaoinlaisem,prssss,roif,éd,ta_oin_la_isem,édroiftaoinlaisem,control,p,0.0,0,é,i,idroiftaoinlaisem,1,17
roquarienemt,loquarienemt,rss,roqu,,arie_nemt,roquarienemt,control,r,,0,r,l,loquarienemt,1,12
naslasitaoin,naslasitaoin,rssss,nas,,la_si_ta_oin,naslasitaoin,control,r,,0,n,l,laslasitaoin,0,12
onnnoutros,onnnoutros,pr_long,noutros,onn,,onnnoutros,control,p,0.0,0,o,e,ennnoutros,0,10
impréclôpation,impréclôpation,pprss,clôt,im_pré,at_ion,impréclôtation,target,r,,3,t,p,impréclôpation,2,14
naur,nauj,r,nauj,,,nauj,control,r,,3,j,r,naur,3,4
roqutié,roqutié,rs,roqu,,tié,roqutié,control,r,,1,o,e,requtié,0,7
srotron,protron,pr,tron,pro,,protron,target,p,0.0,0,p,s,srotron,3,7
enchetelmelt,enchetelmelt,prs_long,chetel,en,ment,enchetelment,target,s,0.0,2,n,l,enchetelmelt,2,12
érpertioc,érpejtioc,ppr,tioc,érp_er,,érpertioc,control,p,1.0,1,r,j,érpejtioc,1,9
clôtalisasion,clôtalisasion,rsss,clôt,,al_isat_ion,clôtalisation,target,s,1.0,3,t,s,clôtalisasion,2,13
angierièrement,ingierièrement,prss,gier,in,ière_ment,ingierièrement,target,p,0.0,0,i,a,angierièrement,3,14
térroulidte,térroulidte,rs_long,térroul,,iste,térrouliste,target,s,0.0,1,s,d,térroulidte,2,11
melcort,melcort,pr,cort,mal,,malcort,target,p,0.0,1,a,e,melcort,2,7
édracalbenemt,édracalbenemt,prss,mac,éd,albe_nemt,édmacalbenemt,control,r,,0,m,r,édracalbenemt,2,13
imprédiotetion,imprédiotetion,pprss,diot,im_pré,at_ion,imprédiotation,target,s,0.0,0,a,e,imprédiotetion,2,14
inrièrable,innièrable,prs,nièr,in,able,innièrable,target,r,,0,n,r,inrièrable,3,10
pertable,certable,rs,cert,,able,certable,target,r,,0,c,p,pertable,3,8
nortnertarie,nortnertarie,rss,nort,,nemt_arie,nortnemtarie,control,s,0.0,2,m,r,nortnertarie,2,12
jaunalisation,jaonalisation,rssss,jaun,,al_is_at_ion,jaunalisation,target,r,,2,u,o,jaonalisation,1,13
erédlins,erédlins,ppr,lans,er_éd,,erédlans,control,r,,1,a,i,erédlins,2,8
tresnemtlatié,tretnemtlatié,rsss,tret,,nemt_la_tié,tretnemtlatié,control,r,,3,t,s,tresnemtlatié,3,13
emprécrusion,emprécrusion,pprs,crus,im_pré,ion,imprécrusion,target,p,0.0,0,i,e,emprécrusion,2,12
prégaurcin,prégaurtin,pr_long,gaurtin,pré,,prégaurtin,target,r,,4,t,c,prégaurcin,3,10
ergauntirnemt,ergauntirnemd,prs_long,gauntir,er,nemt,ergauntirnemt,control,s,0.0,3,t,d,ergauntirnemd,1,13
toubeen,toubeen,r_long,toubien,,,toubien,target,r,,4,i,e,toubeen,2,7
déquoralisasion,déquoralisasion,prssss,quor,dé,al_is_at_ion,déquoralisation,target,s,2.0,1,t,s,déquoralisasion,2,15
les,las,r,las,,,las,control,r,,1,a,e,les,3,3
relimisation,relémisation,prsss,lém,re,is_at_ion,relémisation,target,r,,1,é,i,relimisation,3,12
nolkaudin,nolkaudin,pr_long,kaudin,non,,nonkaudin,target,p,0.0,2,n,l,nolkaudin,2,9
giloutique,giloutiqae,rs_long,gilout,,ique,giloutique,target,s,0.0,2,u,a,giloutiqae,1,10
dédiotalisatéon,dédiotalisatéon,prssss,diot,dé,al_is_at_ion,dédiotalisation,target,s,3.0,0,i,é,dédiotalisatéon,2,15
cétertablement,cétertablement,prss,tert,dé,able_ment,détertablement,target,p,0.0,0,d,c,cétertablement,2,14
negauntirnomt,negauntirnomt,prs_long,gauntir,ne,nemt,negauntirnemt,control,s,0.0,1,e,o,negauntirnomt,2,13
lastaoinlaisem,lastaeinlaisem,rssss,las,,ta_oin_la_isem,lastaoinlaisem,control,s,1.0,0,o,e,lastaeinlaisem,1,14
lilansalbe,lilansalbe,prs,lans,ni,albe,nilansalbe,control,p,0.0,0,n,l,lilansalbe,2,10
camalt,camalt,rs,cam,,ant,camant,target,s,0.0,1,n,l,camalt,2,6
surcelelremt,surcelelremt,rss,surc,,elel_nemt,surcelelnemt,control,s,1.0,0,n,r,surcelelremt,2,12
miréptoistaoin,miréptoistaoin,pprss,toid,mi_rép,ta_oin,miréptoidtaoin,control,r,,3,d,s,miréptoistaoin,2,14
noltuél,noltuél,pr,tuél,non,,nontuél,target,p,0.0,2,n,l,noltuél,2,7
nilanstiénisla,nilanstiénisla,prsss,lans,ni,tié_mis_la,nilanstiémisla,control,s,1.0,0,m,n,nilanstiénisla,2,14
bum,bul,r,bul,,,bul,target,r,,2,l,m,bum,3,3
gierionnalisme,gierionnarisme,rsss,gier,,ionn_al_isme,gierionnalisme,target,s,1.0,1,l,r,gierionnarisme,1,14
préresrus,prérecrus,ppr,crus,pré_re,,prérecrus,target,r,,0,c,s,préresrus,3,9
letech,lotech,r_long,letech,,,letech,control,r,,1,e,o,lotech,1,6
miérptrocoin,miérptrocoir,pprs,troc,mi_érp,oin,miérptrocoin,control,s,0.0,2,n,r,miérptrocoir,1,12
lebeirequi,lebairequi,rs_long,lebair,,equi,lebairequi,control,r,,3,a,e,lebeirequi,3,10
lumtoid,lamtoid,pr,toid,lam,,lamtoid,control,p,0.0,1,a,u,lumtoid,3,7
miréptretsaoin,miréptretsaoin,pprss,tret,mi_rép,ta_oin,miréptrettaoin,control,s,0.0,0,t,s,miréptretsaoin,2,14
fil,fil,r,fil,,,fil,target,r,,1,i,ù,fùl,0,3
inbulitésimal,inbulitésimal,prsss,bul,in,ité_sim_al,inbulitésimal,target,p,0.0,0,i,u,unbulitésimal,0,13
ernorponierai,ernorponierai,prss,nort,er,oni_erai,ernortonierai,control,r,,3,t,p,ernorponierai,2,13
nourellemelt,nourellemelt,rss,nour,,elle_ment,nourellement,target,s,1.0,2,n,l,nourellemelt,2,12
incenoutisme,incenoutisme,prs_long,cenout,in,isme,incenoutisme,target,r,,1,e,à,incànoutisme,0,12
doulatiénalisme,doulatiénalisme,rssss,doul,,at_ion_al_isme,doulationalisme,target,s,1.0,1,o,é,doulatiénalisme,2,15
roquinnoluisem,roquinnoluisem,rsss,roqu,,inno_la_isem,roquinnolaisem,control,s,1.0,1,a,u,roquinnoluisem,2,14
édsurclasitaoin,éfsurclasitaoin,prssss,surc,éd,la_si_ta_oin,édsurclasitaoin,control,p,0.0,1,d,f,éfsurclasitaoin,1,15
léppaurop,réppaurop,pr_long,paurop,rép,,réppaurop,control,p,0.0,0,r,l,léppaurop,3,9
édnaujicne,édnaujicne,prs,nauj,éd,acne,édnaujacne,control,s,0.0,0,a,i,édnaujicne,2,10
neutiek,leutiek,r_long,leutiek,,,leutiek,control,r,,0,l,n,neutiek,3,7
sédnisurdre,sédnisurdre,pprs,surc,séd_ni,re,sédnisurcre,control,r,,3,c,d,sédnisurdre,2,11
dicité,decité,rs,dic,,ité,dicité,target,r,,1,i,e,decité,1,6
ininterdir,ininterdir,ppr,dir,in_inter,,ininterdir,target,r,,1,i,e,ininterder,0,10
regiloutmelt,regiloutmelt,prs_long,gilout,re,ment,regiloutment,target,s,0.0,2,n,l,regiloutmelt,2,12
nièrmentalité,nièrmentalité,rsss,nièr,,ment_al_ité,nièrmentalité,target,s,0.0,2,n,l,nièrmeltalité,0,13
nitiocati,nitiocéti,prs,tioc,ni,éti,nitiocéti,control,s,0.0,0,é,a,nitiocati,3,9
saijnat,saijnat,rs,saij,,nat,saijnat,control,r,,0,s,c,caijnat,0,7
quormentaime,quormentaime,rss,quor,,ment_aire,quormentaire,target,s,1.0,2,r,m,quormentaime,2,12
réptienoub,réptienoub,pr_long,tienoub,rép,,réptienoub,control,p,0.0,2,p,s,réstienoub,0,10
kirnoot,kirnoot,r_long,kirnout,,,kirnout,target,r,,5,u,o,kirnoot,2,7
raplub,roplub,pr,lub,rop,,roplub,control,p,0.0,1,o,a,raplub,3,6
nimoctrocable,nimoctrocablé,pprs,troc,ni_moc,able,nimoctrocable,control,s,0.0,3,e,é,nimoctrocablé,1,13
dédofationalisme,dédofationalisme,prssss,dof,dé,at_ion_al_isme,dédofationalisme,target,p,0.0,0,d,s,sédofationalisme,0,16
rireiferiènemt,rireiferiènemt,prss,reig,ri,eriè_nemt,rireigeriènemt,control,r,,3,g,f,rireiferiènemt,2,14
reèn,reèn,r,rièn,,,rièn,control,r,,1,i,e,reèn,2,4
ertiocsitaoin,artiocsitaoin,prsss,tioc,er,si_ta_oin,ertiocsitaoin,control,p,0.0,0,e,a,artiocsitaoin,1,13
snalationalisme,snanationalisme,rssss,snal,,at_ion_al_isme,snalationalisme,target,r,,3,l,n,snanationalisme,1,15
medénour,redénour,ppr,nour,re_dé,,redénour,target,p,0.0,0,r,m,medénour,3,8
toaligeist,touligeist,rs_long,toulig,,eist,touligeist,control,r,,2,u,a,toaligeist,3,10
mirépléuttaoin,mirépléuttaoin,pprss,léut,mi_rép,ta_oin,mirépléuttaoin,control,p,0.0,0,m,r,rirépléuttaoin,0,14
tuélairement,tualairement,rss,tuél,,aire_ment,tuélairement,target,r,,2,é,a,tualairement,1,12
nimactiémisra,nimactiémisra,prsss,mac,ni,tié_mis_la,nimactiémisla,control,s,2.0,0,l,r,nimactiémisra,2,13
pnéchameud,pnéchameud,pr_long,chameud,pré,,préchameud,target,p,0.0,1,r,n,pnéchameud,2,10
nileutiekicem,nileutiekicem,prs_long,leutiek,ni,isem,nileutiekisem,control,s,0.0,1,s,c,nileutiekicem,2,13
trecanbe,trecanbe,rs,trec,,albe,trecalbe,control,s,0.0,1,l,n,trecanbe,2,8
désinfiler,désinfiler,pprs,fil,dés_in,er,désinfiler,target,r,,1,i,u,désinfuler,0,10
tioclatiasoin,tiodlatiasoin,rsss,tioc,,la_tias_oin,tioclatiasoin,control,r,,3,c,d,tiodlatiasoin,1,13
onnroen,onnroun,pr,roun,onn,,onnroun,control,r,,2,u,e,onnroen,3,7
daul,daul,r,doul,,,doul,target,r,,1,o,a,daul,2,4
nirentilans,nirentimans,ppr,lans,ni_renti,,nirentilans,control,r,,0,l,m,nirentimans,1,11
kaudinable,kaudimable,rs_long,kaudin,,able,kaudinable,target,r,,5,n,m,kaudimable,1,10
