first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
rentesaij,rentesaij,pr,saij,renti,,rentisaij,control,p,0.0,4,i,e,rentesaij,2,9
riènoinarie,riènoinajie,rss,rièn,,oin_arie,riènoinarie,control,s,1.0,1,r,j,riènoinajie,1,11
mirépsurcalbe,mirépsurcarbe,pprs,surc,mi_rép,albe,mirépsurcalbe,control,s,0.0,1,l,r,mirépsurcarbe,1,13
édléuslasitaoin,édléutlasitaoin,prssss,léut,éd,la_si_ta_oin,édléutlasitaoin,control,r,,3,t,s,édléuslasitaoin,3,15
toubien,toubien,r_long,toubien,,,toubien,target,r,,6,n,l,toubiel,0,7
irprésalation,irprésalation,pprss,sal,im_pré,at_ion,imprésalation,target,p,0.0,1,m,r,irprésalation,2,13
surzulitevant,surzulitesant,prs_long,zulites,sur,ant,surzulitesant,target,r,,6,s,v,surzulitevant,3,13
édtretilbe,édtretalbe,prs,tret,éd,albe,édtretalbe,control,s,0.0,0,a,i,édtretilbe,3,10
quor,quor,r,quor,,,quor,target,r,,1,u,e,qeor,0,4
ercidalbenemt,encidalbenemt,prss,cid,er,albe_nemt,ercidalbenemt,control,p,0.0,1,r,n,encidalbenemt,1,13
intrévistiquement,intrévistiquoment,prsss,trév,in,ist_ique_ment,intrévistiquement,target,s,1.0,3,e,o,intrévistiquoment,1,17
naimoureist,naimoureiss,rs_long,naimour,,eist,naimoureist,control,s,0.0,3,t,s,naimoureiss,1,11
camationalisme,camatienalisme,rssss,cam,,at_ion_al_isme,camationalisme,target,s,1.0,1,o,e,camatienalisme,1,14
miélplas,miélplas,ppr,las,mi_érp,,miérplas,control,p,1.0,1,r,l,miélplas,2,8
rujinnolaisum,rujinnolaisum,rsss,ruj,,inno_la_isem,rujinnolaisem,control,s,2.0,2,e,u,rujinnolaisum,2,13
belique,belique,rs,bul,,ique,bulique,target,r,,1,u,e,belique,2,7
précenout,précenoèt,pr_long,cenout,pré,,précenout,target,r,,4,u,è,précenoèt,1,9
péjaisalisation,péjaisalisation,prssss,jais,dé,al_is_at_ion,déjaisalisation,target,p,0.0,0,d,p,péjaisalisation,2,15
thameud,thameud,r_long,chameud,,,chameud,target,r,,0,c,t,thameud,2,7
riernaujalbe,riernaajalbe,pprs,nauj,ri_er,albe,riernaujalbe,control,r,,2,u,a,riernaajalbe,1,12
incenoutagle,incenoutable,prs_long,cenout,in,able,incenoutable,target,s,0.0,1,b,g,incenoutagle,3,12
pnalionaire,snalionaire,rss,snal,,ion_aire,snalionaire,target,r,,0,s,p,pnalionaire,3,11
coivalisation,coivalisation,rssss,coit,,al_is_at_ion,coitalisation,target,r,,3,t,v,coivalisation,2,13
resnalablement,resnalablemint,prss,snal,re,able_ment,resnalablement,target,s,1.0,1,e,i,resnalablemint,1,14
rusresaij,rusresaij,ppr,saij,rus_ne,,rusnesaij,control,p,1.0,0,n,r,rusresaij,2,9
rediulat,rediulat,prs,doul,re,at,redoulat,target,r,,1,o,i,rediulat,2,8
mirépreigtaoin,mirépreigtaoin,pprss,reig,mi_rép,ta_oin,mirépreigtaoin,control,r,,2,i,o,mirépreogtaoin,0,14
maltournos,maltournos,pr_long,tournos,mal,,maltournos,target,r,,6,s,t,maltournot,0,10
dyssal,dyssal,pr,sal,dys,,dyssal,target,p,0.0,0,d,c,cyssal,0,6
lauvécheisb,lauvécheisb,rs_long,lauvéch,,eist,lauvécheist,control,s,0.0,3,t,b,lauvécheisb,2,11
reipni,reigni,rs,reig,,ni,reigni,control,r,,3,g,p,reipni,3,6
recamisation,lecamisation,prsss,cam,re,is_at_ion,recamisation,target,p,0.0,0,r,l,lecamisation,1,12
tal,sal,r,sal,,,sal,target,r,,0,s,t,tal,3,3
roefnemtlatié,roefnemtlatié,rsss,roif,,nemt_la_tié,roifnemtlatié,control,r,,2,i,e,roefnemtlatié,2,13
irredronable,irretronable,pprs,tron,ir_re,able,irretronable,target,r,,0,t,d,irredronable,3,12
leutiek,leutiek,r_long,leutiek,,,leutiek,control,r,,3,t,s,leusiek,0,7
cnôtationalisme,cnôtationalisme,rssss,clôt,,at_ion_al_isme,clôtationalisme,target,r,,1,l,n,cnôtationalisme,2,15
puruletech,poruletech,pr_long,letech,poru,,poruletech,control,p,0.0,1,o,u,puruletech,3,10
chimeudiste,chimeudiste,rs_long,chameud,,iste,chameudiste,target,r,,2,a,i,chimeudiste,2,11
