first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
édvérttaoinlaisem,édvérttaoinlaicem,prssss,vért,éd,ta_oin_la_isem,édvérttaoinlaisem,control,s,3.0,1,s,c,édvérttaoinlaicem,1,17
buslansnitaoin,buslantnitaoin,prsss,lans,bus,ni_ta_oin,buslansnitaoin,control,r,,3,s,t,buslantnitaoin,1,14
ménfi,ménfi,rs,mél,,fi,mélfi,control,r,,2,l,n,ménfi,2,5
riènlasitaoin,riènlasiteoin,rssss,rièn,,la_si_ta_oin,riènlasitaoin,control,s,2.0,1,a,e,riènlasiteoin,1,13
miréploudtaoin,meréploudtaoin,pprss,loud,mi_rép,ta_oin,miréploudtaoin,control,p,0.0,1,i,e,meréploudtaoin,1,14
répreigequinemt,répreigequinimt,prss,reig,rép,equi_nemt,répreigequinemt,control,s,1.0,1,e,i,répreigequinimt,1,15
nastenilaeisd,nastenilaeist,rsss,nas,,ten_ila_eist,nastenilaeist,control,s,2.0,3,t,d,nastenilaeisd,3,13
fos,fod,r,fod,,,fod,control,r,,2,d,s,fos,3,3
lémivemant,lémivemant,rss,lém,,ive_ment,lémivement,target,s,1.0,1,e,a,lémivemant,2,10
erédtroceag,erédtrociag,pprs,troc,er_éd,eag,erédtroceag,control,s,0.0,0,e,i,erédtrociag,1,11
ervért,emvért,pr,vért,er,,ervért,control,p,0.0,1,r,m,emvért,1,6
paurop,paurop,r_long,paurop,,,paurop,control,r,,0,p,s,saurop,0,6
réploumrét,réploumrét,pr_long,lourrét,rép,,réplourrét,control,r,,3,r,m,réploumrét,2,10
lusneroqu,lusneroqu,ppr,roqu,rus_ne,,rusneroqu,control,p,0.0,0,r,l,lusneroqu,2,9
nelaseru,nelaseru,prs,las,ne,eru,nelaseru,control,p,0.0,1,e,u,nulaseru,0,8
leutiokeist,leutiokeist,rs_long,leutiek,,eist,leutiekeist,control,r,,5,e,o,leutiokeist,2,11
rusdaukilacne,rusdaukinacne,prs_long,daukin,rus,acne,rusdaukinacne,control,r,,5,n,l,rusdaukilacne,3,13
