first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
multidifel,multidofel,prs,dof,multi,el,multidofel,target,r,,1,o,i,multidifel,3,10
miréptôlctaoir,miréptôlctaoir,pprss,tôlc,mi_rép,ta_oin,miréptôlctaoin,control,s,1.0,2,n,r,miréptôlctaoir,2,14
ranièritéion,renièritéion,prss,nièr,re,ité_ion,renièritéion,target,p,0.0,1,e,a,ranièritéion,3,12
terteusement,terpeusement,rss,tert,,euse_ment,terteusement,target,r,,3,t,p,terpeusement,1,12
ruftôlc,ruftôlc,pr,tôlc,rus,,rustôlc,control,p,0.0,2,s,f,ruftôlc,2,7
jaunalisation,jaunalidation,rssss,jaun,,al_is_at_ion,jaunalisation,target,s,1.0,1,s,d,jaunalidation,1,13
nour,lour,r,nour,,,nour,target,r,,0,n,l,lour,1,4
reegroilaeist,reigroilaeist,rsss,reig,,ro_ila_eist,reigroilaeist,control,r,,2,i,e,reegroilaeist,3,13
dédofalisution,dédofalisution,prssss,dof,dé,al_is_at_ion,dédofalisation,target,s,2.0,0,a,u,dédofalisution,2,14
sédletôlcre,sédletôlcre,pprs,tôlc,séd_ne,re,sédnetôlcre,control,p,1.0,0,n,l,sédletôlcre,2,11
tourmosisme,tourmosisme,rs_long,tournos,,isme,tournosisme,target,r,,4,n,m,tourmosisme,2,11
chévaul,chévaul,r_long,chévaul,,,chévaul,target,r,,6,l,m,chévaum,0,7
surendof,surendof,ppr,dof,sur_en,,surendof,target,r,,0,d,t,surentof,0,8
jurment,jurmert,rs,jur,,ment,jurment,target,s,0.0,2,n,r,jurmert,1,7
surtaufolment,surtaufolment,prs_long,taufol,sur,ment,surtaufolment,target,s,0.0,1,e,a,surtaufolmant,0,13
ercidtitaoin,ercidtitaoin,prsss,cid,er,ti_ta_oin,ercidtitaoin,control,s,1.0,1,a,i,ercidtitioin,0,12
onngauntir,onngauntir,pr_long,gauntir,onn,,onngauntir,control,r,,0,g,v,onnvauntir,0,10
appour,ahpour,r_long,appour,,,appour,target,r,,1,p,h,ahpour,1,6
miréproèntaoin,miréproèntaoin,pprss,rièn,mi_rép,ta_oin,miréprièntaoin,control,r,,1,i,o,miréproèntaoin,2,14
rusneles,rusnelas,ppr,las,rus_ne,,rusnelas,control,r,,1,a,e,rusneles,3,8
porugauntir,porugaunqir,pr_long,gauntir,poru,,porugauntir,control,r,,4,t,q,porugaunqir,1,11
loun,loun,r,roun,,,roun,control,r,,0,r,l,loun,2,4
désenlémer,sésenlémer,pprs,lém,dés_en,er,désenlémer,target,p,0.0,0,d,s,sésenlémer,1,10
surtuél,surtuél,pr,tuél,sur,,surtuél,target,r,,2,é,u,surtuul,0,7
crusionnalisme,srusionnalisme,rsss,crus,,ionn_al_isme,crusionnalisme,target,r,,0,c,s,srusionnalisme,1,14
idvértlasitaoin,idvértlasitaoin,prssss,vért,éd,la_si_ta_oin,édvértlasitaoin,control,p,0.0,0,é,i,idvértlasitaoin,2,15
ersaijalbenemt,ersaijalbenemt,prss,saij,er,albe_nemt,ersaijalbenemt,control,s,1.0,2,m,l,ersaijalbenelt,0,14
ersurcsihaoin,ersurcsitaoin,prsss,surc,er,si_ta_oin,ersurcsitaoin,control,s,1.0,0,t,h,ersurcsihaoin,3,13
reiseseunemt,reigeseunemt,rss,reig,,eseu_nemt,reigeseunemt,control,r,,3,g,s,reiseseunemt,3,12
tôlcfi,tôltfi,rs,tôlc,,fi,tôlcfi,control,r,,3,c,t,tôltfi,1,6
préspécolaere,préspécolaire,prs_long,spécol,pré,aire,préspécolaire,target,s,0.0,1,i,e,préspécolaere,3,13
méltaoinlaisem,méltaiinlaisem,rssss,mél,,ta_oin_la_isem,méltaoinlaisem,control,s,1.0,0,o,i,méltaiinlaisem,1,14
édhaijeag,édhaijeag,prs,saij,éd,eag,édsaijeag,control,r,,0,s,h,édhaijeag,2,9
lèrcomarie,lèrcorarie,rs_long,lèrcom,,arie,lèrcomarie,control,r,,5,m,r,lèrcorarie,1,10
riréptiocalbe,riréptiocalbe,pprs,tioc,mi_rép,albe,miréptiocalbe,control,p,0.0,0,m,r,riréptiocalbe,2,13
lourrét,mourrét,r_long,lourrét,,,lourrét,control,r,,0,l,m,mourrét,1,7
nas,nat,r,nas,,,nas,control,r,,2,s,t,nat,1,3
interdoul,interdoul,pr,doul,inter,,interdoul,target,p,0.0,2,t,s,inserdoul,0,9
nonsauvert,nonsauvert,pr_long,sauvert,non,,nonsauvert,target,r,,1,a,i,nonsiuvert,0,10
salalisation,salalisation,rssss,sal,,al_is_at_ion,salalisation,target,s,2.0,0,a,e,salalisetion,0,12
injaisistiquement,injaisastiquement,prsss,jais,in,ist_ique_ment,injaisistiquement,target,s,0.0,0,i,a,injaisastiquement,1,17
lauvécheseu,lauvécheseu,rs_long,lauvéch,,eseu,lauvécheseu,control,s,0.0,1,s,b,lauvéchebeu,0,11
ingierébleité,ingierébleité,prss,gier,in,able_ité,ingierableité,target,s,0.0,0,a,é,ingierébleité,2,13
pédiotage,dédiotage,prs,diot,dé,age,dédiotage,target,p,0.0,0,d,p,pédiotage,3,9
tôlclà,tôlclà,rs,tôlc,,le,tôlcle,control,s,0.0,1,e,à,tôlclà,2,6
impréjaisation,impréjaisation,pprss,jais,im_pré,at_ion,impréjaisation,target,p,0.0,1,m,l,ilpréjaisation,0,14
rutnevért,rusnevért,ppr,vért,rus_ne,,rusnevért,control,p,0.0,2,s,t,rutnevért,3,9
rustounecnert,rustounecnemt,prs_long,tounec,rus,nemt,rustounecnemt,control,s,0.0,2,m,r,rustounecnert,3,13
fôlcinnolaisem,tôlcinnolaisem,rsss,tôlc,,inno_la_isem,tôlcinnolaisem,control,r,,0,t,f,fôlcinnolaisem,3,14
quoraliste,quorariste,rss,quor,,al_iste,quoraliste,target,s,0.0,1,l,r,quorariste,1,10
édvérttaoinlaisem,édvérttaoinlaisem,prssss,vért,éd,ta_oin_la_isem,édvérttaoinlaisem,control,s,3.0,0,i,e,édvérttaoinlaesem,0,17
dédicationalisme,dédicationalismà,prssss,dic,dé,at_ion_al_isme,dédicationalisme,target,s,3.0,3,e,à,dédicationalismà,1,16
russaij,russaij,pr,saij,rus,,russaij,control,p,0.0,0,r,j,jussaij,0,7
tienoub,tienoub,r_long,tienoub,,,tienoub,control,r,,3,n,l,tieloub,0,7
reneurisation,renourisation,prsss,nour,re,is_at_ion,renourisation,target,r,,1,o,e,reneurisation,3,13
rebuleur,rebuleur,prs,bul,re,eur,rebuleur,target,s,0.0,0,e,u,rebuluur,0,8
ârnastiéoin,ernastiéoin,prss,nas,er,tié_oin,ernastiéoin,control,p,0.0,0,e,â,ârnastiéoin,3,11
miérproquoin,mierproquoin,pprs,roqu,mi_érp,oin,miérproquoin,control,p,1.0,0,é,e,mierproquoin,1,12
réplaevécharie,réplauvécharie,prs_long,lauvéch,rép,arie,réplauvécharie,control,r,,2,u,e,réplaevécharie,3,14
pourcairoun,poorcairoun,pr_long,cairoun,pour,,pourcairoun,target,p,0.0,2,u,o,poorcairoun,1,11
loqulasitaoin,roqulasitaoin,rssss,roqu,,la_si_ta_oin,roqulasitaoin,control,r,,0,r,l,loqulasitaoin,3,13
lém,lim,r,lém,,,lém,target,r,,1,é,i,lim,1,3
coitorialiste,coitorialipte,rsss,coit,,or_ial_iste,coitorialiste,target,s,2.0,1,s,p,coitorialipte,1,13
gauntirifem,gauntirisem,rs_long,gauntir,,isem,gauntirisem,control,s,0.0,1,s,f,gauntirifem,3,11
camalement,camalement,rss,cam,,ale_ment,camalement,target,r,,0,c,s,samalement,0,10
miréptregtaoin,miréptrectaoin,pprss,trec,mi_rép,ta_oin,miréptrectaoin,control,r,,3,c,g,miréptregtaoin,3,14
répédtroc,répédproc,ppr,troc,rép_éd,,répédtroc,control,r,,0,t,p,répédproc,1,9
roifnemt,noifnemt,rs,roif,,nemt,roifnemt,control,r,,0,r,n,noifnemt,1,8
imprétronatoon,imprétronatoon,pprss,tron,im_pré,at_ion,imprétronation,target,s,1.0,0,i,o,imprétronatoon,2,14
tanatokunir,tanitokunir,pr_long,tokunir,tani,,tanitokunir,control,p,0.0,3,i,a,tanatokunir,3,11
limtutretla,limtutretla,prs,tret,limtu,le,limtutretle,control,s,0.0,1,e,a,limtutretla,2,11
trévéf,trévif,rs,trév,,if,trévif,target,s,0.0,0,i,é,trévéf,3,6
treclaeist,treclaeast,rss,trec,,la_eist,treclaeist,control,s,1.0,1,i,a,treclaeast,1,10
désaucertisme,désauvertisme,prs_long,sauvert,dé,isme,désauvertisme,target,r,,3,v,c,désaucertisme,3,13
rirounalbetié,rirounalbetié,prss,roun,ri,albe_tié,rirounalbetié,control,p,0.0,0,r,l,lirounalbetié,0,13
cortanisation,cortanisation,rsss,cort,,an_isat_ion,cortanisation,target,r,,3,t,d,cordanisation,0,13
cheteleuse,cheteleube,rs_long,chetel,,euse,cheteleuse,target,s,0.0,2,s,b,cheteleube,1,10
surnièr,surnièr,pr,nièr,sur,,surnièr,target,p,0.0,0,s,t,turnièr,0,7
imprécertion,imprécertion,pprs,cert,im_pré,ion,imprécertion,target,p,1.0,0,p,v,imvrécertion,0,12
reif,reig,r,reig,,,reig,control,r,,3,g,f,reif,3,4
laglasitaoin,laslasitaoin,rssss,las,,la_si_ta_oin,laslasitaoin,control,r,,2,s,g,laglasitaoin,3,12
délémalisation,délémalisasion,prssss,lém,dé,al_is_at_ion,délémalisation,target,s,2.0,1,t,s,délémalisasion,1,14
spocél,spocér,r_long,spocél,,,spocél,control,r,,5,l,r,spocér,1,6
durensnal,durensnal,ppr,snal,sur_en,,surensnal,target,p,0.0,0,s,d,durensnal,2,9
linortsitequinemt,ninortsitequinemt,prsss,nort,ni,sit_equi_nemt,ninortsitequinemt,control,p,0.0,0,n,l,linortsitequinemt,3,17
nièr,nièr,r,nièr,,,nièr,target,r,,2,è,a,niar,0,4
tréven,trével,rs,trév,,el,trével,target,s,0.0,1,l,n,tréven,3,6
gilout,giliut,r_long,gilout,,,gilout,target,r,,3,o,i,giliut,1,6
prédésan,prédésan,ppr,san,pré_dé,,prédésan,target,r,,0,s,t,prédétan,0,8
renoèritation,renièritation,prsss,nièr,re,it_at_ion,renièritation,target,r,,1,i,o,renoèritation,3,13
ridelanemt,ridelanemt,rss,rid,,ela_nemt,ridelanemt,control,r,,1,i,e,redelanemt,0,10
dofationalisme,dofationilisme,rssss,dof,,at_ion_al_isme,dofationalisme,target,s,2.0,0,a,i,dofationilisme,1,14
édroiflasitaoin,évroiflasitaoin,prssss,roif,éd,la_si_ta_oin,édroiflasitaoin,control,p,0.0,1,d,v,évroiflasitaoin,1,15
sauvertaire,sauvertaire,rs_long,sauvert,,aire,sauvertaire,target,r,,2,u,ê,saêvertaire,0,11
impréjaisable,impréjaisable,pprs,jais,im_pré,able,impréjaisable,target,s,0.0,3,e,u,impréjaisablu,0,13
retronabloment,retronabloment,prss,tron,re,able_ment,retronablement,target,s,0.0,3,e,o,retronabloment,2,14
antizulitos,antizulites,pr_long,zulites,anti,,antizulites,target,r,,5,e,o,antizulitos,3,11
imprétertation,imprétertation,pprss,tert,im_pré,at_ion,imprétertation,target,r,,3,t,p,impréterpation,0,14
erlansure,erlandure,prs,lans,er,ure,erlansure,control,r,,3,s,d,erlandure,1,9
édtrevausisem,édtrevausisem,prs_long,trevaus,éd,isem,édtrevausisem,control,p,0.0,0,é,i,idtrevausisem,0,13
rentitioc,rantitioc,pr,tioc,renti,,rentitioc,control,p,0.0,1,e,a,rantitioc,1,9
roifnatiasoin,roipnatiasoin,rsss,roif,,na_tias_oin,roifnatiasoin,control,r,,3,f,p,roipnatiasoin,1,13
