first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
préjireusement,préjireusement,prss,jur,pré,euse_ment,préjureusement,target,r,,1,u,i,préjireusement,2,14
érperléuf,érperléuf,ppr,léut,érp_er,,érperléut,control,r,,3,t,f,érperléuf,2,9
chévaulaere,chévaulaire,rs_long,chévaul,,aire,chévaulaire,target,s,0.0,1,i,e,chévaulaere,3,11
antotron,antitron,pr,tron,anti,,antitron,target,p,0.0,3,i,o,antotron,3,8
roiftaoinlaisem,roivtaoinlaisem,rssss,roif,,ta_oin_la_isem,roiftaoinlaisem,control,r,,3,f,v,roivtaoinlaisem,1,15
réptouligarie,léptouligarie,prs_long,toulig,rép,arie,réptouligarie,control,p,0.0,0,r,l,léptouligarie,1,13
resnaleur,resnaleul,prs,snal,re,eur,resnaleur,target,s,0.0,2,r,l,resnaleul,1,9
diotaarement,diotairement,rss,diot,,aire_ment,diotairement,target,s,0.0,1,i,a,diotaarement,3,12
désnalationalisme,désnalationalisme,prssss,snal,dé,at_ion_al_isme,désnalationalisme,target,s,3.0,1,s,t,désnalationalitme,0,17
nirussaijalbe,nirussaijalbe,pprs,saij,ni_rus,albe,nirussaijalbe,control,r,,1,a,i,nirussiijalbe,0,13
kaadin,kaudin,r_long,kaudin,,,kaudin,target,r,,2,u,a,kaadin,3,6
ingertistiquement,intertistiquement,prsss,tert,in,ist_ique_ment,intertistiquement,target,r,,0,t,g,ingertistiquement,3,17
sal,sel,r,sal,,,sal,target,r,,1,a,e,sel,1,3
roifisem,noifisem,rs,roif,,isem,roifisem,control,r,,0,r,n,noifisem,1,8
porutokunir,porutukunir,pr_long,tokunir,poru,,porutokunir,control,r,,1,o,u,porutukunir,1,11
trocreilaeist,trocreilaeist,rsss,troc,,ro_ila_eist,trocroilaeist,control,s,0.0,1,o,e,trocreilaeist,2,13
imprébulation,imprébulation,pprss,bul,im_pré,at_ion,imprébulation,target,r,,0,b,p,imprépulation,0,13
édrajtaoinlaisem,édrajtaoinlaisem,prssss,ruj,éd,ta_oin_la_isem,édrujtaoinlaisem,control,r,,1,u,a,édrajtaoinlaisem,2,16
surensanment,surentanment,pprs,san,sur_en,ment,surensanment,target,r,,0,s,t,surentanment,1,12
loqure,loqure,rs,roqu,,re,roqure,control,r,,0,r,l,loqure,2,6
nitokunirnemt,notokunirnemt,prs_long,tokunir,ni,nemt,nitokunirnemt,control,p,0.0,1,i,o,notokunirnemt,1,13
osutoelig,osutoulig,pr_long,toulig,osu,,osutoulig,control,r,,2,u,e,osutoelig,3,9
dof,dos,r,dof,,,dof,target,r,,2,f,s,dos,1,3
asutôlc,asutôlc,pr,tôlc,osu,,osutôlc,control,p,0.0,0,o,a,asutôlc,2,7
