first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
imsurtuélable,insurtuélable,pprs,tuél,in_sur,able,insurtuélable,target,p,0.0,1,n,m,imsurtuélable,3,13
lasnemtlatié,lasnemtlatié,rsss,las,,nemt_la_tié,lasnemtlatié,control,s,0.0,2,m,r,lasnertlatié,0,12
imprétromation,imprétromation,pprss,tron,im_pré,at_ion,imprétronation,target,r,,3,n,m,imprétromation,2,14
trévuval,trévuval,rss,trév,,iv_al,trévival,target,s,0.0,0,i,u,trévuval,2,8
coit,cois,r,coit,,,coit,target,r,,3,t,s,cois,1,4
lusalbe,lasalbe,rs,las,,albe,lasalbe,control,r,,1,a,u,lusalbe,3,7
inijternour,inijternour,ppr,nour,in_inter,,ininternour,target,p,1.0,1,n,j,inijternour,2,11
cidtaoinlaisem,cidtaoinlaisem,rssss,cid,,ta_oin_la_isem,cidtaoinlaisem,control,s,0.0,1,a,i,cidtioinlaisem,0,14
relémissant,relemissant,prss,lém,re,iss_ant,relémissant,target,r,,1,é,e,relemissant,1,11
kirnout,kimnout,r_long,kirnout,,,kirnout,target,r,,2,r,m,kimnout,1,7
édnaslasitaoin,édnaslasitaoin,prssss,nas,éd,la_si_ta_oin,édnaslasitaoin,control,p,0.0,0,é,e,ednaslasitaoin,0,14
ninasecle,ninasecne,prs,nas,ni,ecne,ninasecne,control,s,0.0,2,n,l,ninasecle,3,9
répletesh,répletesh,pr_long,letech,rép,,répletech,control,r,,4,c,s,répletesh,2,9
noutroseist,noucroseist,rs_long,noutros,,eist,noutroseist,control,r,,3,t,c,noucroseist,1,11
inerbailaire,inerbailaire,prs_long,erbail,in,aire,inerbailaire,target,p,0.0,0,i,o,onerbailaire,0,12
dysfoir,dysfoir,pr,foir,dys,,dysfoir,target,r,,2,i,o,dysfoor,0,7
irtertitésimal,irtertitésimal,prsss,tert,in,ité_sim_al,intertitésimal,target,p,0.0,1,n,r,irtertitésimal,2,14
cmolèm,cmolèm,r_long,crolèm,,,crolèm,target,r,,1,r,m,cmolèm,2,6
