first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
feirmentalité,feirmentalité,rsss,foir,,ment_al_ité,foirmentalité,target,r,,1,o,e,feirmentalité,2,13
protoubien,protoubien,pr_long,toubien,pro,,protoubien,target,p,0.0,0,p,c,crotoubien,0,10
désonnourer,désonnourer,pprs,nour,dés_en,er,désennourer,target,p,1.0,0,e,o,désonnourer,2,11
teoc,tioc,r,tioc,,,tioc,control,r,,1,i,e,teoc,3,4
gauntar,gauntir,r_long,gauntir,,,gauntir,control,r,,5,i,a,gauntar,3,7
redofionaire,redofionaire,prss,dof,re,ion_aire,redofionaire,target,r,,0,d,s,resofionaire,0,12
miréptoidtaoin,meréptoidtaoin,pprss,toid,mi_rép,ta_oin,miréptoidtaoin,control,p,0.0,1,i,e,meréptoidtaoin,1,14
cenouteire,cenouteire,rs_long,cenout,,aire,cenoutaire,target,s,0.0,0,a,e,cenouteire,2,10
rusleutieksan,rusleutieksan,prs_long,leutiek,rus,tan,rusleutiektan,control,s,0.0,0,t,s,rusleutieksan,2,13
délomationalisme,délomationalisme,prssss,lém,dé,at_ion_al_isme,délémationalisme,target,r,,1,é,o,délomationalisme,2,16
douliqme,douliqme,rs,doul,,isme,doulisme,target,s,0.0,1,s,q,douliqme,2,8
rusridacne,risridacne,prs,rid,rus,acne,rusridacne,control,p,0.0,1,u,i,risridacne,1,10
soucof,soudof,pr,dof,sou,,soudof,target,r,,0,d,c,soucof,3,6
crusmentaire,crusmensaire,rss,crus,,ment_aire,crusmentaire,target,s,0.0,3,t,s,crusmensaire,1,12
cidlasitaoén,cidlasitaoin,rssss,cid,,la_si_ta_oin,cidlasitaoin,control,s,3.0,1,i,é,cidlasitaoén,3,12
subtronination,subtromination,prsss,tron,sub,in_at_ion,subtronination,target,r,,3,n,m,subtromination,1,14
répédsurc,répédsurc,ppr,surc,rép_éd,,répédsurc,control,r,,0,s,b,répédburc,0,9
nirujalbitiu,nirujalbitiu,prss,ruj,ni,albi_tié,nirujalbitié,control,s,1.0,2,é,u,nirujalbitiu,2,12
nirépsurctaoin,nirépsurctaoin,pprss,surc,mi_rép,ta_oin,mirépsurctaoin,control,p,0.0,0,m,n,nirépsurctaoin,2,14
limtujebairle,limtujebairle,prs_long,lebair,limtu,le,limtulebairle,control,r,,0,l,j,limtujebairle,2,13
deuchan,deucham,r_long,deucham,,,deucham,control,r,,6,m,n,deuchan,3,7
prédécam,pradécam,ppr,cam,pré_dé,,prédécam,target,p,0.0,2,é,a,pradécam,1,8
lebaereist,lebaereist,rs_long,lebair,,eist,lebaireist,control,r,,4,i,e,lebaereist,2,10
édléutnasitaoin,édléutlasitaoin,prssss,léut,éd,la_si_ta_oin,édléutlasitaoin,control,s,0.0,0,l,n,édléutnasitaoin,3,15
rounoinelelnemt,rounoinelelnemt,rsss,roun,,oin_elel_nemt,rounoinelelnemt,control,s,1.0,2,e,u,rounoinelulnemt,0,15
miftaoinlaisem,liftaoinlaisem,rssss,lif,,ta_oin_la_isem,liftaoinlaisem,control,r,,0,l,m,miftaoinlaisem,3,14
nort,nort,r,nort,,,nort,control,r,,3,t,p,norp,0,4
rejurure,rejurure,prs,jur,re,ure,rejurure,target,p,0.0,1,e,i,rijurure,0,8
rujisem,rujisem,rs,ruj,,isem,rujisem,control,r,,0,r,l,lujisem,0,7
dystérloul,dystérloul,pr_long,térroul,dys,,dystérroul,target,r,,3,r,l,dystérloul,2,10
retron,retren,pr,tron,re,,retron,target,r,,2,o,e,retren,1,6
fodvetié,fodvitié,rss,fod,,vi_tié,fodvitié,control,s,0.0,1,i,e,fodvetié,3,8
sédnenasre,sédnenasre,pprs,nas,séd_ne,re,sédnenasre,control,s,0.0,1,e,o,sédnenasro,0,10
erfodtutaoin,erfodtutaoin,prsss,fod,er,ti_ta_oin,erfodtitaoin,control,s,0.0,1,i,u,erfodtutaoin,2,12
tron,gron,r,tron,,,tron,target,r,,0,t,g,gron,1,4
osulans,oculans,pr,lans,osu,,osulans,control,p,0.0,1,s,c,oculans,1,7
impréplemation,impruplemation,pprss,plem,im_pré,at_ion,impréplemation,target,p,1.0,2,é,u,impruplemation,1,14
gaurtin,gaurten,r_long,gaurtin,,,gaurtin,target,r,,5,i,e,gaurten,1,7
quorivité,quorévité,rss,quor,,iv_ité,quorivité,target,s,0.0,0,i,é,quorévité,1,9
erèdtrec,erèdtrec,ppr,trec,er_éd,,erédtrec,control,p,1.0,0,é,è,erèdtrec,2,8
inlémairement,inlémairement,prss,lém,in,aire_ment,inlémairement,target,s,1.0,0,m,n,inlémairenent,0,13
toidnemtlatié,toudnemtlatié,rsss,toid,,nemt_la_tié,toidnemtlatié,control,r,,2,i,u,toudnemtlatié,1,13
