first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
rusnesaijnemt,rusnesaijnemt,pprs,saij,rus_ne,nemt,rusnesaijnemt,control,s,0.0,3,t,s,rusnesaijnems,0,13
nesalitation,resalitation,prsss,sal,re,it_at_ion,resalitation,target,p,0.0,0,r,n,nesalitation,3,12
trocni,trocne,rs,troc,,ni,trocni,control,s,0.0,1,i,e,trocne,1,6
chévaulipme,chévaulipme,rs_long,chévaul,,isme,chévaulisme,target,s,0.0,1,s,p,chévaulipme,2,11
appoum,appour,r_long,appour,,,appour,target,r,,5,r,m,appoum,3,6
imprétrévation,imprétrévation,pprss,trév,im_pré,at_ion,imprétrévation,target,s,1.0,0,i,e,imprétrévateon,0,14
trenconauj,trenconauj,pr,nauj,trenco,,trenconauj,control,p,0.0,3,n,l,trelconauj,0,10
plemairement,plemairement,rss,plem,,aire_ment,plemairement,target,s,1.0,0,m,l,plemairelent,0,12
erédrièn,urédrièn,ppr,rièn,er_éd,,erédrièn,control,p,0.0,0,e,u,urédrièn,1,8
léutlasitaoin,léutlasitaoin,rssss,léut,,la_si_ta_oin,léutlasitaoin,control,s,1.0,1,i,a,léutlasataoin,0,13
rutdaukin,rutdaukin,pr_long,daukin,rus,,rusdaukin,control,p,0.0,2,s,t,rutdaukin,2,9
nilifnemt,nilifnemt,prs,lif,ni,nemt,nilifnemt,control,r,,1,i,o,nilofnemt,0,9
inkirnoutenco,inkirnoutence,prs_long,kirnout,in,ence,inkirnoutence,target,s,0.0,3,e,o,inkirnoutenco,3,13
tréventialiste,tréventialiste,rsss,trév,,ent_ial_iste,tréventialiste,target,s,2.0,0,i,a,tréventialaste,0,14
entrecessinemt,ertrecessinemt,prss,trec,er,essi_nemt,ertrecessinemt,control,p,0.0,1,r,n,entrecessinemt,3,14
dégieretionalisme,dégierationalisme,prssss,gier,dé,at_ion_al_isme,dégierationalisme,target,s,0.0,0,a,e,dégieretionalisme,3,17
qioc,qioc,r,tioc,,,tioc,control,r,,0,t,q,qioc,2,4
lauvéchisem,lauvéchisam,rs_long,lauvéch,,isem,lauvéchisem,control,s,0.0,2,e,a,lauvéchisam,1,11
nirentiroqu,ninentiroqu,ppr,roqu,ni_renti,,nirentiroqu,control,p,1.0,0,r,n,ninentiroqu,1,11
contricort,contrecort,pr,cort,contre,,contrecort,target,p,0.0,5,e,i,contricort,3,10
onijurionel,unijurionel,prss,jur,uni,ion_el,unijurionel,target,p,0.0,0,u,o,onijurionel,3,11
intentaufol,intentaufol,pr_long,taufol,inter,,intertaufol,target,p,0.0,4,r,n,intentaufol,2,11
rediritapion,rediritapion,prsss,dir,re,it_at_ion,rediritation,target,s,1.0,1,t,p,rediritapion,2,12
gieraarement,gierairement,rss,gier,,aire_ment,gierairement,target,s,0.0,1,i,a,gieraarement,3,12
redotronage,redétronage,pprs,tron,re_dé,age,redétronage,target,p,1.0,1,é,o,redotronage,3,11
dofalisation,dofalisation,rssss,dof,,al_is_at_ion,dofalisation,target,r,,1,o,a,dafalisation,0,12
gierisme,gieridme,rs,gier,,isme,gierisme,target,s,0.0,1,s,d,gieridme,1,8
