first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
réaction,réaction,prs,ré,act,ion,réaction,target,p,0.0,0,r,n,néaction,0,8
sensualité,sensualité,rss,,sensu,al_ité,sensualité,target,s,1.0,2,é,e,sensualite,0,10
zidzag,zidzag,r,,zigzag,,zigzag,control,r,,2,g,d,zidzag,2,6
emmerdeul,emmerdeur,prs_long,em,merd,eur,emmerdeur,target,s,0.0,2,r,l,emmerdeul,3,9
eucalyptus,eocalyptus,r,,eucalyptus,,eucalyptus,control,r,,1,u,o,eocalyptus,1,10
tourbillon,tourbillon,r,,tourbillon,,tourbillon,control,r,,9,n,m,tourbillom,0,10
renégat,renéget,prs,re,nég,at,renégat,target,s,0.0,0,a,e,renéget,1,7
surènchère,surenchère,ppr,sur_en,chère,,surenchère,target,p,1.0,0,e,è,surènchère,3,10
activation,activation,rsss,,act,iv_at_ion,activation,target,s,1.0,1,t,g,activagion,0,10
passager,pessager,rss,,pass,ag_er,passager,target,r,,1,a,e,pessager,1,8
dinosaure,dinosaure,r,,dinosaure,,dinosaure,control,r,,3,o,é,dinésaure,0,9
décour,décour,pr,dé,tour,,détour,target,r,,0,t,c,décour,2,6
tersonnage,personnage,rs_long,,personn,age,personnage,target,r,,0,p,t,tersonnage,3,10
bourde,boarde,r,,bourde,,bourde,control,r,,2,u,a,boarde,1,6
ildiscret,indiscret,pr_long,in,discret,,indiscret,target,p,0.0,1,n,l,ildiscret,3,9
banquise,banquisu,r,,banquise,,banquise,control,r,,7,e,u,banquisu,1,8
imprudent,imprudent,prs_long,im,prud,ent,imprudent,target,r,,3,d,t,imprutent,0,9
pignon,pignom,r,,pignon,,pignon,control,r,,5,n,m,pignom,1,6
revoilà,levoilà,pr,re,voilà,,revoilà,target,p,0.0,0,r,l,levoilà,1,7
ambasséde,ambasséde,r,,ambassade,,ambassade,control,r,,6,a,é,ambasséde,2,9
chambranle,cdambranle,r,,chambranle,,chambranle,control,r,,1,h,d,cdambranle,1,10
coqueruche,coqueruche,r,,coqueluche,,coqueluche,control,r,,5,l,r,coqueruche,2,10
cuntexte,cuntexte,r,,contexte,,contexte,control,r,,1,o,u,cuntexte,2,8
massacre,maspacre,r,,massacre,,massacre,control,r,,3,s,p,maspacre,1,8
deuxièmu,deuxièmu,rs,,deux,ième,deuxième,target,s,0.0,3,e,u,deuxièmu,2,8
redéfaire,redifaire,ppr,re_dé,faire,,redéfaire,target,p,1.0,1,é,i,redifaire,1,9
recouverte,racouverte,pr_long,re,couverte,,recouverte,target,p,0.0,1,e,a,racouverte,1,10
immortaloté,immortalité,prss,im,mort,al_ité,immortalité,target,s,1.0,0,i,o,immortaloté,3,11
caricature,caricature,r,,caricature,,caricature,control,r,,9,e,a,caricatura,0,10
redecoavre,redecouvre,ppr,re_de,couvre,,redecouvre,target,r,,2,u,a,redecoavre,3,10
amballage,amballage,prs_long,em,ball,age,emballage,target,p,0.0,0,e,a,amballage,2,9
vouviie,vouvoie,r,,vouvoie,,vouvoie,control,r,,4,o,i,vouviie,3,7
spaghetti,spaghetti,r,,spaghetti,,spaghetti,control,r,,2,a,e,speghetti,0,9
décompose,sécompose,pr_long,dé,compose,,décompose,target,p,0.0,0,d,s,sécompose,1,9
chipuenaude,chipuenaude,r,,chiquenaude,,chiquenaude,control,r,,3,q,p,chipuenaude,2,11
immeuble,immeuble,r,,immeuble,,immeuble,control,r,,0,i,e,emmeuble,0,8
cassarole,casserole,r,,casserole,,casserole,control,r,,4,e,a,cassarole,3,9
guolleret,guilleret,r,,guilleret,,guilleret,control,r,,2,i,o,guolleret,3,9
bullutin,bulletin,r,,bulletin,,bulletin,control,r,,4,e,u,bullutin,3,8
