first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
impulsevité,impulsivité,prss,im,puls,iv_ité,impulsivité,target,s,0.0,0,i,e,impulsevité,3,11
désestoir,désestoir,pr_long,dés,espoir,,désespoir,target,r,,2,p,t,désestoir,2,9
surpasse,surpasse,pr,sur,passe,,surpasse,target,r,,3,s,c,surpasce,0,8
orthestre,orthestre,r,,orchestre,,orchestre,control,r,,2,c,t,orthestre,2,9
surenchère,surenchère,ppr,sur_en,chère,,surenchère,target,r,,1,h,p,surencpère,0,10
abracedabra,abracedabra,r,,abracadabra,,abracadabra,control,r,,5,a,e,abracedabra,2,11
sortie,sortie,rs,,sort,ie,sortie,target,s,0.0,1,e,à,sortià,0,6
accessoiri,accessoiri,r,,accessoire,,accessoire,control,r,,9,e,i,accessoiri,2,10
guêpe,guêpe,r,,guêpe,,guêpe,control,r,,2,ê,a,guape,0,5
holocaeste,holocaeste,r,,holocauste,,holocauste,control,r,,6,u,e,holocaeste,2,10
salamandre,salamandre,r,,salamandre,,salamandre,control,r,,0,s,h,halamandre,0,10
couvelcle,couvercle,r,,couvercle,,couvercle,control,r,,5,r,l,couvelcle,3,9
tintamarne,tintamarre,r,,tintamarre,,tintamarre,control,r,,8,r,n,tintamarne,3,10
pellen,pellen,r,,pollen,,pollen,control,r,,1,o,e,pellen,2,6
dinosauro,dinosauro,r,,dinosaure,,dinosaure,control,r,,8,e,o,dinosauro,2,9
joueur,jouiur,rs,,jou,eur,joueur,target,s,0.0,0,e,i,jouiur,1,6
ventilateur,vintilateur,rsss,,vent,il_at_eur,ventilateur,target,r,,1,e,i,vintilateur,1,11
emprévu,imprévu,ppr,im_pré,vu,,imprévu,target,p,0.0,0,i,e,emprévu,3,7
rhinocéros,rhinocérot,r,,rhinocéros,,rhinocéros,control,r,,9,s,t,rhinocérot,1,10
dégeût,dégeût,pr,dé,goût,,dégoût,target,r,,1,o,e,dégeût,2,6
catastrophe,catastropha,r,,catastrophe,,catastrophe,control,r,,10,e,a,catastropha,1,11
chiqueraude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,6,n,r,chiqueraude,3,11
plestic,plastic,r,,plastic,,plastic,control,r,,2,a,e,plestic,3,7
labyrinthe,labyrinthe,r,,labyrinthe,,labyrinthe,control,r,,7,t,h,labyrinhhe,0,10
elmerdeur,elmerdeur,prs_long,em,merd,eur,emmerdeur,target,p,0.0,1,m,l,elmerdeur,2,9
ipéalisme,ipéalisme,rss,,idé,al_isme,idéalisme,target,r,,1,d,p,ipéalisme,2,9
enoffensif,enoffensif,prs_long,in,offens,if,inoffensif,target,p,0.0,0,i,e,enoffensif,2,10
westenn,westenn,r,,western,,western,control,r,,5,r,n,westenn,2,7
socialisme,socialisme,rss,,soci,al_isme,socialisme,target,s,1.0,0,i,a,socialasme,0,10
incrédulité,incrédulité,prss,in,créd,ul_ité,incrédulité,target,r,,0,c,d,indrédulité,0,11
marijuani,marijuani,r,,marijuana,,marijuana,control,r,,8,a,i,marijuani,2,9
reacteur,reatteur,prs,re,act,eur,reacteur,target,r,,1,c,t,reatteur,1,8
électrique,électrique,rs_long,,électr,ique,électrique,target,r,,4,t,c,éleccrique,0,10
goumde,gourde,r,,gourde,,gourde,control,r,,3,r,m,goumde,3,6
déshonneur,véshonneur,pr_long,dés,honneur,,déshonneur,target,p,0.0,0,d,v,véshonneur,1,10
dibiscus,dibiscus,r,,hibiscus,,hibiscus,control,r,,0,h,d,dibiscus,2,8
champignon,champignàn,r,,champignon,,champignon,control,r,,8,o,à,champignàn,1,10
justement,justemens,rs_long,,juste,ment,justement,target,s,0.0,3,t,s,justemens,1,9
créativité,créativité,rsss,,cré,at_iv_ité,créativité,target,r,,0,c,t,tréativité,0,10
oscarmouche,oscarmouche,r,,escarmouche,,escarmouche,control,r,,0,e,o,oscarmouche,2,11
entréjambe,entréjambe,pr_long,entre,jambe,,entrejambe,target,p,0.0,4,e,é,entréjambe,2,10
captivité,captivité,rss,,capt,iv_ité,captivité,target,r,,3,t,s,capsivité,0,9
améthyste,améthystu,r,,améthyste,,améthyste,control,r,,8,e,u,améthystu,1,9
caisselle,vaisselle,r,,vaisselle,,vaisselle,control,r,,0,v,c,caisselle,3,9
defférence,defférence,rs_long,,différ,ence,différence,target,r,,1,i,e,defférence,2,10
ingéniosité,ingéniosité,prss,in,gén,ios_ité,ingéniosité,target,r,,2,n,m,ingémiosité,0,11
activation,activation,rsss,,act,iv_at_ion,activation,target,s,2.0,1,o,a,activatian,0,10
concombre,concombre,r,,concombre,,concombre,control,r,,0,c,d,doncombre,0,9
asthme,asthme,r,,asthme,,asthme,control,r,,1,s,p,apthme,0,6
redéfaere,redéfaere,ppr,re_dé,faire,,redéfaire,target,r,,2,i,e,redéfaere,2,9
infinie,infinie,prs,in,fin,ie,infinie,target,p,0.0,1,n,r,irfinie,0,7
impuneté,impunité,prs,im,pun,ité,impunité,target,s,0.0,0,i,e,impuneté,3,8
massacre,massacre,r,,massacre,,massacre,control,r,,0,m,r,rassacre,0,8
lieutenant,lieutenent,r,,lieutenant,,lieutenant,control,r,,7,a,e,lieutenent,1,10
fizzeria,fizzeria,r,,pizzeria,,pizzeria,control,r,,0,p,f,fizzeria,2,8
idéal,idéal,rs,,idé,al,idéal,target,r,,1,d,s,iséal,0,5
caricatune,caricatune,r,,caricature,,caricature,control,r,,8,r,n,caricatune,2,10
coopère,toopère,pr,co,opère,,coopère,target,p,0.0,0,c,t,toopère,1,7
bourrin,bourrin,r,,bourrin,,bourrin,control,r,,3,r,l,boulrin,0,7
assurance,assorance,prs_long,as,sur,ance,assurance,target,r,,1,u,o,assorance,1,9
