first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
enapte,enapte,pr,in,apte,,inapte,target,p,0.0,0,i,e,enapte,2,6
polisson,polissen,r,,polisson,,polisson,control,r,,6,o,e,polissen,1,8
inhabituel,inhabituel,prs_long,in,habitu,el,inhabituel,target,s,0.0,1,l,n,inhabituen,0,10
imtrévu,imprévu,ppr,im_pré,vu,,imprévu,target,p,1.0,0,p,t,imtrévu,3,7
activement,attivement,rss,,act,ive_ment,activement,target,r,,1,c,t,attivement,1,10
lieusenant,lieutenant,r,,lieutenant,,lieutenant,control,r,,4,t,s,lieusenant,3,10
cartouchu,cartouchu,r,,cartouche,,cartouche,control,r,,8,e,u,cartouchu,2,9
couvercle,coevercle,r,,couvercle,,couvercle,control,r,,2,u,e,coevercle,1,9
détention,détention,prs_long,dé,tent,ion,détention,target,r,,1,e,a,détantion,0,9
cappuccino,cappuccino,r,,cappuccino,,cappuccino,control,r,,6,c,s,cappucsino,0,10
liberté,liberté,rs,,liber,té,liberté,target,r,,0,l,j,jiberté,0,7
hurrecane,hurricane,r,,hurricane,,hurricane,control,r,,4,i,e,hurrecane,3,9
yativité,yativité,rss,,nat,iv_ité,nativité,target,r,,0,n,y,yativité,2,8
ribambelle,rebambelle,r,,ribambelle,,ribambelle,control,r,,1,i,e,rebambelle,1,10
tralsporte,tralsporte,pr_long,trans,porte,,transporte,target,p,0.0,3,n,l,tralsporte,2,10
contraire,contraore,rs_long,,contr,aire,contraire,target,s,0.0,1,i,o,contraore,1,9
britole,britole,r,,bricole,,bricole,control,r,,3,c,t,britole,2,7
emballage,emsallage,prs_long,em,ball,age,emballage,target,r,,0,b,s,emsallage,1,9
soussière,poussière,r,,poussière,,poussière,control,r,,0,p,s,soussière,3,9
créasivité,créativité,rsss,,cré,at_iv_ité,créativité,target,s,0.0,1,t,s,créasivité,3,10
morvel,morvel,rs,,mort,el,mortel,target,r,,3,t,v,morvel,2,6
redecouvre,redecouvru,ppr,re_de,couvre,,redecouvre,target,r,,5,e,u,redecouvru,1,10
ilefficace,inefficace,pr_long,in,efficace,,inefficace,target,p,0.0,1,n,l,ilefficace,3,10
cenlophane,cenlophane,r,,cellophane,,cellophane,control,r,,2,l,n,cenlophane,2,10
insonorité,insonorité,prss,in,son,or_ité,insonorité,target,p,0.0,0,i,a,ansonorité,0,10
placand,placard,r,,placard,,placard,control,r,,5,r,n,placand,3,7
dérision,dérasion,prs,dé,ris,ion,dérision,target,r,,1,i,a,dérasion,1,8
reacteur,ruacteur,prs,re,act,eur,reacteur,target,p,0.0,1,e,u,ruacteur,1,8
mariase,mariase,rs,,mari,age,mariage,target,s,0.0,1,g,s,mariase,2,7
plastic,plastic,r,,plastic,,plastic,control,r,,6,c,s,plastis,0,7
catastroshe,catastroshe,r,,catastrophe,,catastrophe,control,r,,8,p,s,catastroshe,2,11
imcrédulité,incrédulité,prss,in,créd,ul_ité,incrédulité,target,p,0.0,1,n,m,imcrédulité,3,11
doopère,coopère,pr,co,opère,,coopère,target,p,0.0,0,c,d,doopère,3,7
boussole,toussole,r,,boussole,,boussole,control,r,,0,b,t,toussole,1,8
couloin,couloin,r,,couloir,,couloir,control,r,,6,r,n,couloin,2,7
camemberd,camemberd,r,,camembert,,camembert,control,r,,8,t,d,camemberd,2,9
immoltalité,immortalité,prss,im,mort,al_ité,immortalité,target,r,,2,r,l,immoltalité,3,11
abracadabra,abracadabra,r,,abracadabra,,abracadabra,control,r,,3,a,o,abrocadabra,0,11
viérarchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,0,h,v,viérarchie,3,10
fromboise,framboise,r,,framboise,,framboise,control,r,,2,a,o,fromboise,3,9
vouvoie,veuvoie,r,,vouvoie,,vouvoie,control,r,,1,o,e,veuvoie,1,7
puritanisme,purètanisme,rsss,,pur,it_an_isme,puritanisme,target,s,0.0,0,i,è,purètanisme,1,11
alerte,alerte,r,,alerte,,alerte,control,r,,5,e,é,alerté,0,6
troiseème,troiseème,rs_long,,trois,ième,troisième,target,s,0.0,0,i,e,troiseème,2,9
carucature,carucature,r,,caricature,,caricature,control,r,,3,i,u,carucature,2,10
cookee,cookie,r,,cookie,,cookie,control,r,,4,i,e,cookee,3,6
redéfaire,redéfuire,ppr,re_dé,faire,,redéfaire,target,r,,1,a,u,redéfuire,1,9
carrosse,carrosse,r,,carrosse,,carrosse,control,r,,4,o,e,carresse,0,8
chiquanaude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,5,e,a,chiquanaude,3,11
epocalypse,apocalypse,r,,apocalypse,,apocalypse,control,r,,0,a,e,epocalypse,3,10
cathésrale,cathésrale,r,,cathédrale,,cathédrale,control,r,,5,d,s,cathésrale,2,10
escarmouche,escarmouche,r,,escarmouche,,escarmouche,control,r,,1,s,c,eccarmouche,0,11
éditorial,éditolial,rss,,édit,or_ial,éditorial,target,s,0.0,1,r,l,éditolial,1,9
décour,décour,pr,dé,tour,,détour,target,r,,0,t,c,décour,2,6
usilisation,utilisation,rsss,,util,is_at_ion,utilisation,target,r,,1,t,s,usilisation,3,11
surcharge,surchargu,pr_long,sur,charge,,surcharge,target,r,,5,e,u,surchargu,1,9
reliure,roliure,prs,re,li,ure,reliure,target,p,0.0,1,e,o,roliure,1,7
électrique,éluctrique,rs_long,,électr,ique,électrique,target,r,,2,e,u,éluctrique,1,10
spectacle,spectacle,r,,spectacle,,spectacle,control,r,,3,c,t,spettacle,0,9
preuve,preuve,r,,preuve,,preuve,control,r,,1,r,l,pleuve,0,6
