first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
magouilli,magouilli,r,,magouille,,magouille,control,r,,8,e,i,magouilli,2,9
ingéniosité,ingéniosité,prss,in,gén,ios_ité,ingéniosité,target,s,1.0,0,i,é,ingéniosété,0,11
tourbillon,tourbillon,r,,tourbillon,,tourbillon,control,r,,7,l,r,tourbilron,0,10
chambranle,chambranle,r,,chambranle,,chambranle,control,r,,8,l,n,chambranne,0,10
détention,détentién,prs_long,dé,tent,ion,détention,target,s,0.0,1,o,é,détentién,1,9
abracadabra,abracadabra,r,,abracadabra,,abracadabra,control,r,,3,a,o,abrocadabra,0,11
surenchère,surenchère,ppr,sur_en,chère,,surenchère,target,p,1.0,1,n,m,suremchère,0,10
chiquenaude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,9,d,g,chiquenauge,0,11
clandestin,clandostin,r,,clandestin,,clandestin,control,r,,5,e,o,clandostin,1,10
champignan,champignan,r,,champignon,,champignon,control,r,,8,o,a,champignan,2,10
hécouvert,hécouvert,pr_long,dé,couvert,,découvert,target,p,0.0,0,d,h,hécouvert,2,9
acpect,acpect,r,,aspect,,aspect,control,r,,1,s,c,acpect,2,6
capharnaüm,capharjaüm,r,,capharnaüm,,capharnaüm,control,r,,6,n,j,capharjaüm,1,10
dévotion,vévotion,prs,dé,vot,ion,dévotion,target,p,0.0,0,d,v,vévotion,1,8
escarmouche,escermouche,r,,escarmouche,,escarmouche,control,r,,3,a,e,escermouche,1,11
impulsivité,impulsivité,prss,im,puls,iv_ité,impulsivité,target,p,0.0,0,i,o,ompulsivité,0,11
joueur,jouiur,rs,,jou,eur,joueur,target,s,0.0,0,e,i,jouiur,1,6
immortaleté,immortaleté,prss,im,mort,al_ité,immortalité,target,s,1.0,0,i,e,immortaleté,2,11
tintamarre,tintajarre,r,,tintamarre,,tintamarre,control,r,,5,m,j,tintajarre,1,10
sarpasse,sarpasse,pr,sur,passe,,surpasse,target,p,0.0,1,u,a,sarpasse,2,8
détordre,désordre,pr,dés,ordre,,désordre,target,p,0.0,2,s,t,détordre,3,8
seulememt,seulement,rs_long,,seule,ment,seulement,target,s,0.0,2,n,m,seulememt,3,9
batterie,battelie,r,,batterie,,batterie,control,r,,5,r,l,battelie,1,8
phénomène,phénomène,r,,phénomène,,phénomène,control,r,,0,p,q,qhénomène,0,9
puritenisme,puritanisme,rsss,,pur,it_an_isme,puritanisme,target,s,1.0,0,a,e,puritenisme,3,11
britole,bricole,r,,bricole,,bricole,control,r,,3,c,t,britole,3,7
pesanteur,pesanteur,rss,,pes,ant_eur,pesanteur,target,s,1.0,0,e,à,pesantàur,0,9
créutivité,créutivité,rsss,,cré,at_iv_ité,créativité,target,s,0.0,0,a,u,créutivité,2,10
espéranto,esséranto,r,,espéranto,,espéranto,control,r,,2,p,s,esséranto,1,9
juhtice,justice,rs,,just,ice,justice,target,r,,2,s,h,juhtice,3,7
coqaeluche,coqueluche,r,,coqueluche,,coqueluche,control,r,,3,u,a,coqaeluche,3,10
imsulsif,imsulsif,prs,im,puls,if,impulsif,target,r,,0,p,s,imsulsif,2,8
inévitable,inévitable,prs_long,in,évit,able,inévitable,target,s,0.0,0,a,o,inévitoble,0,10
redecouvre,redecouvre,ppr,re_de,couvre,,redecouvre,target,p,0.0,1,e,é,rédecouvre,0,10
dégoûtart,dégoûtant,prs_long,dé,goût,ant,dégoûtant,target,s,0.0,1,n,r,dégoûtart,3,9
passader,passager,rss,,pass,ag_er,passager,target,s,0.0,1,g,d,passader,3,8
casserole,casserole,r,,casserole,,casserole,control,r,,7,l,r,casserore,0,9
transporte,transporte,pr_long,trans,porte,,transporte,target,r,,4,e,i,transporti,0,10
procetsus,processus,r,,processus,,processus,control,r,,5,s,t,procetsus,3,9
confetti,confetti,r,,confetti,,confetti,control,r,,3,f,t,contetti,0,8
gaitare,guitare,r,,guitare,,guitare,control,r,,1,u,a,gaitare,3,7
tueur,tueur,rs,,tu,eur,tueur,target,s,0.0,2,r,n,tueun,0,5
ensrejambe,ensrejambe,pr_long,entre,jambe,,entrejambe,target,p,0.0,2,t,s,ensrejambe,2,10
couvercme,couvercme,r,,couvercle,,couvercle,control,r,,7,l,m,couvercme,2,9
catastrophe,catasdrophe,r,,catastrophe,,catastrophe,control,r,,5,t,d,catasdrophe,1,11
boussole,boessole,r,,boussole,,boussole,control,r,,2,u,e,boessole,1,8
retéfaire,redéfaire,ppr,re_dé,faire,,redéfaire,target,p,1.0,0,d,t,retéfaire,3,9
atteinte,atteinte,r,,atteinte,,atteinte,control,r,,0,a,e,etteinte,0,8
reliure,reliure,prs,re,li,ure,reliure,target,s,0.0,2,e,é,reliuré,0,7
copyright,kopyright,r,,copyright,,copyright,control,r,,0,c,k,kopyright,1,9
activation,ectivation,rsss,,act,iv_at_ion,activation,target,r,,0,a,e,ectivation,1,10
poussière,poussière,r,,poussière,,poussière,control,r,,6,è,e,poussiere,0,9
conséqence,conséqunce,rs_long,,conséq,ence,conséqence,target,s,0.0,0,e,u,conséqunce,1,10
porsonnel,personnel,rs_long,,personn,el,personnel,target,r,,1,e,o,porsonnel,3,9
guêpe,guêpe,r,,guêpe,,guêpe,control,r,,1,u,a,gaêpe,0,5
rhinocéros,mhinocéros,r,,rhinocéros,,rhinocéros,control,r,,0,r,m,mhinocéros,1,10
placamd,placamd,r,,placard,,placard,control,r,,5,r,m,placamd,2,7
fonmalité,formalité,rss,,form,al_ité,formalité,target,r,,2,r,n,fonmalité,3,9
dlastron,dlastron,r,,plastron,,plastron,control,r,,0,p,d,dlastron,2,8
défonce,péfonce,pr,dé,fonce,,défonce,target,p,0.0,0,d,p,péfonce,1,7
