first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
catastroshe,catastroshe,r,,catastrophe,,catastrophe,control,r,,8,p,s,catastroshe,2,11
ritambelle,ribambelle,r,,ribambelle,,ribambelle,control,r,,2,b,t,ritambelle,3,10
abracadabra,asracadabra,r,,abracadabra,,abracadabra,control,r,,1,b,s,asracadabra,1,11
defférent,defférent,rs_long,,différ,ent,différent,target,r,,1,i,e,defférent,2,9
cacdemire,cachemire,r,,cachemire,,cachemire,control,r,,3,h,d,cacdemire,3,9
réalisataon,réalisation,rsss,,réal,is_at_ion,réalisation,target,s,2.0,0,i,a,réalisataon,3,11
amitié,amitié,rs,,ami,tié,amitié,target,r,,0,a,i,imitié,0,6
voiture,poiture,r,,voiture,,voiture,control,r,,0,v,p,poiture,1,7
surenchèra,surenchèra,ppr,sur_en,chère,,surenchère,target,r,,4,e,a,surenchèra,2,10
reliure,ruliure,prs,re,li,ure,reliure,target,p,0.0,1,e,u,ruliure,1,7
churlatan,charlatan,r,,charlatan,,charlatan,control,r,,2,a,u,churlatan,3,9
conquête,conquête,r,,conquête,,conquête,control,r,,2,n,l,colquête,0,8
illégam,illégam,pr,il,légal,,illégal,target,r,,4,l,m,illégam,2,7
simplemelt,simplement,rs_long,,simple,ment,simplement,target,s,0.0,2,n,l,simplemelt,3,10
lormalment,lormalment,rss,,norm,al_ment,normalment,target,r,,0,n,l,lormalment,2,10
utilisateur,utirisateur,rsss,,util,is_at_eur,utilisateur,target,r,,3,l,r,utirisateur,1,11
tellophane,cellophane,r,,cellophane,,cellophane,control,r,,0,c,t,tellophane,3,10
réaction,riaction,prs,ré,act,ion,réaction,target,p,0.0,1,é,i,riaction,1,8
zembie,zombie,r,,zombie,,zombie,control,r,,1,o,e,zembie,3,6
déshonniur,déshonneur,pr_long,dés,honneur,,déshonneur,target,r,,4,e,i,déshonniur,3,10
emballage,emballage,prs_long,em,ball,age,emballage,target,s,0.0,2,e,a,emballaga,0,9
contraire,contraire,rs_long,,contr,aire,contraire,target,r,,4,r,j,contjaire,0,9
chiquenaude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,10,e,o,chiquenaudo,0,11
pinard,pinard,r,,pinard,,pinard,control,r,,1,i,u,punard,0,6
cathédrale,cathéxrale,r,,cathédrale,,cathédrale,control,r,,5,d,x,cathéxrale,1,10
immortalité,immortalidé,prss,im,mort,al_ité,immortalité,target,s,1.0,1,t,d,immortalidé,1,11
racaille,racaille,r,,racaille,,racaille,control,r,,4,i,a,racaalle,0,8
