first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
activation,actidation,rsss,,act,iv_at_ion,activation,target,s,0.0,1,v,d,actidation,1,10
abracadatra,abracadatra,r,,abracadabra,,abracadabra,control,r,,8,b,t,abracadatra,2,11
cetastrophe,cetastrophe,r,,catastrophe,,catastrophe,control,r,,1,a,e,cetastrophe,2,11
ardise,ardise,rs,,art,ise,artise,target,r,,2,t,d,ardise,2,6
libellulu,libellulu,r,,libellule,,libellule,control,r,,8,e,u,libellulu,2,9
revue,revue,pr,re,vue,,revue,target,r,,1,u,i,revie,0,5
pigeon,bigeon,r,,pigeon,,pigeon,control,r,,0,p,b,bigeon,1,6
pantoufle,panhoufle,r,,pantoufle,,pantoufle,control,r,,3,t,h,panhoufle,1,9
lieutenant,lieutenant,r,,lieutenant,,lieutenant,control,r,,2,e,a,liautenant,0,10
transpemce,transpemce,pr_long,trans,perce,,transperce,target,r,,2,r,m,transpemce,2,10
puritanisme,puritanisme,rsss,,pur,it_an_isme,puritanisme,target,s,2.0,3,e,i,puritanismi,0,11
cellophane,cellophane,r,,cellophane,,cellophane,control,r,,7,a,e,cellophene,0,10
irhabituel,irhabituel,prs_long,in,habitu,el,inhabituel,target,p,0.0,1,n,r,irhabituel,2,10
usàté,usité,rs,,us,ité,usité,target,s,0.0,0,i,à,usàté,3,5
déshonneur,doshonneur,pr_long,dés,honneur,,déshonneur,target,p,0.0,1,é,o,doshonneur,1,10
perplexe,perpluxe,r,,perplexe,,perplexe,control,r,,5,e,u,perpluxe,1,8
impuldivité,impuldivité,prss,im,puls,iv_ité,impulsivité,target,r,,3,s,d,impuldivité,2,11
vodka,vodki,r,,vodka,,vodka,control,r,,4,a,i,vodki,1,5
escarmouche,escarmouche,r,,escarmouche,,escarmouche,control,r,,6,o,e,escarmeuche,0,11
tonalité,tonalite,rss,,ton,al_ité,tonalité,target,s,1.0,2,é,e,tonalite,1,8
plafond,plafend,r,,plafond,,plafond,control,r,,4,o,e,plafend,1,7
perponnel,perponnel,rs_long,,personn,el,personnel,target,r,,3,s,p,perponnel,2,9
enterrement,erterrement,prs_long,en,terre,ment,enterrement,target,p,0.0,1,n,r,erterrement,1,11
