first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
action,iction,rs,,act,ion,action,target,r,,0,a,i,iction,1,6
égalisateur,égalisateur,rsss,,égal,is_at_eur,égalisateur,target,s,1.0,1,t,c,égalisaceur,0,11
ribambelle,ribambelle,r,,ribambelle,,ribambelle,control,r,,8,l,r,ribambelre,0,10
chamsranle,chamsranle,r,,chambranle,,chambranle,control,r,,4,b,s,chamsranle,2,10
impensable,impensable,prs_long,im,pens,able,impensable,target,s,0.0,2,l,r,impensabre,0,10
immuabli,immuable,prs,im,mu,able,immuable,target,s,0.0,3,e,i,immuabli,3,8
salamandre,salamandre,r,,salamandre,,salamandre,control,r,,0,s,d,dalamandre,0,10
exactement,exactement,rs_long,,exacte,ment,exactement,target,r,,1,x,t,etactement,0,10
emballage,emballage,prs_long,em,ball,age,emballage,target,r,,3,l,n,embalnage,0,9
catastréphe,catastréphe,r,,catastrophe,,catastrophe,control,r,,7,o,é,catastréphe,2,11
désïspoir,désespoir,pr_long,dés,espoir,,désespoir,target,r,,0,e,ï,désïspoir,3,9
recouvert,ricouvert,pr_long,re,couvert,,recouvert,target,p,0.0,1,e,i,ricouvert,1,9
crevettu,crevette,r,,crevette,,crevette,control,r,,7,e,u,crevettu,3,8
escogriffe,escogriffe,r,,escogriffe,,escogriffe,control,r,,3,o,i,escigriffe,0,10
poursuit,poursuit,pr,pour,suit,,poursuit,target,r,,0,s,x,pourxuit,0,8
ingéniosité,ingéniosité,prss,in,gén,ios_ité,ingéniosité,target,s,0.0,0,i,u,ingénuosité,0,11
abrecadabra,abracadabra,r,,abracadabra,,abracadabra,control,r,,3,a,e,abrecadabra,3,11
surenhhère,surenhhère,ppr,sur_en,chère,,surenchère,target,r,,0,c,h,surenhhère,2,10
escarmouche,escarmouche,r,,escarmouche,,escarmouche,control,r,,10,e,i,escarmouchi,0,11
informe,informe,pr,in,forme,,informe,target,r,,1,o,i,infirme,0,7
dlobe,dlobe,r,,globe,,globe,control,r,,0,g,d,dlobe,2,5
guenille,guenirle,r,,guenille,,guenille,control,r,,5,l,r,guenirle,1,8
murmure,murmure,r,,murmure,,murmure,control,r,,1,u,e,mermure,0,7
racaille,macaille,r,,racaille,,racaille,control,r,,0,r,m,macaille,1,8
différens,différent,rs_long,,différ,ent,différent,target,s,0.0,2,t,s,différens,3,9
chiquenaude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,6,n,m,chiquemaude,0,11
funalité,finalité,rss,,fin,al_ité,finalité,target,r,,1,i,u,funalité,3,8
réalisateur,réalisateur,rsss,,réal,is_at_eur,réalisateur,target,r,,0,r,n,néalisateur,0,11
zigsag,zigsag,r,,zigzag,,zigzag,control,r,,3,z,s,zigsag,2,6
argentan,argentan,r,,argentin,,argentin,control,r,,6,i,a,argentan,2,8
actitation,actitation,rsss,,act,iv_at_ion,activation,target,s,0.0,1,v,t,actitation,2,10
pocition,position,rs,,posit,ion,position,target,r,,2,s,c,pocition,3,8
clandestin,clardestin,r,,clandestin,,clandestin,control,r,,3,n,r,clardestin,1,10
enivrant,enivrônt,prs,en,ivr,ant,enivrant,target,s,0.0,0,a,ô,enivrônt,1,8
labyrinthe,labyninthe,r,,labyrinthe,,labyrinthe,control,r,,4,r,n,labyninthe,1,10
hiérarchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,4,a,é,hiérérchie,0,10
réaction,réaction,prs,ré,act,ion,réaction,target,s,0.0,1,o,e,réactien,0,8
