first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
désespoir,désespoir,pr_long,dés,espoir,,désespoir,target,r,,5,r,n,désespoin,0,9
léalité,léalité,rs,,réal,ité,réalité,target,r,,0,r,l,léalité,2,7
activàment,activàment,rss,,act,ive_ment,activement,target,s,0.0,2,e,à,activàment,2,10
surnom,surnem,pr,sur,nom,,surnom,target,r,,1,o,e,surnem,1,6
infrarouga,infrarouge,pr_long,infra,rouge,,infrarouge,target,r,,4,e,a,infrarouga,3,10
sarabunde,sarabunde,r,,sarabande,,sarabande,control,r,,5,a,u,sarabunde,2,9
redecoavre,redecoavre,ppr,re_de,couvre,,redecouvre,target,r,,2,u,a,redecoavre,2,10
priuesse,priuesse,r,,prouesse,,prouesse,control,r,,2,o,i,priuesse,2,8
brenche,bronche,r,,bronche,,bronche,control,r,,2,o,e,brenche,3,7
catasxrophe,catasxrophe,r,,catastrophe,,catastrophe,control,r,,5,t,x,catasxrophe,2,11
enlèvement,ejlèvement,prs_long,en,lève,ment,enlèvement,target,p,0.0,1,n,j,ejlèvement,1,10
finanité,finanité,rss,,fin,al_ité,finalité,target,s,0.0,1,l,n,finanité,2,8
corbillard,corbillard,r,,corbillard,,corbillard,control,r,,8,r,n,corbilland,0,10
caoutshouc,caoutchouc,r,,caoutchouc,,caoutchouc,control,r,,5,c,s,caoutshouc,3,10
bunletin,bulletin,r,,bulletin,,bulletin,control,r,,2,l,n,bunletin,3,8
tourbèllon,tourbillon,r,,tourbillon,,tourbillon,control,r,,5,i,è,tourbèllon,3,10
capharnaüm,capharnaüm,r,,capharnaüm,,capharnaüm,control,r,,9,m,r,capharnaür,0,10
walkmal,walkman,r,,walkman,,walkman,control,r,,6,n,l,walkmal,3,7
éditorial,éditorial,rss,,édit,or_ial,éditorial,target,s,1.0,0,i,u,éditorual,0,9
pnestige,prestige,r,,prestige,,prestige,control,r,,1,r,n,pnestige,3,8
imprévu,imprétu,ppr,im_pré,vu,,imprévu,target,r,,0,v,t,imprétu,1,7
