first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
guitane,guitare,r,,guitare,,guitare,control,r,,5,r,n,guitane,3,7
clavicule,clavicule,r,,clavicule,,clavicule,control,r,,6,u,a,clavicale,0,9
méalisateur,méalisateur,rsss,,réal,is_at_eur,réalisateur,target,r,,0,r,m,méalisateur,2,11
abracadabra,abracatabra,r,,abracadabra,,abracadabra,control,r,,6,d,t,abracatabra,1,11
recouvert,recousert,pr_long,re,couvert,,recouvert,target,r,,3,v,s,recousert,1,9
choucroute,choucroote,r,,choucroute,,choucroute,control,r,,7,u,o,choucroote,1,10
prévoir,prévour,pr,pré,voir,,prévoir,target,r,,2,i,u,prévour,1,7
sérenchère,sérenchère,ppr,sur_en,chère,,surenchère,target,p,0.0,1,u,é,sérenchère,2,10
chiquejaude,chiquejaude,r,,chiquenaude,,chiquenaude,control,r,,6,n,j,chiquejaude,2,11
confetti,confetti,r,,confetti,,confetti,control,r,,3,f,d,condetti,0,8
neutralité,neutralité,rss,,neutr,al_ité,neutralité,target,s,0.0,1,l,j,neutrajité,0,10
créativite,créativite,rsss,,cré,at_iv_ité,créativité,target,s,2.0,2,é,e,créativite,2,10
caricatune,caricatune,r,,caricature,,caricature,control,r,,8,r,n,caricatune,2,10
veltilation,veltilation,rsss,,vent,il_at_ion,ventilation,target,r,,2,n,l,veltilation,2,11
gouairle,gouaille,r,,gouaille,,gouaille,control,r,,5,l,r,gouairle,3,8
grenade,grenada,r,,grenade,,grenade,control,r,,6,e,a,grenada,1,7
ranigance,manigance,r,,manigance,,manigance,control,r,,0,m,r,ranigance,3,9
cathédrale,cadhédrale,r,,cathédrale,,cathédrale,control,r,,2,t,d,cadhédrale,1,10
infinie,infinie,prs,in,fin,ie,infinie,target,s,0.0,1,e,i,infinii,0,7
ensuite,ensuite,pr,en,suite,,ensuite,target,p,0.0,1,n,l,elsuite,0,7
iljustice,injustice,prs_long,in,just,ice,injustice,target,p,0.0,1,n,l,iljustice,3,9
dévotiin,dévotion,prs,dé,vot,ion,dévotion,target,s,0.0,1,o,i,dévotiin,3,8
reaction,réaction,prs,ré,act,ion,réaction,target,p,0.0,1,é,e,reaction,3,8
holocauste,holocauste,r,,holocauste,,holocauste,control,r,,2,l,n,honocauste,0,10
redéfaire,redéfaire,ppr,re_dé,faire,,redéfaire,target,r,,2,i,e,redéfaere,0,9
carrosse,carroste,r,,carrosse,,carrosse,control,r,,6,s,t,carroste,1,8
inefficace,enefficace,pr_long,in,efficace,,inefficace,target,p,0.0,0,i,e,enefficace,1,10
sentiment,sentirent,rs_long,,senti,ment,sentiment,target,s,0.0,0,m,r,sentirent,1,9
escarmouche,escarmouchu,r,,escarmouche,,escarmouche,control,r,,10,e,u,escarmouchu,1,11
plaxide,placide,r,,placide,,placide,control,r,,3,c,x,plaxide,3,7
caoutchouc,caoutchouc,r,,caoutchouc,,caoutchouc,control,r,,8,u,o,caoutchooc,0,10
irrétulier,irrétulier,prs_long,ir,régul,ier,irrégulier,target,r,,2,g,t,irrétulier,2,10
immortanité,immortalité,prss,im,mort,al_ité,immortalité,target,s,0.0,1,l,n,immortanité,3,11
différent,différent,rs_long,,différ,ent,différent,target,s,0.0,1,n,l,différelt,0,9
formalité,formalitu,rss,,form,al_ité,formalité,target,s,1.0,2,é,u,formalitu,1,9
déshonneur,dashonneur,pr_long,dés,honneur,,déshonneur,target,p,0.0,1,é,a,dashonneur,1,10
poursuit,poursuit,pr,pour,suit,,poursuit,target,r,,3,t,s,poursuis,0,8
rossegnol,rossegnol,r,,rossignol,,rossignol,control,r,,4,i,e,rossegnol,2,9
boussole,biussole,r,,boussole,,boussole,control,r,,1,o,i,biussole,1,8
harmonica,harmonica,r,,harmonica,,harmonica,control,r,,4,o,e,harmenica,0,9
drairie,drairie,r,,prairie,,prairie,control,r,,0,p,d,drairie,2,7
atocalypse,atocalypse,r,,apocalypse,,apocalypse,control,r,,1,p,t,atocalypse,2,10
cipharnaüm,cipharnaüm,r,,capharnaüm,,capharnaüm,control,r,,1,a,i,cipharnaüm,2,10
gingembre,gingembre,r,,gingembre,,gingembre,control,r,,4,e,u,gingumbre,0,9
eudalyptus,eudalyptus,r,,eucalyptus,,eucalyptus,control,r,,2,c,d,eudalyptus,2,10
inévitable,inévitable,prs_long,in,évit,able,inévitable,target,p,0.0,1,n,m,imévitable,0,10
ingéniosité,ilgéniosité,prss,in,gén,ios_ité,ingéniosité,target,p,0.0,1,n,l,ilgéniosité,1,11
insonorité,insonorité,prss,in,son,or_ité,insonorité,target,r,,2,n,l,insolorité,0,10
imprévu,imprévu,ppr,im_pré,vu,,imprévu,target,r,,1,u,a,impréva,0,7
