first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
pourliche,pourliche,r,,pourliche,,pourliche,control,r,,1,o,e,peurliche,0,9
inrustice,injustice,prs_long,in,just,ice,injustice,target,r,,0,j,r,inrustice,3,9
eucalyptus,eusalyptus,r,,eucalyptus,,eucalyptus,control,r,,2,c,s,eusalyptus,1,10
sogialisme,socialisme,rss,,soci,al_isme,socialisme,target,r,,2,c,g,sogialisme,3,10
aisselle,aisselle,r,,aisselle,,aisselle,control,r,,1,i,a,aasselle,0,8
astpme,asthme,r,,asthme,,asthme,control,r,,3,h,p,astpme,3,6
empossible,empossible,pr_long,im,possible,,impossible,target,p,0.0,0,i,e,empossible,2,10
dinosaure,dinosuure,r,,dinosaure,,dinosaure,control,r,,5,a,u,dinosuure,1,9
piléle,piléle,r,,pilule,,pilule,control,r,,3,u,é,piléle,2,6
servico,service,rs,,serv,ice,service,target,s,0.0,2,e,o,servico,3,7
cacahuète,cacahuète,r,,cacahuète,,cacahuète,control,r,,2,c,b,cabahuète,0,9
hiurarchie,hiurarchie,r,,hiérarchie,,hiérarchie,control,r,,2,é,u,hiurarchie,2,10
imévitable,inévitable,prs_long,in,évit,able,inévitable,target,p,0.0,1,n,m,imévitable,3,10
diaphragme,diathragme,r,,diaphragme,,diaphragme,control,r,,3,p,t,diathragme,1,10
incrédulité,incrédurité,prss,in,créd,ul_ité,incrédulité,target,s,0.0,1,l,r,incrédurité,1,11
créetivité,créetivité,rsss,,cré,at_iv_ité,créativité,target,s,0.0,0,a,e,créetivité,2,10
champogne,champagne,r,,champagne,,champagne,control,r,,5,a,o,champogne,3,9
puritanigme,puritanisme,rsss,,pur,it_an_isme,puritanisme,target,s,2.0,1,s,g,puritanigme,3,11
chiqueniude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,7,a,i,chiqueniude,3,11
greneuille,greneuille,r,,grenouille,,grenouille,control,r,,4,o,e,greneuille,2,10
caràcature,caràcature,r,,caricature,,caricature,control,r,,3,i,à,caràcature,2,10
sourbillon,sourbillon,r,,tourbillon,,tourbillon,control,r,,0,t,s,sourbillon,2,10
sicurité,sicurité,rs,,sécur,ité,sécurité,target,r,,1,é,i,sicurité,2,8
surenchère,surenchère,ppr,sur_en,chère,,surenchère,target,p,0.0,2,r,n,sunenchère,0,10
meliure,reliure,prs,re,li,ure,reliure,target,p,0.0,0,r,m,meliure,3,7
conbillard,conbillard,r,,corbillard,,corbillard,control,r,,2,r,n,conbillard,2,10
graffiti,grafsiti,r,,graffiti,,graffiti,control,r,,4,f,s,grafsiti,1,8
amitié,amitié,rs,,ami,tié,amitié,target,s,0.0,0,t,b,amibié,0,6
nenégat,renégat,prs,re,nég,at,renégat,target,p,0.0,0,r,n,nenégat,3,7
dégoût,dégoût,pr,dé,goût,,dégoût,target,p,0.0,0,d,g,gégoût,0,6
