first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
couffin,couffin,r,,couffin,,couffin,control,r,,4,f,t,couftin,0,7
zénish,zénith,r,,zénith,,zénith,control,r,,4,t,s,zénish,3,6
redéfaire,redéfaire,ppr,re_dé,faire,,redéfaire,target,p,1.0,1,é,a,redafaire,0,9
électrique,électritue,rs_long,,électr,ique,électrique,target,s,0.0,1,q,t,électritue,1,10
redecouvre,redecouvra,ppr,re_de,couvre,,redecouvre,target,r,,5,e,a,redecouvra,1,10
holocauste,holocauste,r,,holocauste,,holocauste,control,r,,5,a,e,holoceuste,0,10
assereur,assereur,prs,as,sur,eur,assureur,target,r,,1,u,e,assereur,2,8
aiguille,aeguille,r,,aiguille,,aiguille,control,r,,1,i,e,aeguille,1,8
invisoble,invisible,prs_long,in,vis,ible,invisible,target,s,0.0,0,i,o,invisoble,3,9
créativité,créativité,rsss,,cré,at_iv_ité,créativité,target,r,,2,é,a,craativité,0,10
piritanisme,piritanisme,rsss,,pur,it_an_isme,puritanisme,target,r,,1,u,i,piritanisme,2,11
prévoer,prévoer,pr,pré,voir,,prévoir,target,r,,2,i,e,prévoer,2,7
ingéniositi,ingéniosité,prss,in,gén,ios_ité,ingéniosité,target,s,1.0,2,é,i,ingéniositi,3,11
hiérarchee,hiérarchee,r,,hiérarchie,,hiérarchie,control,r,,8,i,e,hiérarchee,2,10
cotillor,cotillor,r,,cotillon,,cotillon,control,r,,7,n,r,cotillor,2,8
ctapitre,ctapitre,r,,chapitre,,chapitre,control,r,,1,h,t,ctapitre,2,8
enivrant,enivrant,prs,en,ivr,ant,enivrant,target,p,0.0,0,e,u,univrant,0,8
activement,adtivement,rss,,act,ive_ment,activement,target,r,,1,c,d,adtivement,1,10
apocalypse,asocalypse,r,,apocalypse,,apocalypse,control,r,,1,p,s,asocalypse,1,10
plart,plart,r,,plant,,plant,control,r,,3,n,r,plart,2,5
irsonorité,irsonorité,prss,in,son,or_ité,insonorité,target,p,0.0,1,n,r,irsonorité,2,10
abratadabra,abracadabra,r,,abracadabra,,abracadabra,control,r,,4,c,t,abratadabra,3,11
gengembre,gingembre,r,,gingembre,,gingembre,control,r,,1,i,e,gengembre,3,9
impulsivité,impulsivité,prss,im,puls,iv_ité,impulsivité,target,s,0.0,0,i,e,impulsevité,0,11
zigzag,zipzag,r,,zigzag,,zigzag,control,r,,2,g,p,zipzag,1,6
seulement,seulemelt,rs_long,,seule,ment,seulement,target,s,0.0,2,n,l,seulemelt,1,9
grenouille,grerouille,r,,grenouille,,grenouille,control,r,,3,n,r,grerouille,1,10
imprétu,imprévu,ppr,im_pré,vu,,imprévu,target,r,,0,v,t,imprétu,3,7
tonseil,conseil,r,,conseil,,conseil,control,r,,0,c,t,tonseil,3,7
couverte,couvemte,r,,couverte,,couverte,control,r,,5,r,m,couvemte,1,8
personle,personle,r,,personne,,personne,control,r,,6,n,l,personle,2,8
surcharge,surcharge,pr_long,sur,charge,,surcharge,target,r,,0,c,s,sursharge,0,9
