first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
goudran,goudron,r,,goudron,,goudron,control,r,,5,o,a,goudran,3,7
caoutchouc,caoutchouc,r,,caoutchouc,,caoutchouc,control,r,,0,c,p,paoutchouc,0,10
créetivité,créativité,rsss,,cré,at_iv_ité,créativité,target,s,0.0,0,a,e,créetivité,3,10
lieutenant,lieusenant,r,,lieutenant,,lieutenant,control,r,,4,t,s,lieusenant,1,10
réalisaveur,réalisateur,rsss,,réal,is_at_eur,réalisateur,target,s,1.0,1,t,v,réalisaveur,3,11
cécision,cécision,rs,,décis,ion,décision,target,r,,0,d,c,cécision,2,8
concombre,voncombre,r,,concombre,,concombre,control,r,,0,c,v,voncombre,1,9
pichet,pichet,r,,pichet,,pichet,control,r,,3,h,s,picset,0,6
biurrin,bourrin,r,,bourrin,,bourrin,control,r,,1,o,i,biurrin,3,7
capharnaüm,caphernaüm,r,,capharnaüm,,capharnaüm,control,r,,4,a,e,caphernaüm,1,10
macraque,macraque,r,,matraque,,matraque,control,r,,2,t,c,macraque,2,8
personnage,personnage,rs_long,,personn,age,personnage,target,s,0.0,1,g,b,personnabe,0,10
immertel,immortel,prs,im,mort,el,immortel,target,r,,1,o,e,immertel,3,8
chiquenaude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,1,h,b,cbiquenaude,0,11
revoilà,revoilà,pr,re,voilà,,revoilà,target,r,,1,o,u,revuilà,0,7
inoffensiv,inoffensiv,prs_long,in,offens,if,inoffensif,target,s,0.0,1,f,v,inoffensiv,2,10
entrerambe,entrerambe,pr_long,entre,jambe,,entrejambe,target,r,,0,j,r,entrerambe,2,10
pnénom,prénom,pr,pré,nom,,prénom,target,p,0.0,1,r,n,pnénom,3,6
zigzag,zigzag,r,,zigzag,,zigzag,control,r,,1,i,u,zugzag,0,6
insonorité,insonarité,prss,in,son,or_ité,insonorité,target,s,0.0,0,o,a,insonarité,1,10
inefficace,inufficace,pr_long,in,efficace,,inefficace,target,r,,0,e,u,inufficace,1,10
abracadubra,abracadabra,r,,abracadabra,,abracadabra,control,r,,7,a,u,abracadubra,3,11
impultivité,impultivité,prss,im,puls,iv_ité,impulsivité,target,r,,3,s,t,impultivité,2,11
refaire,refaire,pr,re,faire,,refaire,target,p,0.0,0,r,j,jefaire,0,7
courtes,courtes,r,,courbes,,courbes,control,r,,4,b,t,courtes,2,7
sensualité,sensuamité,rss,,sensu,al_ité,sensualité,target,s,0.0,1,l,m,sensuamité,1,10
hécompose,décompose,pr_long,dé,compose,,décompose,target,p,0.0,0,d,h,hécompose,3,9
cathédrame,cathédrame,r,,cathédrale,,cathédrale,control,r,,8,l,m,cathédrame,2,10
réalisation,réalisasion,rsss,,réal,is_at_ion,réalisation,target,s,1.0,1,t,s,réalisasion,1,11
surenchère,surenctère,ppr,sur_en,chère,,surenchère,target,r,,1,h,t,surenctère,1,10
griffon,griffan,r,,griffon,,griffon,control,r,,5,o,a,griffan,1,7
chamblanle,chamblanle,r,,chambranle,,chambranle,control,r,,5,r,l,chamblanle,2,10
catastrophe,catastrophe,r,,catastrophe,,catastrophe,control,r,,0,c,d,datastrophe,0,11
assuranpe,assurance,prs_long,as,sur,ance,assurance,target,s,0.0,2,c,p,assuranpe,3,9
hiérarchie,hiérarchia,r,,hiérarchie,,hiérarchie,control,r,,9,e,a,hiérarchia,1,10
redecouvre,rececouvre,ppr,re_de,couvre,,redecouvre,target,p,1.0,0,d,c,rececouvre,1,10
pouliche,pouniche,r,,pouliche,,pouliche,control,r,,3,l,n,pouniche,1,8
ilprévu,imprévu,ppr,im_pré,vu,,imprévu,target,p,0.0,1,m,l,ilprévu,3,7
praorie,prairie,r,,prairie,,prairie,control,r,,3,i,o,praorie,3,7
capquccino,capquccino,r,,cappuccino,,cappuccino,control,r,,3,p,q,capquccino,2,10
sataracte,cataracte,r,,cataracte,,cataracte,control,r,,0,c,s,sataracte,3,9
hurlicane,hurricane,r,,hurricane,,hurricane,control,r,,3,r,l,hurlicane,3,9
incrédulité,incrédulité,prss,in,créd,ul_ité,incrédulité,target,s,1.0,0,i,e,incréduleté,0,11
rocaille,racaille,r,,racaille,,racaille,control,r,,1,a,o,rocaille,3,8
infinie,irfinie,prs,in,fin,ie,infinie,target,p,0.0,1,n,r,irfinie,1,7
esparmouche,escarmouche,r,,escarmouche,,escarmouche,control,r,,2,c,p,esparmouche,3,11
véhicule,véhicule,r,,véhicule,,véhicule,control,r,,6,l,n,véhicune,0,8
qonorité,qonorité,rss,,son,or_ité,sonorité,target,r,,0,s,q,qonorité,2,8
champignon,champignoj,r,,champignon,,champignon,control,r,,9,n,j,champignoj,1,10
françaas,français,rs,,franç,ais,français,target,s,0.0,1,i,a,françaas,3,8
renégat,lenégat,prs,re,nég,at,renégat,target,p,0.0,0,r,l,lenégat,1,7
tourbillon,tourbilmon,r,,tourbillon,,tourbillon,control,r,,7,l,m,tourbilmon,1,10
acsion,acsion,rs,,act,ion,action,target,r,,2,t,s,acsion,2,6
dangereuve,dangereuse,rs_long,,danger,euse,dangereuse,target,s,0.0,2,s,v,dangereuve,3,10
couvercle,couvercla,r,,couvercle,,couvercle,control,r,,8,e,a,couvercla,1,9
coquelushe,coqueluche,r,,coqueluche,,coqueluche,control,r,,7,c,s,coquelushe,3,10
désention,désention,prs_long,dé,tent,ion,détention,target,r,,0,t,s,désention,2,9
forralité,forralité,rss,,form,al_ité,formalité,target,r,,3,m,r,forralité,2,9
pantorime,pantomime,r,,pantomime,,pantomime,control,r,,5,m,r,pantorime,3,9
personnel,personnel,rs_long,,personn,el,personnel,target,s,0.0,0,e,i,personnil,0,9
