first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
catastrophe,catastrophe,r,,catastrophe,,catastrophe,control,r,,4,s,z,cataztrophe,0,11
ingéniosite,ingéniosite,prss,in,gén,ios_ité,ingéniosité,target,s,1.0,2,é,e,ingéniosite,2,11
inconmu,inconnu,pr,in,connu,,inconnu,target,r,,3,n,m,inconmu,3,7
gramne,gramne,r,,gramme,,gramme,control,r,,4,m,n,gramne,2,6
dangereuse,dangereude,rs_long,,danger,euse,dangereuse,target,s,0.0,2,s,d,dangereude,1,10
marmette,marmette,r,,marmotte,,marmotte,control,r,,4,o,e,marmette,2,8
finalité,finalaté,rss,,fin,al_ité,finalité,target,s,1.0,0,i,a,finalaté,1,8
sortie,sortie,rs,,sort,ie,sortie,target,r,,2,r,l,soltie,0,6
escarmoucse,escarmouche,r,,escarmouche,,escarmouche,control,r,,9,h,s,escarmoucse,3,11
piédestal,piédestal,r,,piédestal,,piédestal,control,r,,0,p,s,siédestal,0,9
cacahuète,cecahuète,r,,cacahuète,,cacahuète,control,r,,1,a,e,cecahuète,1,9
bourdon,beurdon,r,,bourdon,,bourdon,control,r,,1,o,e,beurdon,1,7
valse,valse,r,,valse,,valse,control,r,,1,a,u,vulse,0,5
abracadabri,abracadabra,r,,abracadabra,,abracadabra,control,r,,10,a,i,abracadabri,3,11
contraire,cuntraire,rs_long,,contr,aire,contraire,target,r,,1,o,u,cuntraire,1,9
acquiesça,icquiesça,r,,acquiesça,,acquiesça,control,r,,0,a,i,icquiesça,1,9
dérision,dérision,prs,dé,ris,ion,dérision,target,s,0.0,2,n,r,dérisior,0,8
trenat,trenat,r,,grenat,,grenat,control,r,,0,g,t,trenat,2,6
clandestin,clandehtin,r,,clandestin,,clandestin,control,r,,6,s,h,clandehtin,1,10
redétaire,redéfaire,ppr,re_dé,faire,,redéfaire,target,r,,0,f,t,redétaire,3,9
pazzeria,pazzeria,r,,pizzeria,,pizzeria,control,r,,1,i,a,pazzeria,2,8
atteinte,etteinte,r,,atteinte,,atteinte,control,r,,0,a,e,etteinte,1,8
transporte,transporse,pr_long,trans,porte,,transporte,target,r,,3,t,s,transporse,1,10
enfim,enfin,pr,en,fin,,enfin,target,r,,2,n,m,enfim,3,5
taptivité,taptivité,rss,,capt,iv_ité,captivité,target,r,,0,c,t,taptivité,2,9
irmortel,irmortel,prs,im,mort,el,immortel,target,p,0.0,1,m,r,irmortel,2,8
injusticé,injustice,prs_long,in,just,ice,injustice,target,s,0.0,2,e,é,injusticé,3,9
humricane,humricane,r,,hurricane,,hurricane,control,r,,2,r,m,humricane,2,9
créatuvité,créativité,rsss,,cré,at_iv_ité,créativité,target,s,1.0,0,i,u,créatuvité,3,10
activation,activation,rsss,,act,iv_at_ion,activation,target,s,1.0,1,t,s,activasion,0,10
pacotilla,pacotilla,r,,pacotille,,pacotille,control,r,,8,e,a,pacotilla,2,9
graffiti,graffiti,r,,graffiti,,graffiti,control,r,,3,f,d,gradfiti,0,8
murmure,murmure,r,,murmure,,murmure,control,r,,3,m,n,murnure,0,7
absinthe,absinthe,r,,absinthe,,absinthe,control,r,,4,n,m,absimthe,0,8
surpasse,sarpasse,pr,sur,passe,,surpasse,target,p,0.0,1,u,a,sarpasse,1,8
emmerdeur,elmerdeur,prs_long,em,merd,eur,emmerdeur,target,p,0.0,1,m,l,elmerdeur,1,9
étrangej,étranger,rs,,étrang,er,étranger,target,s,0.0,1,r,j,étrangej,3,8
enivrant,onivrant,prs,en,ivr,ant,enivrant,target,p,0.0,0,e,o,onivrant,1,8
ambessade,ambassade,r,,ambassade,,ambassade,control,r,,3,a,e,ambessade,3,9
