first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
pheraon,pheraon,r,,pharaon,,pharaon,control,r,,2,a,e,pheraon,2,7
imprudent,imprudens,prs_long,im,prud,ent,imprudent,target,s,0.0,2,t,s,imprudens,1,9
rhinocérot,rhinocérot,r,,rhinocéros,,rhinocéros,control,r,,9,s,t,rhinocérot,2,10
poisson,poitson,r,,poisson,,poisson,control,r,,3,s,t,poitson,1,7
transporte,tmansporte,pr_long,trans,porte,,transporte,target,p,0.0,1,r,m,tmansporte,1,10
terrail,terrain,rs,,terr,ain,terrain,target,s,0.0,2,n,l,terrail,3,7
créativité,créasivité,rsss,,cré,at_iv_ité,créativité,target,s,0.0,1,t,s,créasivité,1,10
amargame,amargame,r,,amalgame,,amalgame,control,r,,3,l,r,amargame,2,8
troisièmu,troisièmu,rs_long,,trois,ième,troisième,target,s,0.0,3,e,u,troisièmu,2,9
carecature,carecature,r,,caricature,,caricature,control,r,,3,i,e,carecature,2,10
niutralité,neutralité,rss,,neutr,al_ité,neutralité,target,r,,1,e,i,niutralité,3,10
décompose,décompose,pr_long,dé,compose,,décompose,target,r,,5,s,t,décompote,0,9
impulsevité,impulsevité,prss,im,puls,iv_ité,impulsivité,target,s,0.0,0,i,e,impulsevité,2,11
moustache,moustache,r,,moustache,,moustache,control,r,,7,h,t,moustacte,0,9
édranger,édranger,rs,,étrang,er,étranger,target,r,,1,t,d,édranger,2,8
guenille,guenille,r,,guenille,,guenille,control,r,,6,l,n,guenilne,0,8
activation,activapion,rsss,,act,iv_at_ion,activation,target,s,1.0,1,t,p,activapion,1,10
tonalifé,tonalité,rss,,ton,al_ité,tonalité,target,s,1.0,1,t,f,tonalifé,3,8
champugnon,champugnon,r,,champignon,,champignon,control,r,,5,i,u,champugnon,2,10
ridecouvre,ridecouvre,ppr,re_de,couvre,,redecouvre,target,p,0.0,1,e,i,ridecouvre,2,10
escarmouche,escarlouche,r,,escarmouche,,escarmouche,control,r,,5,m,l,escarlouche,1,11
heume,heume,r,,heure,,heure,control,r,,3,r,m,heume,2,5
dévlaire,déplaire,pr,dé,plaire,,déplaire,target,r,,0,p,v,dévlaire,3,8
pochetron,pochetron,r,,pochetron,,pochetron,control,r,,3,h,p,pocpetron,0,9
finel,finel,rs,,fin,al,final,target,s,0.0,0,a,e,finel,2,5
chalbranle,chalbranle,r,,chambranle,,chambranle,control,r,,3,m,l,chalbranle,2,10
lieotenant,lieutenant,r,,lieutenant,,lieutenant,control,r,,3,u,o,lieotenant,3,10
inoffensif,inoffensif,prs_long,in,offens,if,inoffensif,target,s,0.0,1,f,p,inoffensip,0,10
redéfaire,redéfaire,ppr,re_dé,faire,,redéfaire,target,r,,4,e,i,redéfairi,0,9
provhèse,prothèse,r,,prothèse,,prothèse,control,r,,3,t,v,provhèse,3,8
revue,revue,pr,re,vue,,revue,target,p,0.0,1,e,i,rivue,0,5
protocole,protosole,r,,protocole,,protocole,control,r,,5,c,s,protosole,1,9
impulsof,impulsof,prs,im,puls,if,impulsif,target,s,0.0,0,i,o,impulsof,2,8
poussièré,poussièré,r,,poussière,,poussière,control,r,,8,e,é,poussièré,2,9
camelbert,camelbert,r,,camembert,,camembert,control,r,,4,m,l,camelbert,2,9
ligue,ligue,r,,ligue,,ligue,control,r,,1,i,e,legue,0,5
pnophète,pnophète,r,,prophète,,prophète,control,r,,1,r,n,pnophète,2,8
incorrect,inporrect,pr_long,in,correct,,incorrect,target,r,,0,c,p,inporrect,1,9
bachelaer,bachelier,r,,bachelier,,bachelier,control,r,,6,i,a,bachelaer,3,9
choucroute,choucroute,r,,choucroute,,choucroute,control,r,,3,u,i,choicroute,0,10
