first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
giérillero,giérillero,r,,guérillero,,guérillero,control,r,,1,u,i,giérillero,2,10
rhinocéros,rtinocéros,r,,rhinocéros,,rhinocéros,control,r,,1,h,t,rtinocéros,1,10
camicature,camicature,r,,caricature,,caricature,control,r,,2,r,m,camicature,2,10
incrédunité,incrédunité,prss,in,créd,ul_ité,incrédulité,target,s,0.0,1,l,n,incrédunité,2,11
boussole,boustole,r,,boussole,,boussole,control,r,,4,s,t,boustole,1,8
irpur,irpur,pr,im,pur,,impur,target,p,0.0,1,m,r,irpur,2,5
seulement,seulement,rs_long,,seule,ment,seulement,target,r,,2,u,e,seelement,0,9
imprévu,imprévu,ppr,im_pré,vu,,imprévu,target,p,1.0,2,é,e,imprevu,0,7
soirée,soirée,rs,,soir,ée,soirée,target,s,0.0,1,e,u,soiréu,0,6
gringue,pringue,r,,gringue,,gringue,control,r,,0,g,p,pringue,1,7
goilleret,guilleret,r,,guilleret,,guilleret,control,r,,1,u,o,goilleret,3,9
assureer,assureur,prs,as,sur,eur,assureur,target,s,0.0,1,u,e,assureer,3,8
ingéniosité,ingéniosèté,prss,in,gén,ios_ité,ingéniosité,target,s,1.0,0,i,è,ingéniosèté,1,11
atteinte,atteinte,r,,atteinte,,atteinte,control,r,,1,t,h,ahteinte,0,8
enveloppe,enveloppe,r,,enveloppe,,enveloppe,control,r,,3,e,u,envuloppe,0,9
persenne,persenne,r,,personne,,personne,control,r,,4,o,e,persenne,2,8
dévotian,dévotian,prs,dé,vot,ion,dévotion,target,s,0.0,1,o,a,dévotian,2,8
escarmauche,escarmouche,r,,escarmouche,,escarmouche,control,r,,6,o,a,escarmauche,3,11
éganisateur,éganisateur,rsss,,égal,is_at_eur,égalisateur,target,r,,3,l,n,éganisateur,2,11
cortex,contex,r,,cortex,,cortex,control,r,,2,r,n,contex,1,6
