first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
confetti,confevti,r,,confetti,,confetti,control,r,,5,t,v,confevti,1,8
siaphragme,siaphragme,r,,diaphragme,,diaphragme,control,r,,0,d,s,siaphragme,2,10
dérange,dérange,pr,dé,range,,dérange,target,r,,3,g,d,dérande,0,7
personnagé,personnage,rs_long,,personn,age,personnage,target,s,0.0,2,e,é,personnagé,3,10
phamange,phamange,r,,phalange,,phalange,control,r,,3,l,m,phamange,2,8
voiture,voiture,r,,voiture,,voiture,control,r,,2,i,é,voéture,0,7
immeuble,inmeuble,r,,immeuble,,immeuble,control,r,,1,m,n,inmeuble,1,8
sorcie,sortie,rs,,sort,ie,sortie,target,r,,3,t,c,sorcie,3,6
déplaire,déplaure,pr,dé,plaire,,déplaire,target,r,,3,i,u,déplaure,1,8
camembert,camemberb,r,,camembert,,camembert,control,r,,8,t,b,camemberb,1,9
reactuur,reacteur,prs,re,act,eur,reacteur,target,s,0.0,0,e,u,reactuur,3,8
mourriture,nourriture,rs_long,,nourrit,ure,nourriture,target,r,,0,n,m,mourriture,3,10
yaeurt,yaeurt,r,,yaourt,,yaourt,control,r,,2,o,e,yaeurt,2,6
interphone,interphone,pr_long,inter,phone,,interphone,target,r,,3,n,l,interphole,0,10
tonaligé,tonalité,rss,,ton,al_ité,tonalité,target,s,1.0,1,t,g,tonaligé,3,8
utilisasion,utilisation,rsss,,util,is_at_ion,utilisation,target,s,1.0,1,t,s,utilisasion,3,11
catastropha,catastropha,r,,catastrophe,,catastrophe,control,r,,10,e,a,catastropha,2,11
irréel,irreel,pr,ir,réel,,irréel,target,r,,1,é,e,irreel,1,6
redufaire,redéfaire,ppr,re_dé,faire,,redéfaire,target,p,1.0,1,é,u,redufaire,3,9
impredent,impredent,prs_long,im,prud,ent,imprudent,target,r,,2,u,e,impredent,2,9
