first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
chiquenaude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,4,u,o,chiqoenaude,0,11
guérilleru,guérilleru,r,,guérillero,,guérillero,control,r,,9,o,u,guérilleru,2,10
prisonnier,srisonnier,rs_long,,prisonn,ier,prisonnier,target,r,,0,p,s,srisonnier,1,10
labyrinthe,labyrinthe,r,,labyrinthe,,labyrinthe,control,r,,0,l,n,nabyrinthe,0,10
activation,attivation,rsss,,act,iv_at_ion,activation,target,r,,1,c,t,attivation,1,10
imprévu,impmévu,ppr,im_pré,vu,,imprévu,target,p,1.0,1,r,m,impmévu,1,7
thoucroute,thoucroute,r,,choucroute,,choucroute,control,r,,0,c,t,thoucroute,2,10
holocauste,hulocauste,r,,holocauste,,holocauste,control,r,,1,o,u,hulocauste,1,10
caautchouc,caoutchouc,r,,caoutchouc,,caoutchouc,control,r,,2,o,a,caautchouc,3,10
nativité,nativité,rss,,nat,iv_ité,nativité,target,s,1.0,1,t,s,nativisé,0,8
enefficace,inefficace,pr_long,in,efficace,,inefficace,target,p,0.0,0,i,e,enefficace,3,10
dostal,dostal,rs,,post,al,postal,target,r,,0,p,d,dostal,2,6
cellopcane,cellopcane,r,,cellophane,,cellophane,control,r,,6,h,c,cellopcane,2,10
couvercle,souvercle,r,,couvercle,,couvercle,control,r,,0,c,s,souvercle,1,9
rôaction,réaction,prs,ré,act,ion,réaction,target,p,0.0,1,é,ô,rôaction,3,8
pesalteur,pesalteur,rss,,pes,ant_eur,pesanteur,target,s,0.0,1,n,l,pesalteur,2,9
seaucoup,seaucoup,r,,beaucoup,,beaucoup,control,r,,0,b,s,seaucoup,2,8
escogriffe,escobriffe,r,,escogriffe,,escogriffe,control,r,,4,g,b,escobriffe,1,10
décisiol,décision,rs,,décis,ion,décision,target,s,0.0,2,n,l,décisiol,3,8
cathédrale,cathédrale,r,,cathédrale,,cathédrale,control,r,,0,c,t,tathédrale,0,10
immortalité,immortalité,prss,im,mort,al_ité,immortalité,target,s,1.0,0,i,e,immortaleté,0,11
gaurmand,gaurmand,r,,gourmand,,gourmand,control,r,,1,o,a,gaurmand,2,8
abrecadabra,abracadabra,r,,abracadabra,,abracadabra,control,r,,3,a,e,abrecadabra,3,11
surenchère,surenchère,ppr,sur_en,chère,,surenchère,target,p,0.0,2,r,l,sulenchère,0,10
pinard,pinerd,r,,pinard,,pinard,control,r,,3,a,e,pinerd,1,6
ingéniosité,ingéniosité,prss,in,gén,ios_ité,ingéniosité,target,p,0.0,1,n,j,ijgéniosité,0,11
chambyanle,chambyanle,r,,chambranle,,chambranle,control,r,,5,r,y,chambyanle,2,10
impunité,impunite,prs,im,pun,ité,impunité,target,s,0.0,2,é,e,impunite,1,8
ônsonorité,insonorité,prss,in,son,or_ité,insonorité,target,p,0.0,0,i,ô,ônsonorité,3,10
goudron,guudron,r,,goudron,,goudron,control,r,,1,o,u,guudron,1,7
enluvement,enlèvement,prs_long,en,lève,ment,enlèvement,target,r,,1,è,u,enluvement,3,10
inevitable,inevitable,prs_long,in,évit,able,inévitable,target,r,,0,é,e,inevitable,2,10
entrejambe,entrejambe,pr_long,entre,jambe,,entrejambe,target,r,,0,j,r,entrerambe,0,10
réalipation,réalipation,rsss,,réal,is_at_ion,réalisation,target,s,0.0,1,s,p,réalipation,2,11
accessoire,accessuire,r,,accessoire,,accessoire,control,r,,6,o,u,accessuire,1,10
escarmouche,escarmouche,r,,escarmouche,,escarmouche,control,r,,2,c,s,essarmouche,0,11
séquestre,saquestre,r,,séquestre,,séquestre,control,r,,1,é,a,saquestre,1,9
poubelle,poébelle,r,,poubelle,,poubelle,control,r,,2,u,é,poébelle,1,8
pachet,pachet,r,,pichet,,pichet,control,r,,1,i,a,pachet,2,6
cotillon,cotillen,r,,cotillon,,cotillon,control,r,,6,o,e,cotillen,1,8
