first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
impulsiviqé,impulsivité,prss,im,puls,iv_ité,impulsivité,target,s,1.0,1,t,q,impulsiviqé,3,11
créativité,tréativité,rsss,,cré,at_iv_ité,créativité,target,r,,0,c,t,tréativité,1,10
grenouelle,grenouille,r,,grenouille,,grenouille,control,r,,6,i,e,grenouelle,3,10
prouepse,prouepse,r,,prouesse,,prouesse,control,r,,5,s,p,prouepse,2,8
prophète,prodhète,r,,prophète,,prophète,control,r,,3,p,d,prodhète,1,8
escarlouche,escarlouche,r,,escarmouche,,escarmouche,control,r,,5,m,l,escarlouche,2,11
emmerdeer,emmerdeer,prs_long,em,merd,eur,emmerdeur,target,s,0.0,1,u,e,emmerdeer,2,9
daplomate,diplomate,r,,diplomate,,diplomate,control,r,,1,i,a,daplomate,3,9
liiutenant,liiutenant,r,,lieutenant,,lieutenant,control,r,,2,e,i,liiutenant,2,10
réaction,réaction,prs,ré,act,ion,réaction,target,s,0.0,0,i,é,réactéon,0,8
concombre,concombra,r,,concombre,,concombre,control,r,,8,e,a,concombra,1,9
émotionlel,émotionlel,rss,,émot,ion_nel,émotionnel,target,s,1.0,0,n,l,émotionlel,2,10
désaccord,désacford,pr_long,dés,accord,,désaccord,target,r,,2,c,f,désacford,1,9
onsonorité,onsonorité,prss,in,son,or_ité,insonorité,target,p,0.0,0,i,o,onsonorité,2,10
tourxillon,tourxillon,r,,tourbillon,,tourbillon,control,r,,4,b,x,tourxillon,2,10
indigne,indigne,pr,in,digne,,indigne,target,p,0.0,0,i,a,andigne,0,7
cellophanà,cellophanà,r,,cellophane,,cellophane,control,r,,9,e,à,cellophanà,2,10
traitiment,traitement,rs_long,,traite,ment,traitement,target,r,,5,e,i,traitiment,3,10
immortalité,irmortalité,prss,im,mort,al_ité,immortalité,target,p,0.0,1,m,r,irmortalité,1,11
utilisation,utilisation,rsss,,util,is_at_ion,utilisation,target,s,0.0,0,i,e,utilesation,0,11
caoutchouc,saoutchouc,r,,caoutchouc,,caoutchouc,control,r,,0,c,s,saoutchouc,1,10
courbes,courbet,r,,courbes,,courbes,control,r,,6,s,t,courbet,1,7
hurricene,hurricene,r,,hurricane,,hurricane,control,r,,6,a,e,hurricene,2,9
redecouvre,redecouvre,ppr,re_de,couvre,,redecouvre,target,r,,4,r,l,redecouvle,0,10
holociuste,holocauste,r,,holocauste,,holocauste,control,r,,5,a,i,holociuste,3,10
chimpanzé,chimpanzé,r,,chimpanzé,,chimpanzé,control,r,,5,a,i,chimpinzé,0,9
recouverte,recouterte,pr_long,re,couverte,,recouverte,target,r,,3,v,t,recouterte,1,10
yaourt,yaourt,r,,yaourt,,yaourt,control,r,,4,r,l,yaoult,0,6
totalemént,totalemént,rs_long,,totale,ment,totalement,target,s,0.0,1,e,é,totalemént,2,10
égalasateur,égalisateur,rsss,,égal,is_at_eur,égalisateur,target,s,0.0,0,i,a,égalasateur,3,11
conquêti,conquête,r,,conquête,,conquête,control,r,,7,e,i,conquêti,3,8
français,franvais,rs,,franç,ais,français,target,r,,4,ç,v,franvais,1,8
ceuverte,ceuverte,r,,couverte,,couverte,control,r,,1,o,e,ceuverte,2,8
ersuite,ersuite,pr,en,suite,,ensuite,target,p,0.0,1,n,r,ersuite,2,7
charmant,charmant,rs,,charm,ant,charmant,target,r,,2,a,e,chermant,0,8
interphone,interphone,pr_long,inter,phone,,interphone,target,p,0.0,1,n,m,imterphone,0,10
patastrophe,catastrophe,r,,catastrophe,,catastrophe,control,r,,0,c,p,patastrophe,3,11
bulldoter,bulldozer,r,,bulldozer,,bulldozer,control,r,,6,z,t,bulldoter,3,9
royalement,loyalement,rss,,roy,ale_ment,royalement,target,r,,0,r,l,loyalement,1,10
escogriffe,escigriffe,r,,escogriffe,,escogriffe,control,r,,3,o,i,escigriffe,1,10
certaun,certaun,rs,,cert,ain,certain,target,s,0.0,1,i,u,certaun,2,7
ilvisible,ilvisible,prs_long,in,vis,ible,invisible,target,p,0.0,1,n,l,ilvisible,2,9
choucreute,choucroute,r,,choucroute,,choucroute,control,r,,6,o,e,choucreute,3,10
abracadabra,abracadabra,r,,abracadabra,,abracadabra,control,r,,3,a,u,abrucadabra,0,11
corbillald,corbillard,r,,corbillard,,corbillard,control,r,,8,r,l,corbillald,3,10
enivrant,enivrant,prs,en,ivr,ant,enivrant,target,s,0.0,2,t,v,enivranv,0,8
inévituble,inévituble,prs_long,in,évit,able,inévitable,target,s,0.0,0,a,u,inévituble,2,10
chiquenaude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,2,i,a,chaquenaude,0,11
asticop,asticop,r,,asticot,,asticot,control,r,,6,t,p,asticop,2,7
seulerent,seulerent,rs_long,,seule,ment,seulement,target,s,0.0,0,m,r,seulerent,2,9
érréel,irréel,pr,ir,réel,,irréel,target,p,0.0,0,i,é,érréel,3,6
beaucoup,beaucout,r,,beaucoup,,beaucoup,control,r,,7,p,t,beaucout,1,8
apocalypse,apocalypse,r,,apocalypse,,apocalypse,control,r,,0,a,o,opocalypse,0,10
guignol,guigrol,r,,guignol,,guignol,control,r,,4,n,r,guigrol,1,7
corridor,cornidor,r,,corridor,,corridor,control,r,,3,r,n,cornidor,1,8
sonorité,solorité,rss,,son,or_ité,sonorité,target,r,,2,n,l,solorité,1,8
impulsif,ampulsif,prs,im,puls,if,impulsif,target,p,0.0,0,i,a,ampulsif,1,8
guérillero,guérillero,r,,guérillero,,guérillero,control,r,,3,r,n,guénillero,0,10
surenchère,suremchère,ppr,sur_en,chère,,surenchère,target,p,1.0,1,n,m,suremchère,1,10
