first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
utilisation,utilisateon,rsss,,util,is_at_ion,utilisation,target,s,2.0,0,i,e,utilisateon,1,11
incrédulité,incréduleté,prss,in,créd,ul_ité,incrédulité,target,s,1.0,0,i,e,incréduleté,1,11
processus,processub,r,,processus,,processus,control,r,,8,s,b,processub,1,9
hiorarchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,2,é,o,hiorarchie,3,10
revue,mevue,pr,re,vue,,revue,target,p,0.0,0,r,m,mevue,1,5
coran,coman,r,,coran,,coran,control,r,,2,r,m,coman,1,5
escarmouche,escarmouche,r,,escarmouche,,escarmouche,control,r,,1,s,c,eccarmouche,0,11
tonalisé,tonalité,rss,,ton,al_ité,tonalité,target,s,1.0,1,t,s,tonalisé,3,8
impensable,impensabre,prs_long,im,pens,able,impensable,target,s,0.0,2,l,r,impensabre,1,10
chiquelaude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,6,n,l,chiquelaude,3,11
redéfaire,redéfaire,ppr,re_dé,faire,,redéfaire,target,r,,2,i,é,redéfaére,0,9
ledecouvre,redecouvre,ppr,re_de,couvre,,redecouvre,target,p,0.0,0,r,l,ledecouvre,3,10
corséqence,conséqence,rs_long,,conséq,ence,conséqence,target,r,,2,n,r,corséqence,3,10
surenchère,surenchère,ppr,sur_en,chère,,surenchère,target,r,,2,è,e,surenchere,0,10
couteau,couteau,r,,couteau,,couteau,control,r,,0,c,g,gouteau,0,7
camimbert,camimbert,r,,camembert,,camembert,control,r,,3,e,i,camimbert,2,9
êncorrect,êncorrect,pr_long,in,correct,,incorrect,target,p,0.0,0,i,ê,êncorrect,2,9
réactien,réaction,prs,ré,act,ion,réaction,target,s,0.0,1,o,e,réactien,3,8
holocauste,holocuuste,r,,holocauste,,holocauste,control,r,,5,a,u,holocuuste,1,10
déshorneur,déshorneur,pr_long,dés,honneur,,déshonneur,target,r,,2,n,r,déshorneur,2,10
apocalypse,apocalypse,r,,apocalypse,,apocalypse,control,r,,5,l,n,apocanypse,0,10
corbillard,corbillard,r,,corbillard,,corbillard,control,r,,7,a,à,corbillàrd,0,10
ipéal,ipéal,rs,,idé,al,idéal,target,r,,1,d,p,ipéal,2,5
terrain,ferrain,rs,,terr,ain,terrain,target,r,,0,t,f,ferrain,1,7
infrarouge,infrarouge,pr_long,infra,rouge,,infrarouge,target,r,,0,r,n,infranouge,0,10
copyright,copyright,r,,copyright,,copyright,control,r,,0,c,t,topyright,0,9
concombre,concomble,r,,concombre,,concombre,control,r,,7,r,l,concomble,1,9
rasaille,racaille,r,,racaille,,racaille,control,r,,2,c,s,rasaille,3,8
crevetpe,crevette,r,,crevette,,crevette,control,r,,6,t,p,crevetpe,3,8
quartier,quartier,rs,,quart,ier,quartier,target,s,0.0,0,i,a,quartaer,0,8
couscous,couscous,r,,couscous,,couscous,control,r,,3,s,p,coupcous,0,8
incroyable,incroyable,prs_long,in,croy,able,incroyable,target,r,,1,r,j,incjoyable,0,10
rhinocéros,rhonocéros,r,,rhinocéros,,rhinocéros,control,r,,2,i,o,rhonocéros,1,10
cbampignon,cbampignon,r,,champignon,,champignon,control,r,,1,h,b,cbampignon,2,10
phelange,phelange,r,,phalange,,phalange,control,r,,2,a,e,phelange,2,8
dérision,durision,prs,dé,ris,ion,dérision,target,p,0.0,1,é,u,durision,1,8
cornichon,cornichoy,r,,cornichon,,cornichon,control,r,,8,n,y,cornichoy,1,9
formalité,formalité,rss,,form,al_ité,formalité,target,r,,3,m,l,forlalité,0,9
clandastin,clandastin,r,,clandestin,,clandestin,control,r,,5,e,a,clandastin,2,10
croativité,créativité,rsss,,cré,at_iv_ité,créativité,target,r,,2,é,o,croativité,3,10
catustrophe,catustrophe,r,,catastrophe,,catastrophe,control,r,,3,a,u,catustrophe,2,11
pilin,pilin,r,,pilon,,pilon,control,r,,3,o,i,pilin,2,5
activation,actovation,rsss,,act,iv_at_ion,activation,target,s,0.0,0,i,o,actovation,1,10
ingéniovité,ingéniovité,prss,in,gén,ios_ité,ingéniosité,target,s,0.0,2,s,v,ingéniovité,2,11
exactemunt,exactement,rs_long,,exacte,ment,exactement,target,s,0.0,1,e,u,exactemunt,3,10
abrecadabra,abrecadabra,r,,abracadabra,,abracadabra,control,r,,3,a,e,abrecadabra,2,11
cithédrale,cithédrale,r,,cathédrale,,cathédrale,control,r,,1,a,i,cithédrale,2,10
immortalité,immortaloté,prss,im,mort,al_ité,immortalité,target,s,1.0,0,i,o,immortaloté,1,11
tontamarre,tintamarre,r,,tintamarre,,tintamarre,control,r,,1,i,o,tontamarre,3,10
guimauve,guimauve,r,,guimauve,,guimauve,control,r,,1,u,o,goimauve,0,8
entui,enfui,pr,en,fui,,enfui,target,r,,0,f,t,entui,3,5
immobile,immibile,pr,im,mobile,,immobile,target,r,,1,o,i,immibile,1,8
caoutchouc,caoutchouc,r,,caoutchouc,,caoutchouc,control,r,,1,a,ê,cêoutchouc,0,10
senorité,senorité,rss,,son,or_ité,sonorité,target,r,,1,o,e,senorité,2,8
immartel,immortel,prs,im,mort,el,immortel,target,r,,1,o,a,immartel,3,8
heure,heura,r,,heure,,heure,control,r,,4,e,a,heura,1,5
emballage,erballage,prs_long,em,ball,age,emballage,target,p,0.0,1,m,r,erballage,1,9
puitrail,puitrail,r,,poitrail,,poitrail,control,r,,1,o,u,puitrail,2,8
contexte,condexte,r,,contexte,,contexte,control,r,,3,t,d,condexte,1,8
amourause,amoureuse,rs_long,,amour,euse,amoureuse,target,s,0.0,0,e,a,amourause,3,9
