first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
cappucsino,cappuccino,r,,cappuccino,,cappuccino,control,r,,6,c,s,cappucsino,3,10
holocauste,holocauste,r,,holocauste,,holocauste,control,r,,9,e,a,holocausta,0,10
horoscope,horoscope,r,,horoscope,,horoscope,control,r,,7,p,t,horoscote,0,9
choucroute,choucroute,r,,choucroute,,choucroute,control,r,,6,o,e,choucreute,0,10
certex,cortex,r,,cortex,,cortex,control,r,,1,o,e,certex,3,6
phalange,phalanse,r,,phalange,,phalange,control,r,,6,g,s,phalanse,1,8
infidèle,infidèle,pr,in,fidèle,,infidèle,target,p,0.0,1,n,j,ijfidèle,0,8
courde,courde,r,,gourde,,gourde,control,r,,0,g,c,courde,2,6
ameureuse,amoureuse,rs_long,,amour,euse,amoureuse,target,r,,2,o,e,ameureuse,3,9
refaire,refaire,pr,re,faire,,refaire,target,r,,4,e,a,refaira,0,7
coarbes,coarbes,r,,courbes,,courbes,control,r,,2,u,a,coarbes,2,7
liquide,liquide,r,,liquide,,liquide,control,r,,3,u,e,liqeide,0,7
escalmouche,escarmouche,r,,escarmouche,,escarmouche,control,r,,4,r,l,escalmouche,3,11
contreire,contraire,rs_long,,contr,aire,contraire,target,s,0.0,0,a,e,contreire,3,9
surenthère,surenchère,ppr,sur_en,chère,,surenchère,target,r,,0,c,t,surenthère,3,10
impulsivité,impulsivita,prss,im,puls,iv_ité,impulsivité,target,s,1.0,2,é,a,impulsivita,1,11
normal,normal,rs,,norm,al,normal,target,s,0.0,1,l,n,norman,0,6
etactement,etactement,rs_long,,exacte,ment,exactement,target,r,,1,x,t,etactement,2,10
surchorge,surcharge,pr_long,sur,charge,,surcharge,target,r,,2,a,o,surchorge,3,9
semsualité,sensualité,rss,,sensu,al_ité,sensualité,target,r,,2,n,m,semsualité,3,10
chiquenaude,chiquenaudi,r,,chiquenaude,,chiquenaude,control,r,,10,e,i,chiquenaudi,1,11
polissom,polisson,r,,polisson,,polisson,control,r,,7,n,m,polissom,3,8
libellule,liqellule,r,,libellule,,libellule,control,r,,2,b,q,liqellule,1,9
inévitable,inévitable,prs_long,in,évit,able,inévitable,target,p,0.0,0,i,u,unévitable,0,10
injuste,injuste,pr,in,juste,,injuste,target,p,0.0,1,n,l,iljuste,0,7
