first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
justice,justêce,rs,,just,ice,justice,target,s,0.0,0,i,ê,justêce,1,7
glanit,glanit,r,,granit,,granit,control,r,,1,r,l,glanit,2,6
pantoofle,pantoufle,r,,pantoufle,,pantoufle,control,r,,5,u,o,pantoofle,3,9
insonoritu,insonorité,prss,in,son,or_ité,insonorité,target,s,1.0,2,é,u,insonoritu,3,10
irgéniosité,ingéniosité,prss,in,gén,ios_ité,ingéniosité,target,p,0.0,1,n,r,irgéniosité,3,11
escogriffe,escogriffô,r,,escogriffe,,escogriffe,control,r,,9,e,ô,escogriffô,1,10
placand,placard,r,,placard,,placard,control,r,,5,r,n,placand,3,7
égélement,égélement,rs_long,,égale,ment,également,target,r,,2,a,é,égélement,2,9
refaire,retaire,pr,re,faire,,refaire,target,r,,0,f,t,retaire,1,7
abracadabrè,abracadabrè,r,,abracadabra,,abracadabra,control,r,,10,a,è,abracadabrè,2,11
