first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
inmortel,immortel,prs,im,mort,el,immortel,target,p,0.0,1,m,n,inmortel,3,8
imprévu,imprévu,ppr,im_pré,vu,,imprévu,target,r,,1,u,é,imprévé,0,7
redecouvre,redecouvre,ppr,re_de,couvre,,redecouvre,target,r,,1,o,e,redeceuvre,0,10
salamandre,salamandre,r,,salamandre,,salamandre,control,r,,4,m,r,salarandre,0,10
perruque,perruque,r,,perruque,,perruque,control,r,,5,q,d,perrudue,0,8
sésordre,sésordre,pr,dés,ordre,,désordre,target,p,0.0,0,d,s,sésordre,2,8
améthyste,améshyste,r,,améthyste,,améthyste,control,r,,3,t,s,améshyste,1,9
reacteur,reacseur,prs,re,act,eur,reacteur,target,r,,2,t,s,reacseur,1,8
brutaluté,brutalité,rss,,brut,al_ité,brutalité,target,s,1.0,0,i,u,brutaluté,3,9
eucalyptés,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,8,u,é,eucalyptés,3,10
recouvert,recouvert,pr_long,re,couvert,,recouvert,target,r,,0,c,v,revouvert,0,9
consersus,consensus,r,,consensus,,consensus,control,r,,5,n,r,consersus,3,9
informe,informe,pr,in,forme,,informe,target,p,0.0,1,n,l,ilforme,0,7
enlèvement,enlèvemont,prs_long,en,lève,ment,enlèvement,target,s,0.0,1,e,o,enlèvemont,1,10
zombie,zojbie,r,,zombie,,zombie,control,r,,2,m,j,zojbie,1,6
pervers,pervers,r,,pervers,,pervers,control,r,,0,p,s,servers,0,7
emballage,emtallage,prs_long,em,ball,age,emballage,target,r,,0,b,t,emtallage,1,9
infunie,infunie,prs,in,fin,ie,infinie,target,r,,1,i,u,infunie,2,7
capharnaün,capharnaün,r,,capharnaüm,,capharnaüm,control,r,,9,m,n,capharnaün,2,10
catastropse,catastropse,r,,catastrophe,,catastrophe,control,r,,9,h,s,catastropse,2,11
dataracte,cataracte,r,,cataracte,,cataracte,control,r,,0,c,d,dataracte,3,9
pétanque,pétanvue,r,,pétanque,,pétanque,control,r,,5,q,v,pétanvue,1,8
cappuccino,cappuccino,r,,cappuccino,,cappuccino,control,r,,8,n,r,cappucciro,0,10
niquide,niquide,r,,liquide,,liquide,control,r,,0,l,n,niquide,2,7
ducompose,décompose,pr_long,dé,compose,,décompose,target,p,0.0,1,é,u,ducompose,3,9
deuxièma,deuxièma,rs,,deux,ième,deuxième,target,s,0.0,3,e,a,deuxièma,2,8
surenchère,surenchère,ppr,sur_en,chère,,surenchère,target,p,1.0,1,n,r,surerchère,0,10
puritanisme,puritanisme,rsss,,pur,it_an_isme,puritanisme,target,s,1.0,1,n,r,puritarisme,0,11
incrédulivé,incrédulité,prss,in,créd,ul_ité,incrédulité,target,s,1.0,1,t,v,incrédulivé,3,11
interphone,ijterphone,pr_long,inter,phone,,interphone,target,p,0.0,1,n,j,ijterphone,1,10
créativité,créativité,rsss,,cré,at_iv_ité,créativité,target,r,,1,r,n,cnéativité,0,10
sécuricé,sécuricé,rs,,sécur,ité,sécurité,target,s,0.0,1,t,c,sécuricé,2,8
immortalité,irmortalité,prss,im,mort,al_ité,immortalité,target,p,0.0,1,m,r,irmortalité,1,11
irrégulier,irrégélier,prs_long,ir,régul,ier,irrégulier,target,r,,3,u,é,irrégélier,1,10
impulsivité,impulsivité,prss,im,puls,iv_ité,impulsivité,target,r,,0,p,t,imtulsivité,0,11
caoutchouc,cauutchouc,r,,caoutchouc,,caoutchouc,control,r,,2,o,u,cauutchouc,1,10
ensuéte,ensuéte,pr,en,suite,,ensuite,target,r,,2,i,é,ensuéte,2,7
escarmouche,esparmouche,r,,escarmouche,,escarmouche,control,r,,2,c,p,esparmouche,1,11
chiquenaude,chiqueraude,r,,chiquenaude,,chiquenaude,control,r,,6,n,r,chiqueraude,1,11
activation,avtivation,rsss,,act,iv_at_ion,activation,target,r,,1,c,v,avtivation,1,10
tonalité,tonamité,rss,,ton,al_ité,tonalité,target,s,0.0,1,l,m,tonamité,1,8
courrin,bourrin,r,,bourrin,,bourrin,control,r,,0,b,c,courrin,3,7
manoeovre,manoeovre,r,,manoeuvre,,manoeuvre,control,r,,5,u,o,manoeovre,2,9
cooloir,cooloir,r,,couloir,,couloir,control,r,,2,u,o,cooloir,2,7
diachragme,diaphragme,r,,diaphragme,,diaphragme,control,r,,3,p,c,diachragme,3,10
prisonniel,prisonniel,rs_long,,prisonn,ier,prisonnier,target,s,0.0,2,r,l,prisonniel,2,10
poitrail,soitrail,r,,poitrail,,poitrail,control,r,,0,p,s,soitrail,1,8
vinaigne,vinaigne,r,,vinaigre,,vinaigre,control,r,,6,r,n,vinaigne,2,8
guérimlero,guérimlero,r,,guérillero,,guérillero,control,r,,5,l,m,guérimlero,2,10
apocalypse,apucalypse,r,,apocalypse,,apocalypse,control,r,,2,o,u,apucalypse,1,10
abracadabra,abracadasra,r,,abracadabra,,abracadabra,control,r,,8,b,s,abracadasra,1,11
totalement,totaloment,rs_long,,totale,ment,totalement,target,r,,5,e,o,totaloment,1,10
beaucoup,beaucoup,r,,beaucoup,,beaucoup,control,r,,1,e,ê,bêaucoup,0,8
boussone,boussole,r,,boussole,,boussole,control,r,,6,l,n,boussone,3,8
préalable,préalable,r,,préalable,,préalable,control,r,,7,l,n,préalabne,0,9
bataille,bataille,r,,bataille,,bataille,control,r,,3,a,i,batiille,0,8
visalité,visalité,rss,,vit,al_ité,vitalité,target,r,,2,t,s,visalité,2,8
artise,artese,rs,,art,ise,artise,target,s,0.0,0,i,e,artese,1,6
cellophane,cellochane,r,,cellophane,,cellophane,control,r,,5,p,c,cellochane,1,10
americain,américain,rs_long,,améric,ain,américain,target,r,,2,é,e,americain,3,9
