first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
incroyable,incroyable,prs_long,in,croy,able,incroyable,target,s,0.0,1,b,c,incroyacle,0,10
immortalite,immortalite,prss,im,mort,al_ité,immortalité,target,s,1.0,2,é,e,immortalite,2,11
service,servise,rs,,serv,ice,service,target,s,0.0,1,c,s,servise,1,7
chambranle,chambranme,r,,chambranle,,chambranle,control,r,,8,l,m,chambranme,1,10
honreur,honneur,r,,honneur,,honneur,control,r,,3,n,r,honreur,3,7
dégeût,dégoût,pr,dé,goût,,dégoût,target,r,,1,o,e,dégeût,3,6
imcrédulité,incrédulité,prss,in,créd,ul_ité,incrédulité,target,p,0.0,1,n,m,imcrédulité,3,11
piédestal,puédestal,r,,piédestal,,piédestal,control,r,,1,i,u,puédestal,1,9
neutralité,neutrarité,rss,,neutr,al_ité,neutralité,target,s,0.0,1,l,r,neutrarité,1,10
hiémarchie,hiémarchie,r,,hiérarchie,,hiérarchie,control,r,,3,r,m,hiémarchie,2,10
ardent,argent,r,,argent,,argent,control,r,,2,g,d,ardent,3,6
clandestin,clandestin,r,,clandestin,,clandestin,control,r,,8,i,e,clandesten,0,10
hagard,hagard,r,,hagard,,hagard,control,r,,3,a,e,hagerd,0,6
reliure,ruliure,prs,re,li,ure,reliure,target,p,0.0,1,e,u,ruliure,1,7
uction,uction,rs,,act,ion,action,target,r,,0,a,u,uction,2,6
perplexe,perplexa,r,,perplexe,,perplexe,control,r,,7,e,a,perplexa,1,8
hospica,hospica,r,,hospice,,hospice,control,r,,6,e,a,hospica,2,7
surenchère,surerchère,ppr,sur_en,chère,,surenchère,target,p,1.0,1,n,r,surerchère,1,10
capsuccino,cappuccino,r,,cappuccino,,cappuccino,control,r,,3,p,s,capsuccino,3,10
activation,octivation,rsss,,act,iv_at_ion,activation,target,r,,0,a,o,octivation,1,10
marijuana,marijuama,r,,marijuana,,marijuana,control,r,,7,n,m,marijuama,1,9
acquuesça,acquiesça,r,,acquiesça,,acquiesça,control,r,,4,i,u,acquuesça,3,9
cauchemar,cauctemar,r,,cauchemar,,cauchemar,control,r,,4,h,t,cauctemar,1,9
haillon,haillon,r,,haillon,,haillon,control,r,,1,a,e,heillon,0,7
bingre,bingre,r,,pingre,,pingre,control,r,,0,p,b,bingre,2,6
astisot,astisot,r,,asticot,,asticot,control,r,,4,c,s,astisot,2,7
dévotien,dévotien,prs,dé,vot,ion,dévotion,target,s,0.0,1,o,e,dévotien,2,8
