first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
salamandre,salamundre,r,,salamandre,,salamandre,control,r,,5,a,u,salamundre,1,10
créativité,créativité,rsss,,cré,at_iv_ité,créativité,target,r,,2,é,e,creativité,0,10
horotcope,horotcope,r,,horoscope,,horoscope,control,r,,4,s,t,horotcope,2,9
wustern,western,r,,western,,western,control,r,,1,e,u,wustern,3,7
bouffon,bouffon,r,,bouffon,,bouffon,control,r,,4,f,s,boufson,0,7
incrédulité,incrédulité,prss,in,créd,ul_ité,incrédulité,target,p,0.0,0,i,o,oncrédulité,0,11
imprévu,impréva,ppr,im_pré,vu,,imprévu,target,r,,1,u,a,impréva,1,7
impolsivité,impulsivité,prss,im,puls,iv_ité,impulsivité,target,r,,1,u,o,impolsivité,3,11
activation,activation,rsss,,act,iv_at_ion,activation,target,s,0.0,1,v,s,actisation,0,10
tentilateur,ventilateur,rsss,,vent,il_at_eur,ventilateur,target,r,,0,v,t,tentilateur,3,11
hanreton,hanreton,r,,hanneton,,hanneton,control,r,,3,n,r,hanreton,2,8
dévompose,dévompose,pr_long,dé,compose,,décompose,target,r,,0,c,v,dévompose,2,9
lieutenant,nieutenant,r,,lieutenant,,lieutenant,control,r,,0,l,n,nieutenant,1,10
cacahuète,cacahuète,r,,cacahuète,,cacahuète,control,r,,0,c,p,pacahuète,0,9
infortune,infortune,pr_long,in,fortune,,infortune,target,r,,4,u,a,infortane,0,9
envor,envol,pr,en,vol,,envol,target,r,,2,l,r,envor,3,5
goubron,goubron,r,,goudron,,goudron,control,r,,3,d,b,goubron,2,7
redéfairu,redéfairu,ppr,re_dé,faire,,redéfaire,target,r,,4,e,u,redéfairu,2,9
indigre,indigre,pr,in,digne,,indigne,target,r,,3,n,r,indigre,2,7
apocalypse,asocalypse,r,,apocalypse,,apocalypse,control,r,,1,p,s,asocalypse,1,10
hiérarchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,8,i,e,hiérarchee,0,10
chalpagne,champagne,r,,champagne,,champagne,control,r,,3,m,l,chalpagne,3,9
leitmosiv,leitmotiv,r,,leitmotiv,,leitmotiv,control,r,,6,t,s,leitmosiv,3,9
imévitable,imévitable,prs_long,in,évit,able,inévitable,target,p,0.0,1,n,m,imévitable,2,10
poule,poule,r,,poule,,poule,control,r,,0,p,c,coule,0,5
nourritere,nourriture,rs_long,,nourrit,ure,nourriture,target,s,0.0,0,u,e,nourritere,3,10
réaction,réaction,prs,ré,act,ion,réaction,target,s,0.0,0,i,a,réactaon,0,8
redecouvre,redecouvle,ppr,re_de,couvre,,redecouvre,target,r,,4,r,l,redecouvle,1,10
escotriffe,escogriffe,r,,escogriffe,,escogriffe,control,r,,4,g,t,escotriffe,3,10
