first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
grenouelle,grenouille,r,,grenouille,,grenouille,control,r,,6,i,e,grenouelle,3,10
geilleret,geilleret,r,,guilleret,,guilleret,control,r,,1,u,e,geilleret,2,9
incrédulité,encrédulité,prss,in,créd,ul_ité,incrédulité,target,p,0.0,0,i,e,encrédulité,1,11
abracadabra,ebracadabra,r,,abracadabra,,abracadabra,control,r,,0,a,e,ebracadabra,1,11
guignol,geignol,r,,guignol,,guignol,control,r,,1,u,e,geignol,1,7
sévotion,sévotion,prs,dé,vot,ion,dévotion,target,p,0.0,0,d,s,sévotion,2,8
astivation,astivation,rsss,,act,iv_at_ion,activation,target,r,,1,c,s,astivation,2,10
irévitable,inévitable,prs_long,in,évit,able,inévitable,target,p,0.0,1,n,r,irévitable,3,10
horoscope,honoscope,r,,horoscope,,horoscope,control,r,,2,r,n,honoscope,1,9
enfortune,enfortune,pr_long,in,fortune,,infortune,target,p,0.0,0,i,e,enfortune,2,9
insonorité,insonorité,prss,in,son,or_ité,insonorité,target,s,1.0,2,é,e,insonorite,0,10
désordre,désortre,pr,dés,ordre,,désordre,target,r,,2,d,t,désortre,1,8
bourgeron,boungeron,r,,bourgeron,,bourgeron,control,r,,3,r,n,boungeron,1,9
impulsif,impulpif,prs,im,puls,if,impulsif,target,r,,3,s,p,impulpif,1,8
gourmand,gourmard,r,,gourmand,,gourmand,control,r,,6,n,r,gourmard,1,8
pokir,poker,r,,poker,,poker,control,r,,3,e,i,pokir,3,5
toeur,toeur,rs,,tu,eur,tueur,target,r,,1,u,o,toeur,2,5
trenat,grenat,r,,grenat,,grenat,control,r,,0,g,t,trenat,3,6
garille,garille,r,,gorille,,gorille,control,r,,1,o,a,garille,2,7
soeffle,souffle,r,,souffle,,souffle,control,r,,2,u,e,soeffle,3,7
champagne,champagne,r,,champagne,,champagne,control,r,,8,e,i,champagni,0,9
imprévu,impnévu,ppr,im_pré,vu,,imprévu,target,p,1.0,1,r,n,impnévu,1,7
problôme,problème,r,,problème,,problème,control,r,,5,è,ô,problôme,3,8
toursillon,tourbillon,r,,tourbillon,,tourbillon,control,r,,4,b,s,toursillon,3,10
découvert,cécouvert,pr_long,dé,couvert,,découvert,target,p,0.0,0,d,c,cécouvert,1,9
acteum,acteum,rs,,act,eur,acteur,target,s,0.0,2,r,m,acteum,2,6
terrain,terrain,rs,,terr,ain,terrain,target,s,0.0,0,a,e,terrein,0,7
éditirial,éditorial,rss,,édit,or_ial,éditorial,target,s,0.0,0,o,i,éditirial,3,9
chiqeenaude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,4,u,e,chiqeenaude,3,11
emballage,emballage,prs_long,em,ball,age,emballage,target,r,,0,b,s,emsallage,0,9
ingéniosité,ingéniosité,prss,in,gén,ios_ité,ingéniosité,target,p,0.0,1,n,l,ilgéniosité,0,11
hamburger,hanburger,r,,hamburger,,hamburger,control,r,,2,m,n,hanburger,1,9
redeceuvre,redecouvre,ppr,re_de,couvre,,redecouvre,target,r,,1,o,e,redeceuvre,3,10
eucalyptus,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,0,e,a,aucalyptus,0,10
réalisateum,réalisateur,rsss,,réal,is_at_eur,réalisateur,target,s,2.0,2,r,m,réalisateum,3,11
