first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
traitiment,traitiment,rs_long,,traite,ment,traitement,target,r,,5,e,i,traitiment,2,10
catastrophe,cahastrophe,r,,catastrophe,,catastrophe,control,r,,2,t,h,cahastrophe,1,11
invisible,invisible,prs_long,in,vis,ible,invisible,target,r,,1,i,o,invosible,0,9
grappe,grappe,r,,grappe,,grappe,control,r,,5,e,u,grappu,0,6
chituenaude,chituenaude,r,,chiquenaude,,chiquenaude,control,r,,3,q,t,chituenaude,2,11
voiture,voiture,r,,voiture,,voiture,control,r,,6,e,a,voitura,0,7
impulsivité,impulsivité,prss,im,puls,iv_ité,impulsivité,target,r,,2,l,n,impunsivité,0,11
sociamisme,socialisme,rss,,soci,al_isme,socialisme,target,s,0.0,1,l,m,sociamisme,3,10
sortue,sortie,rs,,sort,ie,sortie,target,s,0.0,0,i,u,sortue,3,6
coqueluche,ciqueluche,r,,coqueluche,,coqueluche,control,r,,1,o,i,ciqueluche,1,10
emballage,emballaga,prs_long,em,ball,age,emballage,target,s,0.0,2,e,a,emballaga,1,9
mortalité,moltalité,rss,,mort,al_ité,mortalité,target,r,,2,r,l,moltalité,1,9
immortalité,immortalité,prss,im,mort,al_ité,immortalité,target,r,,0,m,l,imlortalité,0,11
ventilateur,ventinateur,rsss,,vent,il_at_eur,ventilateur,target,s,0.0,1,l,n,ventinateur,1,11
rincoeur,rincoeur,r,,rancoeur,,rancoeur,control,r,,1,a,i,rincoeur,2,8
cacahuète,cacaheète,r,,cacahuète,,cacahuète,control,r,,5,u,e,cacaheète,1,9
simplement,simprement,rs_long,,simple,ment,simplement,target,r,,4,l,r,simprement,1,10
privilège,drivilège,r,,privilège,,privilège,control,r,,0,p,d,drivilège,1,9
goudren,goudren,r,,goudron,,goudron,control,r,,5,o,e,goudren,2,7
brutalité,brutalité,rss,,brut,al_ité,brutalité,target,r,,3,t,f,brufalité,0,9
rhinocéros,rhenocéros,r,,rhinocéros,,rhinocéros,control,r,,2,i,e,rhenocéros,1,10
activation,activation,rsss,,act,iv_at_ion,activation,target,s,0.0,1,v,s,actisation,0,10
chapitre,chapitle,r,,chapitre,,chapitre,control,r,,6,r,l,chapitle,1,8
prison,grison,r,,prison,,prison,control,r,,0,p,g,grison,1,6
hiérarchie,hiérarchoe,r,,hiérarchie,,hiérarchie,control,r,,8,i,o,hiérarchoe,1,10
marmeladé,marmelade,r,,marmelade,,marmelade,control,r,,8,e,é,marmeladé,3,9
escarmouche,edcarmouche,r,,escarmouche,,escarmouche,control,r,,1,s,d,edcarmouche,1,11
surenchère,surenchère,ppr,sur_en,chère,,surenchère,target,r,,0,c,p,surenphère,0,10
caractère,ceractère,r,,caractère,,caractère,control,r,,1,a,e,ceractère,1,9
caczemire,cachemire,r,,cachemire,,cachemire,control,r,,3,h,z,caczemire,3,9
immortel,immortel,prs,im,mort,el,immortel,target,p,0.0,1,m,n,inmortel,0,8
apocalypse,apocalypse,r,,apocalypse,,apocalypse,control,r,,5,l,r,apocarypse,0,10
grindue,gringue,r,,gringue,,gringue,control,r,,4,g,d,grindue,3,7
injuste,injeste,pr,in,juste,,injuste,target,r,,1,u,e,injeste,1,7
réalisateur,léalisateur,rsss,,réal,is_at_eur,réalisateur,target,r,,0,r,l,léalisateur,1,11
poarvu,poarvu,pr,pour,vu,,pourvu,target,p,0.0,2,u,a,poarvu,2,6
magnanime,masnanime,r,,magnanime,,magnanime,control,r,,2,g,s,masnanime,1,9
inefficace,anefficace,pr_long,in,efficace,,inefficace,target,p,0.0,0,i,a,anefficace,1,10
dirange,dérange,pr,dé,range,,dérange,target,p,0.0,1,é,i,dirange,3,7
corbillard,corbillard,r,,corbillard,,corbillard,control,r,,2,r,m,combillard,0,10
nieutenant,lieutenant,r,,lieutenant,,lieutenant,control,r,,0,l,n,nieutenant,3,10
