first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
incroyavle,incroyable,prs_long,in,croy,able,incroyable,target,s,0.0,1,b,v,incroyavle,3,10
magouilre,magouilre,r,,magouille,,magouille,control,r,,7,l,r,magouilre,2,9
immortalipé,immortalipé,prss,im,mort,al_ité,immortalité,target,s,1.0,1,t,p,immortalipé,2,11
qrisonnier,qrisonnier,rs_long,,prisonn,ier,prisonnier,target,r,,0,p,q,qrisonnier,2,10
gnome,gnème,r,,gnome,,gnome,control,r,,2,o,è,gnème,1,5
caricature,caricature,r,,caricature,,caricature,control,r,,0,c,d,daricature,0,10
cellophane,cellophane,r,,cellophane,,cellophane,control,r,,6,h,d,cellopdane,0,10
neutralité,neutranité,rss,,neutr,al_ité,neutralité,target,s,0.0,1,l,n,neutranité,1,10
inévitabre,inévitabre,prs_long,in,évit,able,inévitable,target,s,0.0,2,l,r,inévitabre,2,10
impulsivité,umpulsivité,prss,im,puls,iv_ité,impulsivité,target,p,0.0,0,i,u,umpulsivité,1,11
démentre,démontre,pr,dé,montre,,démontre,target,r,,1,o,e,démentre,3,8
decompose,decompose,pr_long,dé,compose,,décompose,target,p,0.0,1,é,e,decompose,2,9
corseil,conseil,r,,conseil,,conseil,control,r,,2,n,r,corseil,3,7
sûrement,sûrement,rs,,sûre,ment,sûrement,target,s,0.0,2,n,m,sûrememt,0,8
synegogue,synegogue,r,,synagogue,,synagogue,control,r,,3,a,e,synegogue,2,9
hisiscus,hibiscus,r,,hibiscus,,hibiscus,control,r,,2,b,s,hisiscus,3,8
coquelushe,coquelushe,r,,coqueluche,,coqueluche,control,r,,7,c,s,coquelushe,2,10
sentement,sentiment,rs_long,,senti,ment,sentiment,target,r,,4,i,e,sentement,3,9
incrédulité,intrédulité,prss,in,créd,ul_ité,incrédulité,target,r,,0,c,t,intrédulité,1,11
champignoj,champignoj,r,,champignon,,champignon,control,r,,9,n,j,champignoj,2,10
choucroute,choucreute,r,,choucroute,,choucroute,control,r,,6,o,e,choucreute,1,10
seulement,seulement,rs_long,,seule,ment,seulement,target,r,,3,l,m,seumement,0,9
vramboise,framboise,r,,framboise,,framboise,control,r,,0,f,v,vramboise,3,9
guérilnero,guérilnero,r,,guérillero,,guérillero,control,r,,6,l,n,guérilnero,2,10
imprévu,imprédu,ppr,im_pré,vu,,imprévu,target,r,,0,v,d,imprédu,1,7
usito,usito,rs,,us,ité,usité,target,s,0.0,2,é,o,usito,2,5
coopère,ceopère,pr,co,opère,,coopère,target,p,0.0,1,o,e,ceopère,1,7
polisson,polisson,r,,polisson,,polisson,control,r,,4,s,q,poliqson,0,8
gruyère,gruyère,r,,gruyère,,gruyère,control,r,,3,y,n,grunère,0,7
aigaille,aiguille,r,,aiguille,,aiguille,control,r,,3,u,a,aigaille,3,8
prévoir,prévoil,pr,pré,voir,,prévoir,target,r,,3,r,l,prévoil,1,7
esbarmouche,esbarmouche,r,,escarmouche,,escarmouche,control,r,,2,c,b,esbarmouche,2,11
normajment,normalment,rss,,norm,al_ment,normalment,target,s,0.0,1,l,j,normajment,3,10
ventilateur,ventilatear,rsss,,vent,il_at_eur,ventilateur,target,s,2.0,1,u,a,ventilatear,1,11
tourbillon,tourbillon,r,,tourbillon,,tourbillon,control,r,,2,u,i,toirbillon,0,10
