first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
transporte,tnansporte,pr_long,trans,porte,,transporte,target,p,0.0,1,r,n,tnansporte,1,10
carrotse,carrosse,r,,carrosse,,carrosse,control,r,,5,s,t,carrotse,3,8
centrat,centrat,r,,contrat,,contrat,control,r,,1,o,e,centrat,2,7
guenille,guenille,r,,guenille,,guenille,control,r,,4,i,u,guenulle,0,8
polisson,pilisson,r,,polisson,,polisson,control,r,,1,o,i,pilisson,1,8
irsonorité,insonorité,prss,in,son,or_ité,insonorité,target,p,0.0,1,n,r,irsonorité,3,10
igalement,également,rs_long,,égale,ment,également,target,r,,0,é,i,igalement,3,9
bachelier,bactelier,r,,bachelier,,bachelier,control,r,,3,h,t,bactelier,1,9
déril,déril,r,,péril,,péril,control,r,,0,p,d,déril,2,5
caricature,curicature,r,,caricature,,caricature,control,r,,1,a,u,curicature,1,10
dinosaure,dinosaure,r,,dinosaure,,dinosaure,control,r,,8,e,i,dinosauri,0,9
