first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
nizeen,nizeen,pr,p,,zeen,['ni'],[''],nizeen,control,p,0.0,0,n,m,mizeen,0
ersidzeen,ersidzeen,ppr,pp,,zeen,"['er', 'sid']",[''],ersidzeen,control,p,1.0,0,s,c,ercidzeen,0
undelanful,undelanful,pprs,pp,s,lan,"['un', 'de']",['ful'],undelanful,target,p,1.0,1,e,u,undulanful,0
prelaner,prelaner,prs,p,s,lan,['pre'],['er'],prelaner,target,r,,1,a,e,prelener,0
kamnessly,kamnessly,rss,,ss,kam,[''],"['ness', 'ly']",kamnessly,target,s,1.0,0,l,m,kamnessmy,0
simdob,gimdob,pr,p,,dob,['sim'],[''],simdob,control,p,0.0,0,s,g,gimdob,1
precunnessly,precunnessly,prss,p,ss,cun,['pre'],"['ness', 'ly']",precunnessly,target,r,,2,n,y,precuynessly,0
dobre,dotre,rs,,s,dob,[''],['re'],dobre,control,r,,2,b,t,dotre,1
nucelba,nucelba,rs,,s,nuc,[''],['elba'],nucelba,control,s,0.0,1,l,y,nuceyba,0
cunlyfull,cunlyfull,rss,,ss,cun,[''],"['ly', 'full']",cunlyfull,target,r,,0,c,d,dunlyfull,0
unrisful,unridful,prs,p,s,ris,['un'],['ful'],unrisful,target,r,,2,s,d,unridful,1
nimakyllluf,ninakyllluf,prss,p,ss,mak,['ni'],"['yl', 'lluf']",nimakyllluf,control,r,,0,m,n,ninakyllluf,1
rebemon,rebemon,ppr,pp,,mon,"['re', 'be']",[''],rebemon,target,p,1.0,0,b,p,repemon,0
prekamlyfull,prekarlyfull,prss,p,ss,kam,['pre'],"['ly', 'full']",prekamlyfull,target,r,,2,m,r,prekarlyfull,1
makyllluf,rakyllluf,rss,,ss,mak,[''],"['yl', 'lluf']",makyllluf,control,r,,0,m,r,rakyllluf,1
prekam,prekam,pr,p,,kam,['pre'],[''],prekam,target,p,0.0,1,r,w,pwekam,0
prefennessly,prefennessly,prss,p,ss,fen,['pre'],"['ness', 'ly']",prefennessly,target,r,,0,f,t,pretennessly,0
edmakssenyl,etmakssenyl,prss,p,ss,mak,['ed'],"['ssen', 'yl']",edmakssenyl,control,p,0.0,1,d,t,etmakssenyl,1
unkamlyfull,unkamlyfull,prss,p,ss,kam,['un'],"['ly', 'full']",unkamlyfull,target,r,,0,k,s,unsamlyfull,0
unrisnessly,unrisnessly,prss,p,ss,ris,['un'],"['ness', 'ly']",unrisnessly,target,s,1.0,1,y,m,unrisnesslm,0
cunnessly,cumnessly,rss,,ss,cun,[''],"['ness', 'ly']",cunnessly,target,r,,2,n,m,cumnessly,1
ersidmak,ersidmap,ppr,pp,,mak,"['er', 'sid']",[''],ersidmak,control,r,,2,k,p,ersidmap,1
makssenyl,makssenyl,rss,,ss,mak,[''],"['ssen', 'yl']",makssenyl,control,s,1.0,1,l,n,makssenyn,0
erebnef,erebnef,ppr,pp,,nef,"['er', 'eb']",[''],erebnef,control,r,,2,f,g,erebneg,0
premonful,premomful,prs,p,s,mon,['pre'],['ful'],premonful,target,r,,2,n,m,premomful,1
ninuc,ninup,pr,p,,nuc,['ni'],[''],ninuc,control,r,,2,c,p,ninup,1
neezer,niezer,rs,,s,neez,[''],['er'],neezer,target,r,,1,e,i,niezer,1
makre,mikre,rs,,s,mak,[''],['re'],makre,control,r,,1,a,i,mikre,1
erpdob,erpdob,pr,p,,dob,['erp'],[''],erpdob,control,p,0.0,0,e,a,arpdob,0
numakyllluf,numakyllluf,prss,p,ss,mak,['nu'],"['yl', 'lluf']",numakyllluf,control,s,0.0,1,l,m,numakymlluf,0
neezion,nuezion,rs,,s,neez,[''],['ion'],neezion,target,r,,1,e,u,nuezion,1
uncunnessly,uncunnessll,prss,p,ss,cun,['un'],"['ness', 'ly']",uncunnessly,target,s,1.0,1,y,l,uncunnessll,1
siryllluf,saryllluf,rss,,ss,sir,[''],"['yl', 'lluf']",siryllluf,control,r,,1,i,a,saryllluf,1
lannessly,lonnessly,rss,,ss,lan,[''],"['ness', 'ly']",lannessly,target,r,,1,a,o,lonnessly,1
preneezer,pweneezer,prs,p,s,neez,['pre'],['er'],preneezer,target,p,0.0,1,r,w,pweneezer,1
prefen,plefen,pr,p,,fen,['pre'],[''],prefen,target,p,0.0,1,r,l,plefen,1
erebzeen,erebheen,ppr,pp,,zeen,"['er', 'eb']",[''],erebzeen,control,r,,0,z,h,erebheen,1
mislan,mihlan,pr,p,,lan,['mis'],[''],mislan,target,p,0.0,2,s,h,mihlan,1
erpnomrelluf,erpnomlelluf,prss,p,ss,nom,['erp'],"['re', 'lluf']",erpnomrelluf,control,s,0.0,0,r,l,erpnomlelluf,1
ersidmar,ersidmar,ppr,pp,,mar,"['er', 'sid']",[''],ersidmar,control,r,,0,m,l,ersidlar,0
lanerfull,lanervull,rss,,ss,lan,[''],"['er', 'full']",lanerfull,target,s,1.0,0,f,v,lanervull,1
misneez,misneez,pr,p,,neez,['mis'],[''],misneez,target,p,0.0,0,m,w,wisneez,0
ednomre,ednoyre,prs,p,s,nom,['ed'],['re'],ednomre,control,r,,2,m,y,ednoyre,1
ersidnuc,emsidnuc,ppr,pp,,nuc,"['er', 'sid']",[''],ersidnuc,control,p,0.0,1,r,m,emsidnuc,1
nuedzeen,nuadzeen,ppr,pp,,zeen,"['nu', 'ed']",[''],nuedzeen,control,p,1.0,0,e,a,nuadzeen,1
redisbod,redisbos,ppr,pp,,bod,"['re', 'dis']",[''],redisbod,target,r,,2,d,s,redisbos,1
dob,dob,r,,,dob,[''],[''],dob,control,r,,1,o,u,dub,0
kamlyfull,kamlyfull,rss,,ss,kam,[''],"['ly', 'full']",kamlyfull,target,s,1.0,0,f,p,kamlypull,0
makssenyl,makssenyl,rss,,ss,mak,[''],"['ssen', 'yl']",makssenyl,control,s,1.0,0,y,r,makssenrl,0
ednomssenyl,ednomssenwl,prss,p,ss,nom,['ed'],"['ssen', 'yl']",ednomssenyl,control,s,1.0,0,y,w,ednomssenwl,1
prelan,preman,pr,p,,lan,['pre'],[''],prelan,target,r,,0,l,m,preman,1
ednalssenyl,ednalssenyl,prss,p,ss,nal,['ed'],"['ssen', 'yl']",ednalssenyl,control,p,0.0,0,e,u,udnalssenyl,0
nusirssenyl,nusirssenyl,prss,p,ss,sir,['nu'],"['ssen', 'yl']",nusirssenyl,control,s,0.0,3,n,y,nusirsseyyl,0
ket,kat,r,,,ket,[''],[''],ket,target,r,,1,e,a,kat,1
uncunion,uncenion,prs,p,s,cun,['un'],['ion'],uncunion,target,r,,1,u,e,uncenion,1
nucssenyl,mucssenyl,rss,,ss,nuc,[''],"['ssen', 'yl']",nucssenyl,control,r,,0,n,m,mucssenyl,1
erebmak,erebmak,ppr,pp,,mak,"['er', 'eb']",[''],erebmak,control,p,1.0,0,e,o,erobmak,0
nizeenelba,nizeewelba,prs,p,s,zeen,['ni'],['elba'],nizeenelba,control,r,,3,n,w,nizeewelba,1
zeenyllluf,zeenyylluf,rss,,ss,zeen,[''],"['yl', 'lluf']",zeenyllluf,control,s,0.0,1,l,y,zeenyylluf,1
erebdobluf,elebdobluf,pprs,pp,s,dob,"['er', 'eb']",['luf'],erebdobluf,control,p,0.0,1,r,l,elebdobluf,1
ednefelba,ednefelba,prs,p,s,nef,['ed'],['elba'],ednefelba,control,r,,0,n,l,edlefelba,0
prelannessly,prerannessly,prss,p,ss,lan,['pre'],"['ness', 'ly']",prelannessly,target,r,,0,l,r,prerannessly,1
riserfull,riselfull,rss,,ss,ris,[''],"['er', 'full']",riserfull,target,s,0.0,1,r,l,riselfull,1
miscunion,miscunion,prs,p,s,cun,['mis'],['ion'],miscunion,target,p,0.0,1,i,o,moscunion,0
bodful,bodful,rs,,s,bod,[''],['ful'],bodful,target,r,,0,b,s,sodful,0
kamer,kemer,rs,,s,kam,[''],['er'],kamer,target,r,,1,a,e,kemer,1
sirrelluf,sirrelluf,rss,,ss,sir,[''],"['re', 'lluf']",sirrelluf,control,s,0.0,0,r,m,sirmelluf,0
nitekre,nitekre,prs,p,s,tek,['ni'],['re'],nitekre,control,p,0.0,1,i,e,netekre,0
nueddobluf,nueddoblut,pprs,pp,s,dob,"['nu', 'ed']",['luf'],nueddobluf,control,s,0.0,2,f,t,nueddoblut,1
zeennoi,zeenmoi,rs,,s,zeen,[''],['noi'],zeennoi,control,s,0.0,0,n,m,zeenmoi,1
nuedtekelba,nuedtekelba,pprs,pp,s,tek,"['nu', 'ed']",['elba'],nuedtekelba,control,r,,2,k,s,nuedteselba,0
simzeenre,simzeenle,prs,p,s,zeen,['sim'],['re'],simzeenre,control,s,0.0,0,r,l,simzeenle,1
kam,tam,r,,,kam,[''],[''],kam,target,r,,0,k,t,tam,1
zeenssenyl,zeenssenyl,rss,,ss,zeen,[''],"['ssen', 'yl']",zeenssenyl,control,r,,1,e,a,zaenssenyl,0
dekamnessly,dekamnessly,prss,p,ss,kam,['de'],"['ness', 'ly']",dekamnessly,target,p,0.0,0,d,t,tekamnessly,0
dobre,dobre,rs,,s,dob,[''],['re'],dobre,control,s,0.0,0,r,m,dobme,0
ersidnal,ersidnar,ppr,pp,,nal,"['er', 'sid']",[''],ersidnal,control,r,,2,l,r,ersidnar,1
undemonable,undemonable,pprs,pp,s,mon,"['un', 'de']",['able'],undemonable,target,p,0.0,1,n,l,uldemonable,0
undefener,undefener,pprs,pp,s,fen,"['un', 'de']",['er'],undefener,target,r,,2,n,y,undefeyer,0
nuedmakelba,luedmakelba,pprs,pp,s,mak,"['nu', 'ed']",['elba'],nuedmakelba,control,p,0.0,0,n,l,luedmakelba,1
erebnalre,erebnolre,pprs,pp,s,nal,"['er', 'eb']",['re'],erebnalre,control,r,,1,a,o,erebnolre,1
inneezerfull,inneezerfull,prss,p,ss,neez,['in'],"['er', 'full']",inneezerfull,target,p,0.0,0,i,a,anneezerfull,0
sirre,sorre,rs,,s,sir,[''],['re'],sirre,control,r,,1,i,o,sorre,1
makyllluf,makyllruf,rss,,ss,mak,[''],"['yl', 'lluf']",makyllluf,control,s,1.0,1,l,r,makyllruf,1
ketful,ketful,rs,,s,ket,[''],['ful'],ketful,target,r,,2,t,h,kehful,0
nef,nef,r,,,nef,[''],[''],nef,control,r,,1,e,a,naf,0
erptek,erptes,pr,p,,tek,['erp'],[''],erptek,control,r,,2,k,s,erptes,1
sirrelluf,sirrelluf,rss,,ss,sir,[''],"['re', 'lluf']",sirrelluf,control,s,0.0,0,r,w,sirwelluf,0
nizeenelba,niseenelba,prs,p,s,zeen,['ni'],['elba'],nizeenelba,control,r,,0,z,s,niseenelba,1
ninefluf,ninefluf,prs,p,s,nef,['ni'],['luf'],ninefluf,control,p,0.0,1,i,e,nenefluf,0
ninom,minom,pr,p,,nom,['ni'],[''],ninom,control,p,0.0,0,n,m,minom,1
riser,risem,rs,,s,ris,[''],['er'],riser,target,s,0.0,1,r,m,risem,1
erpnalyllluf,erpnalyllluf,prss,p,ss,nal,['erp'],"['yl', 'lluf']",erpnalyllluf,control,r,,0,n,l,erplalyllluf,0
nuedsirnoi,nuedsirnoi,pprs,pp,s,sir,"['nu', 'ed']",['noi'],nuedsirnoi,control,s,0.0,0,n,r,nuedsirroi,0
erpnefluf,arpnefluf,prs,p,s,nef,['erp'],['luf'],erpnefluf,control,p,0.0,0,e,a,arpnefluf,1
erpdobssenyl,erpdobssenyl,prss,p,ss,dob,['erp'],"['ssen', 'yl']",erpdobssenyl,control,s,0.0,2,e,a,erpdobssanyl,0
tek,tak,r,,,tek,[''],[''],tek,control,r,,1,e,a,tak,1
simmarssenyl,simmarssenyl,prss,p,ss,mar,['sim'],"['ssen', 'yl']",simmarssenyl,control,r,,0,m,r,simrarssenyl,0
maryllluf,maryllluf,rss,,ss,mar,[''],"['yl', 'lluf']",maryllluf,control,r,,0,m,r,raryllluf,0
decunable,decunablo,prs,p,s,cun,['de'],['able'],decunable,target,s,0.0,3,e,o,decunablo,1
misramer,misramer,prs,p,s,ram,['mis'],['er'],misramer,target,p,0.0,0,m,r,risramer,0
ramnessly,rarnessly,rss,,ss,ram,[''],"['ness', 'ly']",ramnessly,target,r,,2,m,r,rarnessly,1
nusir,nesir,pr,p,,sir,['nu'],[''],nusir,control,p,0.0,1,u,e,nesir,1
risable,risable,rs,,s,ris,[''],['able'],risable,target,s,0.0,0,a,e,riseble,0
undekamful,undekalful,pprs,pp,s,kam,"['un', 'de']",['ful'],undekamful,target,r,,2,m,l,undekalful,1
miscun,mascun,pr,p,,cun,['mis'],[''],miscun,target,p,0.0,1,i,a,mascun,1
nuednomluf,nuednomluf,pprs,pp,s,nom,"['nu', 'ed']",['luf'],nuednomluf,control,r,,0,n,y,nuedyomluf,0
rediscunion,rediscunion,pprs,pp,s,cun,"['re', 'dis']",['ion'],rediscunion,target,p,1.0,2,s,b,redibcunion,0
simtek,samtek,pr,p,,tek,['sim'],[''],simtek,control,p,0.0,1,i,a,samtek,1
rebekam,rebekam,ppr,pp,,kam,"['re', 'be']",[''],rebekam,target,r,,1,a,e,rebekem,0
underisable,underisoble,pprs,pp,s,ris,"['un', 'de']",['able'],underisable,target,s,0.0,0,a,o,underisoble,1
erpsirssenyl,erpsirssenyr,prss,p,ss,sir,['erp'],"['ssen', 'yl']",erpsirssenyl,control,s,1.0,1,l,r,erpsirssenyr,1
nuedtek,nuettek,ppr,pp,,tek,"['nu', 'ed']",[''],nuedtek,control,p,1.0,1,d,t,nuettek,1
erpzeenluf,erkzeenluf,prs,p,s,zeen,['erp'],['luf'],erpzeenluf,control,p,0.0,2,p,k,erkzeenluf,1
marnoi,marnoi,rs,,s,mar,[''],['noi'],marnoi,control,r,,1,a,i,mirnoi,0
maknoi,maknii,rs,,s,mak,[''],['noi'],maknoi,control,s,0.0,1,o,i,maknii,1
prebodful,preboddul,prs,p,s,bod,['pre'],['ful'],prebodful,target,s,0.0,0,f,d,preboddul,1
edzeenelba,edzeenelda,prs,p,s,zeen,['ed'],['elba'],edzeenelba,control,s,0.0,2,b,d,edzeenelda,1
sirelba,sirerba,rs,,s,sir,[''],['elba'],sirelba,control,s,0.0,1,l,r,sirerba,1
premon,premon,pr,p,,mon,['pre'],[''],premon,target,p,0.0,1,r,l,plemon,0
ersidtekre,ersidtekme,pprs,pp,s,tek,"['er', 'sid']",['re'],ersidtekre,control,s,0.0,0,r,m,ersidtekme,1
risnessly,risressly,rss,,ss,ris,[''],"['ness', 'ly']",risnessly,target,s,0.0,0,n,r,risressly,1
nidob,nidob,pr,p,,dob,['ni'],[''],nidob,control,p,0.0,0,n,m,midob,0
rebeneezful,rebeneezful,pprs,pp,s,neez,"['re', 'be']",['ful'],rebeneezful,target,r,,2,e,i,rebeneizful,0
ninucnoi,nenucnoi,prs,p,s,nuc,['ni'],['noi'],ninucnoi,control,p,0.0,1,i,e,nenucnoi,1
rebefener,ribefener,pprs,pp,s,fen,"['re', 'be']",['er'],rebefener,target,p,0.0,1,e,i,ribefener,1
erpnucre,erpnucre,prs,p,s,nuc,['erp'],['re'],erpnucre,control,s,0.0,0,r,w,erpnucwe,0
erebnef,erebneh,ppr,pp,,nef,"['er', 'eb']",[''],erebnef,control,r,,2,f,h,erebneh,1
bod,bov,r,,,bod,[''],[''],bod,target,r,,2,d,v,bov,1
sir,sir,r,,,sir,[''],[''],sir,control,r,,1,i,e,ser,0
ninalyllluf,nenalyllluf,prss,p,ss,nal,['ni'],"['yl', 'lluf']",ninalyllluf,control,p,0.0,1,i,e,nenalyllluf,1
simnalre,simnalre,prs,p,s,nal,['sim'],['re'],simnalre,control,r,,1,a,i,simnilre,0
ketnessly,ketnessly,rss,,ss,ket,[''],"['ness', 'ly']",ketnessly,target,r,,1,e,i,kitnessly,0
deris,denis,pr,p,,ris,['de'],[''],deris,target,r,,0,r,n,denis,1
inlan,inlan,pr,p,,lan,['in'],[''],inlan,target,r,,1,a,e,inlen,0
erpnal,erpnam,pr,p,,nal,['erp'],[''],erpnal,control,r,,2,l,m,erpnam,1
fenion,feneon,rs,,s,fen,[''],['ion'],fenion,target,s,0.0,0,i,e,feneon,1
nucelba,nucelba,rs,,s,nuc,[''],['elba'],nucelba,control,s,0.0,2,b,t,nucelta,0
erpnef,erpnef,pr,p,,nef,['erp'],[''],erpnef,control,r,,2,f,p,erpnep,0
erpdob,erpvob,pr,p,,dob,['erp'],[''],erpdob,control,r,,0,d,v,erpvob,1
nucssenyl,nucssenyl,rss,,ss,nuc,[''],"['ssen', 'yl']",nucssenyl,control,s,1.0,0,y,n,nucssennl,0
marssenyl,marssenyl,rss,,ss,mar,[''],"['ssen', 'yl']",marssenyl,control,s,0.0,3,n,r,marsseryl,0
sirre,sirle,rs,,s,sir,[''],['re'],sirre,control,s,0.0,0,r,l,sirle,1
nizeenrelluf,nizeenrelluf,prss,p,ss,zeen,['ni'],"['re', 'lluf']",nizeenrelluf,control,p,0.0,0,n,l,lizeenrelluf,0
prerisable,crerisable,prs,p,s,ris,['pre'],['able'],prerisable,target,p,0.0,0,p,c,crerisable,1
nefyllluf,nefyllluf,rss,,ss,nef,[''],"['yl', 'lluf']",nefyllluf,control,s,1.0,2,u,o,nefylllof,0
nuedtek,nuodtek,ppr,pp,,tek,"['nu', 'ed']",[''],nuedtek,control,p,1.0,0,e,o,nuodtek,1
makyllluf,makyllluf,rss,,ss,mak,[''],"['yl', 'lluf']",makyllluf,control,s,0.0,1,l,r,makyrlluf,0
ramer,ramen,rs,,s,ram,[''],['er'],ramer,target,s,0.0,1,r,n,ramen,1
makluf,makluf,rs,,s,mak,[''],['luf'],makluf,control,s,0.0,1,u,e,maklef,0
ednucyllluf,ednucyllluf,prss,p,ss,nuc,['ed'],"['yl', 'lluf']",ednucyllluf,control,r,,2,c,s,ednusyllluf,0
nusirnoi,nusirnoe,prs,p,s,sir,['nu'],['noi'],nusirnoi,control,s,0.0,2,i,e,nusirnoe,1
sirre,silre,rs,,s,sir,[''],['re'],sirre,control,r,,2,r,l,silre,1
nuedsirre,nuedsorre,pprs,pp,s,sir,"['nu', 'ed']",['re'],nuedsirre,control,r,,1,i,o,nuedsorre,1
precun,precun,pr,p,,cun,['pre'],[''],precun,target,r,,0,c,s,presun,0
undeneez,undeneez,ppr,pp,,neez,"['un', 'de']",[''],undeneez,target,r,,1,e,o,undenoez,0
unbod,unbed,pr,p,,bod,['un'],[''],unbod,target,r,,1,o,e,unbed,1
erebzeen,erebzeen,ppr,pp,,zeen,"['er', 'eb']",[''],erebzeen,control,r,,0,z,v,erebveen,0
inneezable,inneezablu,prs,p,s,neez,['in'],['able'],inneezable,target,s,0.0,3,e,u,inneezablu,1
erebnalre,erebnalri,pprs,pp,s,nal,"['er', 'eb']",['re'],erebnalre,control,s,0.0,1,e,i,erebnalri,1
undebodful,undebodful,pprs,pp,s,bod,"['un', 'de']",['ful'],undebodful,target,s,0.0,2,l,r,undebodfur,0
rebekamion,rebekamion,pprs,pp,s,kam,"['re', 'be']",['ion'],rebekamion,target,p,0.0,0,r,m,mebekamion,0
monerfull,monerfull,rss,,ss,mon,[''],"['er', 'full']",monerfull,target,s,1.0,2,l,w,monerfuwl,0
nitekyllluf,nitekyllnuf,prss,p,ss,tek,['ni'],"['yl', 'lluf']",nitekyllluf,control,s,1.0,1,l,n,nitekyllnuf,1
unket,unhet,pr,p,,ket,['un'],[''],unket,target,r,,0,k,h,unhet,1
nusirssenyl,nusirssenyr,prss,p,ss,sir,['nu'],"['ssen', 'yl']",nusirssenyl,control,s,1.0,1,l,r,nusirssenyr,1
undeket,unpeket,ppr,pp,,ket,"['un', 'de']",[''],undeket,target,p,1.0,0,d,p,unpeket,1
ersidnefre,ersidnefru,pprs,pp,s,nef,"['er', 'sid']",['re'],ersidnefre,control,s,0.0,1,e,u,ersidnefru,1
simsir,simsir,pr,p,,sir,['sim'],[''],simsir,control,r,,2,r,m,simsim,0
unkam,unkam,pr,p,,kam,['un'],[''],unkam,target,r,,2,m,n,unkan,0
cunerfull,cunerfull,rss,,ss,cun,[''],"['er', 'full']",cunerfull,target,s,1.0,1,u,e,cunerfell,0
nisir,nisir,pr,p,,sir,['ni'],[''],nisir,control,p,0.0,1,i,e,nesir,0
redisramer,redisramer,pprs,pp,s,ram,"['re', 'dis']",['er'],redisramer,target,s,0.0,1,r,m,redisramem,0
ketion,setion,rs,,s,ket,[''],['ion'],ketion,target,r,,0,k,s,setion,1
redisrisable,redismisable,pprs,pp,s,ris,"['re', 'dis']",['able'],redisrisable,target,r,,0,r,m,redismisable,1
premonerfull,sremonerfull,prss,p,ss,mon,['pre'],"['er', 'full']",premonerfull,target,p,0.0,0,p,s,sremonerfull,1
neezlyfull,neezlyfull,rss,,ss,neez,[''],"['ly', 'full']",neezlyfull,target,s,0.0,1,y,m,neezlmfull,0
infenion,infeniom,prs,p,s,fen,['in'],['ion'],infenion,target,s,0.0,2,n,m,infeniom,1
inkamlyfull,inkemlyfull,prss,p,ss,kam,['in'],"['ly', 'full']",inkamlyfull,target,r,,1,a,e,inkemlyfull,1
neezerfull,neezerfull,rss,,ss,neez,[''],"['er', 'full']",neezerfull,target,s,1.0,3,l,m,neezerfulm,0
boder,bober,rs,,s,bod,[''],['er'],boder,target,r,,2,d,b,bober,1
erpmak,erpmak,pr,p,,mak,['erp'],[''],erpmak,control,p,0.0,2,p,t,ertmak,0
monlyfull,monlyfulr,rss,,ss,mon,[''],"['ly', 'full']",monlyfull,target,s,1.0,3,l,r,monlyfulr,1
derislyfull,derislyfull,prss,p,ss,ris,['de'],"['ly', 'full']",derislyfull,target,s,1.0,0,f,d,derislydull,0
redisboder,redisboder,pprs,pp,s,bod,"['re', 'dis']",['er'],redisboder,target,r,,0,b,p,redispoder,0
nuednomre,nuebnomre,pprs,pp,s,nom,"['nu', 'ed']",['re'],nuednomre,control,p,1.0,1,d,b,nuebnomre,1
ersidnomnoi,ewsidnomnoi,pprs,pp,s,nom,"['er', 'sid']",['noi'],ersidnomnoi,control,p,0.0,1,r,w,ewsidnomnoi,1
erpmakluf,erpmaklif,prs,p,s,mak,['erp'],['luf'],erpmakluf,control,s,0.0,1,u,i,erpmaklif,1
deneez,deneez,pr,p,,neez,['de'],[''],deneez,target,r,,2,e,i,deneiz,0
nuzeenluf,nuteenluf,prs,p,s,zeen,['nu'],['luf'],nuzeenluf,control,r,,0,z,t,nuteenluf,1
misramnessly,musramnessly,prss,p,ss,ram,['mis'],"['ness', 'ly']",misramnessly,target,p,0.0,1,i,u,musramnessly,1
nuc,ruc,r,,,nuc,[''],[''],nuc,control,r,,0,n,r,ruc,1
deramable,deramable,prs,p,s,ram,['de'],['able'],deramable,target,s,0.0,0,a,i,deramible,0
undekam,uydekam,ppr,pp,,kam,"['un', 'de']",[''],undekam,target,p,0.0,1,n,y,uydekam,1
prebodlyfull,prebodlyfull,prss,p,ss,bod,['pre'],"['ly', 'full']",prebodlyfull,target,p,0.0,0,p,f,frebodlyfull,0
nucssenyl,nucpsenyl,rss,,ss,nuc,[''],"['ssen', 'yl']",nucssenyl,control,s,0.0,0,s,p,nucpsenyl,1
monable,monable,rs,,s,mon,[''],['able'],monable,target,r,,0,m,r,ronable,0
prerisnessly,prerisnessly,prss,p,ss,ris,['pre'],"['ness', 'ly']",prerisnessly,target,r,,2,s,d,preridnessly,0
inriser,inriser,prs,p,s,ris,['in'],['er'],inriser,target,p,0.0,1,n,r,irriser,0
deramful,deremful,prs,p,s,ram,['de'],['ful'],deramful,target,r,,1,a,e,deremful,1
nuedmar,nuedmor,ppr,pp,,mar,"['nu', 'ed']",[''],nuedmar,control,r,,1,a,o,nuedmor,1
unlannessly,unlennessly,prss,p,ss,lan,['un'],"['ness', 'ly']",unlannessly,target,r,,1,a,e,unlennessly,1
underamer,underamer,pprs,pp,s,ram,"['un', 'de']",['er'],underamer,target,s,0.0,0,e,o,underamor,0
kamion,kameon,rs,,s,kam,[''],['ion'],kamion,target,s,0.0,0,i,e,kameon,1
nomluf,nolluf,rs,,s,nom,[''],['luf'],nomluf,control,r,,2,m,l,nolluf,1
keter,keper,rs,,s,ket,[''],['er'],keter,target,r,,2,t,p,keper,1
misneezer,misneezer,prs,p,s,neez,['mis'],['er'],misneezer,target,s,0.0,1,r,m,misneezem,0
nuedmarre,ruedmarre,pprs,pp,s,mar,"['nu', 'ed']",['re'],nuedmarre,control,p,0.0,0,n,r,ruedmarre,1
inram,imram,pr,p,,ram,['in'],[''],inram,target,p,0.0,1,n,m,imram,1
ednal,ednel,pr,p,,nal,['ed'],[''],ednal,control,r,,1,a,e,ednel,1
bodnessly,bodnesslr,rss,,ss,bod,[''],"['ness', 'ly']",bodnessly,target,s,1.0,1,y,r,bodnesslr,1
nuednefluf,nuednefluf,pprs,pp,s,nef,"['nu', 'ed']",['luf'],nuednefluf,control,p,1.0,1,d,t,nuetnefluf,0
redislan,resislan,ppr,pp,,lan,"['re', 'dis']",[''],redislan,target,p,1.0,0,d,s,resislan,1
erptekre,erptekre,prs,p,s,tek,['erp'],['re'],erptekre,control,p,0.0,1,r,m,emptekre,0
marrelluf,marrelluf,rss,,ss,mar,[''],"['re', 'lluf']",marrelluf,control,s,0.0,0,r,y,maryelluf,0
