first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
remisdeiway,remisdeiway,pppr,ppp,,iway,re_mis_de,,remisdeiway,target,p,0.0,1,e,o,romisdeiway,0
ernusimnahcevi,ernusimnahcevi,ppprs,ppp,s,nahc,er_nu_sim,evi,ernusimnahcevi,control,r,,2,h,t,ernusimnatcevi,0
edkobre,edkebre,prs,p,s,kob,ed,re,edkobre,control,r,,1,o,e,edkebre,1
rebeflonalable,rebeflonalable,pprss,pp,ss,flon,re_be,al_able,rebeflonalable,target,s,0.0,1,l,r,rebeflonarable,0
rebelof,rebelof,ppr,pp,,lof,re_be,,rebelof,target,p,0.0,1,e,o,robelof,0
trupation,trupation,rs,,s,trup,,ation,trupation,target,r,,1,r,l,tlupation,0
nuedsarbpihssselssen,nuedsarspihssselssen,pprsss,pp,sss,sarb,nu_ed,pihs_ssel_ssen,nuedsarbpihssselssen,control,r,,3,b,s,nuedsarspihssselssen,1
rollyness,rollyness,rss,,ss,rol,,ly_ness,rollyness,target,s,0.0,0,l,w,rolwyness,0
rebetrupian,rebetrupian,pprs,pp,s,trup,re_be,ian,rebetrupian,target,s,0.0,0,i,u,rebetrupuan,0
remisdekeirshiplessness,rerisdekeirshiplessness,ppprsss,ppp,sss,keir,re_mis_de,ship_less_ness,remisdekeirshiplessness,target,p,1.0,0,m,r,rerisdekeirshiplessness,1
ersidbrayegaelba,ersidtrayegaelba,pprss,pp,ss,bray,er_sid,ega_elba,ersidbrayegaelba,control,r,,0,b,t,ersidtrayegaelba,1
ersimednofl,ersimednofl,pppr,ppp,,nofl,er_sim_ed,,ersimednofl,control,r,,2,f,d,ersimednodl,0
remisdecarp,remisducarp,pppr,ppp,,carp,re_mis_de,,remisdecarp,target,p,2.0,1,e,u,remisducarp,1
nuwertemos,nuwertemos,prs,p,s,wert,nu,emos,nuwertemos,control,p,0.0,0,n,m,muwertemos,0
unflonsome,unflonsome,prs,p,s,flon,un,some,unflonsome,target,s,0.0,1,o,e,unflonseme,0
undeber,undefer,ppr,pp,,ber,un_de,,undeber,target,r,,0,b,f,undefer,1
ersimednef,ersimedneb,pppr,ppp,,nef,er_sim_ed,,ersimednef,control,r,,2,f,b,ersimedneb,1
unres,unros,pr,p,,res,un,,unres,target,r,,1,e,o,unros,1
remisdekotshiplessness,ramisdekotshiplessness,ppprsss,ppp,sss,kot,re_mis_de,ship_less_ness,remisdekotshiplessness,target,p,0.0,1,e,a,ramisdekotshiplessness,1
ersimedbraypihssselssen,ersimedbmaypihssselssen,ppprsss,ppp,sss,bray,er_sim_ed,pihs_ssel_ssen,ersimedbraypihssselssen,control,r,,1,r,m,ersimedbmaypihssselssen,1
nuedmar,nuedmar,ppr,pp,,mar,nu_ed,,nuedmar,control,p,1.0,1,d,h,nuehmar,0
noflnoita,nofrnoita,rs,,s,nofl,,noita,noflnoita,control,r,,3,l,r,nofrnoita,1
remisdeglocette,remisdeglocecte,ppprs,ppp,s,gloc,re_mis_de,ette,remisdeglocette,target,s,0.0,1,t,c,remisdeglocecte,1
pregorwshipless,pregorwshipless,prss,p,ss,gorw,pre,ship_less,pregorwshipless,target,p,0.0,2,e,a,pragorwshipless,0
unlof,unlof,pr,p,,lof,un,,unlof,target,p,0.0,0,u,o,onlof,0
carpalable,carpalable,rss,,ss,carp,,al_able,carpalable,target,r,,2,r,y,caypalable,0
zuc,zoc,r,,,zuc,,,zuc,target,r,,1,u,o,zoc,1
keiralableness,kiiralableness,rsss,,sss,keir,,al_able_ness,keiralableness,target,r,,1,e,i,kiiralableness,1
ersimedbralpihsssel,ersimedbralpihspsel,ppprss,ppp,ss,bral,er_sim_ed,pihs_ssel,ersimedbralpihsssel,control,s,1.0,0,s,p,ersimedbralpihspsel,1
remisdegesical,remisdegisical,ppprss,ppp,ss,ges,re_mis_de,ic_al,remisdegesical,target,r,,1,e,i,remisdegisical,1
nuedyelevi,nuedyelevi,pprs,pp,s,yel,nu_ed,evi,nuedyelevi,control,s,0.0,1,v,h,nuedyelehi,0
pregolur,tregolur,pr,p,,golur,pre,,pregolur,target,p,0.0,0,p,t,tregolur,1
trup,prup,r,,,trup,,,trup,target,r,,0,t,p,prup,1
rebegloc,ribegloc,ppr,pp,,gloc,re_be,,rebegloc,target,p,0.0,1,e,i,ribegloc,1
remisdecarpiveness,remisdecarpiveyess,ppprss,ppp,ss,carp,re_mis_de,ive_ness,remisdecarpiveness,target,s,1.0,0,n,y,remisdecarpiveyess,1
niyel,niyel,pr,p,,yel,ni,,niyel,control,p,0.0,1,i,a,nayel,0
bodshiplessness,bodshiplessness,rsss,,sss,bod,,ship_less_ness,bodshiplessness,target,s,1.0,1,e,a,bodshiplassness,0
edyawilaelba,odyawilaelba,prss,p,ss,yawi,ed,la_elba,edyawilaelba,control,p,0.0,0,e,o,odyawilaelba,1
nutrihyfi,nutrihyfi,prs,p,s,trih,nu,yfi,nutrihyfi,control,r,,0,t,c,nucrihyfi,0
remisdezucly,remisdezocly,ppprs,ppp,s,zuc,re_mis_de,ly,remisdezucly,target,r,,1,u,o,remisdezocly,1
ersimedyelpihssselssen,ersimedyelpihssselssen,ppprsss,ppp,sss,yel,er_sim_ed,pihs_ssel_ssen,ersimedyelpihssselssen,control,r,,1,e,o,ersimedyolpihssselssen,0
ernusimnurdtna,ernusimnurdtna,ppprs,ppp,s,nurd,er_nu_sim,tna,ernusimnurdtna,control,p,0.0,0,e,a,arnusimnurdtna,0
unramlyness,unramlyness,prss,p,ss,ram,un,ly_ness,unramlyness,target,p,0.0,1,n,r,urramlyness,0
nisalsuoiyl,nisulsuoiyl,prss,p,ss,sal,ni,suoi_yl,nisalsuoiyl,control,r,,1,a,u,nisulsuoiyl,1
carpful,calpful,rs,,s,carp,,ful,carpful,target,r,,2,r,l,calpful,1
underes,underes,ppr,pp,,res,un_de,,underes,target,r,,1,e,i,underis,0
undelanness,undelanness,pprs,pp,s,lan,un_de,ness,undelanness,target,s,0.0,0,n,m,undelanmess,0
nunalyre,numalyre,prs,p,s,nal,nu,yre,nunalyre,control,r,,0,n,m,numalyre,1
reunmisboklessness,reunmistoklessness,ppprss,ppp,ss,bok,re_un_mis,less_ness,reunmisboklessness,target,r,,0,b,t,reunmistoklessness,1
ersidtregevissen,ersidtregevissen,pprss,pp,ss,treg,er_sid,evi_ssen,ersidtregevissen,control,s,0.0,2,i,o,ersidtregevossen,0
inbokically,inbokically,prsss,p,sss,bok,in,ic_al_ly,inbokically,target,s,0.0,1,c,d,inbokidally,0
drunageable,drunafeable,rss,,ss,drun,,age_able,drunageable,target,s,0.0,1,g,f,drunafeable,1
ersimednucnoita,ersimecnucnoita,ppprs,ppp,s,nuc,er_sim_ed,noita,ersimednucnoita,control,p,2.0,1,d,c,ersimecnucnoita,1
trupable,trucable,rs,,s,trup,,able,trupable,target,r,,3,p,c,trucable,1
