Word,Frequency,Root,Prefix,Suffix,Condition,Wordlength
sobriquets,53,sobriquets,,,r,10
flautist's,53,flautist's,,,r,10
WILHELMINA,51,WILHELMINA,,,r,10
solipsists,51,solipsists,,,r,10
courgettes,51,courgettes,,,r,10
Muscovites,50,Muscovites,,,r,10
cotillions,49,cotillions,,,r,10
flummoxing,48,flummoxing,,,r,10
permafrost,48,permafrost,,,r,10
insentient,48,insentient,,,r,10
opprobrium,47,opprobrium,,,r,10
effrontery,47,effrontery,,,r,10
stalagmite,47,stalagmite,,,r,10
scriveners,46,scriveners,,,r,10
quadruples,46,quadruples,,,r,10
intermezzo,46,intermezzo,,,r,10
cuckolding,46,cuckolding,,,r,10
couchettes,46,couchettes,,,r,10
puissances,45,puissances,,,r,10
polonaises,45,polonaises,,,r,10
ragamuffin,45,ragamuffin,,,r,10
cummerbund,45,cummerbund,,,r,10
shibboleth,44,shibboleth,,,r,10
mendicants,44,mendicants,,,r,10
creosoting,44,creosoting,,,r,10
blancmange,44,blancmange,,,r,10
nasturtium,43,nasturtium,,,r,10
celandines,43,celandines,,,r,10
coloratura,42,coloratura,,,r,10
caterwauls,42,caterwauls,,,r,10
apothecary,42,apothecary,,,r,10
terracotta,40,terracotta,,,r,10
gorgonzola,40,gorgonzola,,,r,10
hydrangeas,39,hydrangeas,,,r,10
COLLIMATED,39,COLLIMATED,,,r,10
blandished,38,blandished,,,r,10
blandishes,38,blandishes,,,r,10
contusions,38,contusions,,,r,10
maundering,37,maundering,,,r,10
imbroglios,37,imbroglios,,,r,10
brasseries,37,brasseries,,,r,10
ZEFFIRELLI,36,ZEFFIRELLI,,,r,10
kookaburra,35,kookaburra,,,r,10
contraltos,35,contraltos,,,r,10
stalactite,35,stalactite,,,r,10
sanatorium,35,sanatorium,,,r,10
raconteurs,34,raconteurs,,,r,10
malingered,34,malingered,,,r,10
briquettes,34,briquettes,,,r,10
minestrone,34,minestrone,,,r,10
epistolary,33,epistolary,,,r,10
diaphanous,33,diaphanous,,,r,10
cormorants,33,cormorants,,,r,10
bagatelles,33,bagatelles,,,r,10
antipodean,33,antipodean,,,r,10
tarpaulins,33,tarpaulins,,,r,10
Saturnalia,33,Saturnalia,,,r,10
roustabout,32,roustabout,,,r,10
macerating,32,macerating,,,r,10
iniquitous,32,iniquitous,,,r,10
quadrilles,31,quadrilles,,,r,10
portcullis,31,portcullis,,,r,10
poulticing,31,poulticing,,,r,10
discrepant,31,discrepant,,,r,10
abnegating,31,abnegating,,,r,10
tessellate,30,tessellate,,,r,10
threnodies,30,threnodies,,,r,10
schnitzels,30,schnitzels,,,r,10
budgerigar,30,budgerigar,,,r,10
palavering,29,palavering,,,r,10
importuned,29,importuned,,,r,10
importunes,29,importunes,,,r,10
EMBOUCHURE,29,EMBOUCHURE,,,r,10
codswallop,29,codswallop,,,r,10
Camemberts,29,Camemberts,,,r,10
librettist,28,librettist,,,r,10
peremptory,28,peremptory,,,r,10
suppurated,27,suppurated,,,r,10
suppurates,27,suppurates,,,r,10
glissading,27,glissading,,,r,10
affiancing,27,affiancing,,,r,10
Cassiopeia,27,Cassiopeia,,,r,10
trepanning,26,trepanning,,,r,10
stentorian,26,stentorian,,,r,10
skedaddled,26,skedaddled,,,r,10
skedaddles,26,skedaddles,,,r,10
anthracite,26,anthracite,,,r,10
allegretto,26,allegretto,,,r,10
speedwells,25,speedwells,,,r,10
salubrious,25,salubrious,,,r,10
insouciant,25,insouciant,,,r,10
catatonias,25,catatonias,,,r,10
maraschino,25,maraschino,,,r,10
precentors,24,precentors,,,r,10
escutcheon,24,escutcheon,,,r,10
campaniles,24,campaniles,,,r,10
carbuncles,24,carbuncles,,,r,10
bituminous,24,bituminous,,,r,10
impresario,24,impresario,,,r,10
rigmaroles,23,rigmaroles,,,r,10
novitiates,23,novitiates,,,r,10
BERKSHIRES,23,BERKSHIRES,,,r,10
aspidistra,23,aspidistra,,,r,10
syphilitic,22,syphilitic,,,r,10
FERDINANDO,22,FERDINANDO,,,r,10
delphinium,22,delphinium,,,r,10
vermicelli,22,vermicelli,,,r,10
sculleries,21,sculleries,,,r,10
ptarmigans,21,ptarmigans,,,r,10
maharajahs,21,maharajahs,,,r,10
manumitted,21,manumitted,,,r,10
defalcated,21,defalcated,,,r,10
defalcates,21,defalcates,,,r,10
croquettes,21,croquettes,,,r,10
choristers,21,choristers,,,r,10
pantaloons,21,pantaloons,,,r,10
stevedores,20,stevedores,,,r,10
MESENTERIC,20,MESENTERIC,,,r,10
amanuensis,19,amanuensis,,,r,10
whirligigs,19,whirligigs,,,r,10
percipient,19,percipient,,,r,10
nonpareils,19,nonpareils,,,r,10
fricasseed,18,fricasseed,,,r,10
fricassees,18,fricassees,,,r,10
cotyledons,18,cotyledons,,,r,10
Barbadians,18,Barbadians,,,r,10
chaperoned,18,chaperoned,,,r,10
scrummaged,17,scrummaged,,,r,10
scrummages,17,scrummages,,,r,10
oleaginous,17,oleaginous,,,r,10
hollyhocks,17,hollyhocks,,,r,10
diffidence,17,diffidence,,,r,10
TERRAMYCIN,16,TERRAMYCIN,,,r,10
meridional,16,meridional,,,r,10
leitmotifs,16,leitmotifs,,,r,10
glissandos,16,glissandos,,,r,10
couturiers,16,couturiers,,,r,10
picaresque,15,picaresque,,,r,10
persiflage,15,persiflage,,,r,10
panjandrum,15,panjandrum,,,r,10
obbligatos,15,obbligatos,,,r,10
fusillades,15,fusillades,,,r,10
equipoises,15,equipoises,,,r,10
AGGLUTININ,15,AGGLUTININ,,,r,10
sacerdotal,14,sacerdotal,,,r,10
fripperies,14,fripperies,,,r,10
BUDWEISERS,14,BUDWEISERS,,,r,10
myocardium,14,myocardium,,,r,10
theodolite,13,theodolite,,,r,10
serviettes,13,serviettes,,,r,10
patisserie,13,patisserie,,,r,10
gallivants,13,gallivants,,,r,10
gambolling,13,gambolling,,,r,10
CONNOLLY'S,13,CONNOLLY'S,,,r,10
astigmatic,13,astigmatic,,,r,10
tarantella,12,tarantella,,,r,10
mustachios,12,mustachios,,,r,10
coruscated,12,coruscated,,,r,10
coruscates,12,coruscates,,,r,10
coquetries,12,coquetries,,,r,10
mountebank,11,mountebank,,,r,10
humdingers,11,humdingers,,,r,10
galumphing,11,galumphing,,,r,10
cicatrices,11,cicatrices,,,r,10
ANTIPHONAL,11,ANTIPHONAL,,,r,10
anemometer,11,anemometer,,,r,10
peccadillo,10,peccadillo,,,r,10
manometers,10,manometers,,,r,10
chilblains,10,chilblains,,,r,10
alpenhorns,9,alpenhorns,,,r,10
panegyrics,9,panegyrics,,,r,10
imprecated,9,imprecated,,,r,10
imprecates,9,imprecates,,,r,10
identikits,9,identikits,,,r,10
garrotting,9,garrotting,,,r,10
chirruping,9,chirruping,,,r,10
CATHERWOOD,9,CATHERWOOD,,,r,10
canoodling,9,canoodling,,,r,10
BELSHAZZAR,9,BELSHAZZAR,,,r,10
trephining,8,trephining,,,r,10
spatchcock,8,spatchcock,,,r,10
sforzandos,8,sforzandos,,,r,10
scrofulous,8,scrofulous,,,r,10
peculating,8,peculating,,,r,10
glistering,8,glistering,,,r,10
expatiated,8,expatiated,,,r,10
expatiates,8,expatiates,,,r,10
emollients,8,emollients,,,r,10
CORIOLANUS,8,CORIOLANUS,,,r,10
comestible,8,comestible,,,r,10
arquebuses,8,arquebuses,,,r,10
asseverate,8,asseverate,,,r,10
sepulchral,8,sepulchral,,,r,10
Apollonian,8,Apollonian,,,r,10
ambuscaded,7,ambuscaded,,,r,10
ambuscades,7,ambuscades,,,r,10
PROKOFIEFF,7,PROKOFIEFF,,,r,10
phalaropes,7,phalaropes,,,r,10
Mauritians,7,Mauritians,,,r,10
genuflects,7,genuflects,,,r,10
dentifrice,7,dentifrice,,,r,10
contemning,7,contemning,,,r,10
WOODCOCK'S,6,WOODCOCK'S,,,r,10
hotchpotch,6,hotchpotch,,,r,10
ebullience,6,ebullience,,,r,10
dilettanti,6,dilettanti,,,r,10
BARRYMORES,6,BARRYMORES,,,r,10
asperities,6,asperities,,,r,10
diminuendo,6,diminuendo,,,r,10
abstemious,6,abstemious,,,r,10
ANDROMACHE,5,ANDROMACHE,,,r,10
proroguing,5,proroguing,,,r,10
proscenium,5,proscenium,,,r,10
pluperfect,5,pluperfect,,,r,10
kittiwakes,5,kittiwakes,,,r,10
integument,5,integument,,,r,10
flageolets,5,flageolets,,,r,10
Madagascan,5,Madagascan,,,r,10
WOODBURY'S,4,WOODBURY'S,,,r,10
peroration,4,peroration,,,r,10
gaucheries,4,gaucheries,,,r,10
flummeries,4,flummeries,,,r,10
episcopacy,4,episcopacy,,,r,10
damascened,4,damascened,,,r,10
damascenes,4,damascenes,,,r,10
BERNARDINE,4,BERNARDINE,,,r,10
BEAUCHAMPS,4,BEAUCHAMPS,,,r,10
phantasmic,4,phantasmic,,,r,10
alpenstock,3,alpenstock,,,r,10
scantlings,3,scantlings,,,r,10
jackanapes,3,jackanapes,,,r,10
excrescent,3,excrescent,,,r,10
deliquesce,3,deliquesce,,,r,10
corroboree,3,corroboree,,,r,10
blethering,3,blethering,,,r,10
balustrade,3,balustrade,,,r,10
bandoleers,3,bandoleers,,,r,10
postilions,2,postilions,,,r,10
piccaninny,2,piccaninny,,,r,10
pernickety,2,pernickety,,,r,10
GREENSWARD,2,GREENSWARD,,,r,10
escritoire,2,escritoire,,,r,10
cinquefoil,2,cinquefoil,,,r,10
cataleptic,2,cataleptic,,,r,10
BALAGUER'S,2,BALAGUER'S,,,r,10
suffragans,1,suffragans,,,r,10
seriocomic,1,seriocomic,,,r,10
preterites,1,preterites,,,r,10
poulterers,1,poulterers,,,r,10
mangosteen,1,mangosteen,,,r,10
harmattans,1,harmattans,,,r,10
erysipelas,1,erysipelas,,,r,10
embrocated,1,embrocated,,,r,10
embrocates,1,embrocates,,,r,10
cockchafer,1,cockchafer,,,r,10
BIJOUTERIE,1,BIJOUTERIE,,,r,10
auriferous,1,auriferous,,,r,10
amanuenses,0,amanuenses,,,r,10
anchorites,0,anchorites,,,r,10
titivating,0,titivating,,,r,10
THIOURACIL,0,THIOURACIL,,,r,10
THYROTOXIC,0,THYROTOXIC,,,r,10
stertorous,0,stertorous,,,r,10
scutcheons,0,scutcheons,,,r,10
sempstress,0,sempstress,,,r,10
SERBANTIAN,0,SERBANTIAN,,,r,10
scrimshank,0,scrimshank,,,r,10
ROARINGEST,0,ROARINGEST,,,r,10
prebendary,0,prebendary,,,r,10
poniarding,0,poniarding,,,r,10
LASSWITZ'S,0,LASSWITZ'S,,,r,10
HERBERET'S,0,HERBERET'S,,,r,10
embrasures,0,embrasures,,,r,10
ECUMENISTS,0,ECUMENISTS,,,r,10
distrained,0,distrained,,,r,10
conspectus,0,conspectus,,,r,10
CARYATIDES,0,CARYATIDES,,,r,10
AUREOMYCIN,0,AUREOMYCIN,,,r,10
appliqueed,0,appliqueed,,,r,10
animadvert,0,animadvert,,,r,10
wainscoted,0,wainscoted,,,r,10
articling,925892,articling,,,r,9
shouldn't,624422,shouldn't,,,r,9
informing,510787,informing,,,r,9
program's,481435,program's,,,r,9
groupings,401691,groupings,,,r,9
interests,381437,interests,,,r,9
following,364417,following,,,r,9
numbering,364121,numbering,,,r,9
differing,354248,differing,,,r,9
directing,349572,directing,,,r,9
questions,345509,questions,,,r,9
supported,345119,supported,,,r,9
computing,344318,computing,,,r,9
pressings,340039,pressings,,,r,9
another's,287729,another's,,,r,9
bettering,285572,bettering,,,r,9
developed,284175,developed,,,r,9
orderings,283707,orderings,,,r,9
addressed,276501,addressed,,,r,9
addresses,276501,addresses,,,r,9
possibles,259443,possibles,,,r,9
searching,254138,searching,,,r,9
reasoning,246334,reasoning,,,r,9
believing,243960,believing,,,r,9
America's,237016,America's,,,r,9
considers,214085,considers,,,r,9
soundings,213436,soundings,,,r,9
governing,211374,governing,,,r,9
offerings,206795,offerings,,,r,9
designing,199252,designing,,,r,9
completed,197347,completed,,,r,9
completes,197347,completes,,,r,9
happening,191083,happening,,,r,9
printings,186720,printings,,,r,9
seconding,184661,seconding,,,r,9
answering,177710,answering,,,r,9
machining,175428,machining,,,r,9
marketing,173720,marketing,,,r,9
schooling,173427,schooling,,,r,9
centering,173066,centering,,,r,9
referring,171900,referring,,,r,9
levelling,170113,levelling,,,r,9
suggested,166584,suggested,,,r,9
contacted,165812,contacted,,,r,9
countries,161747,countries,,,r,9
country's,161747,country's,,,r,9
clearings,160647,clearings,,,r,9
recording,160192,recording,,,r,9
connected,157501,connected,,,r,9
stallings,156702,stallings,,,r,9
remembers,156047,remembers,,,r,9
coverings,153545,coverings,,,r,9
corrected,153124,corrected,,,r,9
resulting,151366,resulting,,,r,9
appearing,150702,appearing,,,r,9
standards,148681,standards,,,r,9
performed,145804,performed,,,r,9
releasing,144416,releasing,,,r,9
wondering,143680,wondering,,,r,9
stoppings,143437,stoppings,,,r,9
libraries,142066,libraries,,,r,9
continued,141133,continued,,,r,9
continues,141133,continues,,,r,9
documents,141114,documents,,,r,9
character,139694,character,,,r,9
commanded,135977,commanded,,,r,9
command's,135977,command's,,,r,9
commented,135562,commented,,,r,9
returning,134342,returning,,,r,9
mattering,130984,mattering,,,r,9
beginning,129650,beginning,,,r,9
Coloureds,127890,Coloureds,,,r,9
colouring,127890,colouring,,,r,9
particles,127758,particles,,,r,9
grounding,127623,grounding,,,r,9
advancing,126806,advancing,,,r,9
languages,126340,languages,,,r,9
presented,125398,presented,,,r,9
accepting,124806,accepting,,,r,9
expecting,122529,expecting,,,r,9
buildings,121790,buildings,,,r,9
lettering,121438,lettering,,,r,9
mentioned,120616,mentioned,,,r,9
condition,116636,condition,,,r,9
ministers,116543,ministers,,,r,9
mountings,116277,mountings,,,r,9
totalling,116246,totalling,,,r,9
employing,116155,employing,,,r,9
regarding,115432,regarding,,,r,9
sequenced,114018,sequenced,,,r,9
sequences,114018,sequences,,,r,9
WATCHINGS,112901,WATCHINGS,,,r,9
detailing,112568,detailing,,,r,9
preferred,110685,preferred,,,r,9
responses,110580,responses,,,r,9
published,110434,published,,,r,9
publishes,110434,publishes,,,r,9
modelling,109903,modelling,,,r,9
explained,108567,explained,,,r,9
collected,108303,collected,,,r,9
functions,108132,functions,,,r,9
couplings,107249,couplings,,,r,9
environed,105667,environed,,,r,9
professed,104442,professed,,,r,9
professes,104442,professes,,,r,9
accounted,103350,accounted,,,r,9
Michael's,102268,Michael's,,,r,9
featuring,102127,featuring,,,r,9
selecting,101048,selecting,,,r,9
educating,98950,educating,,,r,9
protected,96523,protected,,,r,9
excelling,96427,excelling,,,r,9
furthered,95777,furthered,,,r,9
resources,94365,resources,,,r,9
comparing,92875,comparing,,,r,9
compiling,91548,compiling,,,r,9
presiding,91172,presiding,,,r,9
successes,90090,successes,,,r,9
materials,90063,materials,,,r,9
represent,89097,represent,,,r,9
responded,89025,responded,,,r,9
screening,88645,screening,,,r,9
concerned,87873,concerned,,,r,9
communing,87552,communing,,,r,9
mastering,86963,mastering,,,r,9
droppings,84961,droppings,,,r,9
teachings,84480,teachings,,,r,9
japanning,84192,japanning,,,r,9
college's,84064,college's,,,r,9
consulted,84062,consulted,,,r,9
opportune,83708,opportune,,,r,9
attacking,83438,attacking,,,r,9
recommend,83096,recommend,,,r,9
culture's,80328,culture's,,,r,9
magazines,79844,magazines,,,r,9
according,79768,according,,,r,9
attempted,78959,attempted,,,r,9
registers,77879,registers,,,r,9
attending,77400,attending,,,r,9
maintains,77131,maintains,,,r,9
auctioned,77033,auctioned,,,r,9
situating,76322,situating,,,r,9
threading,74493,threading,,,r,9
forwarded,74120,forwarded,,,r,9
indicated,74032,indicated,,,r,9
indicates,74032,indicates,,,r,9
traveling,73210,traveling,,,r,9
travelled,73210,travelled,,,r,9
purposing,73204,purposing,,,r,9
displayed,73092,displayed,,,r,9
competing,72717,competing,,,r,9
immediate,72398,immediate,,,r,9
contracts,72251,contracts,,,r,9
purchased,71764,purchased,,,r,9
purchases,71764,purchases,,,r,9
benefited,70422,benefited,,,r,9
difficult,70241,difficult,,,r,9
supplying,70143,supplying,,,r,9
discussed,70044,discussed,,,r,9
discusses,70044,discusses,,,r,9
respected,69236,respected,,,r,9
monitored,68436,monitored,,,r,9
switching,68072,switching,,,r,9
fingering,67683,fingering,,,r,9
remaining,67420,remaining,,,r,9
crediting,67347,crediting,,,r,9
spiriting,66854,spiriting,,,r,9
averaging,66534,averaging,,,r,9
improving,65409,improving,,,r,9
listening,65149,listening,,,r,9
proceeded,64662,proceeded,,,r,9
automatic,64219,automatic,,,r,9
evidenced,64156,evidenced,,,r,9
evidences,64156,evidences,,,r,9
submitted,63960,submitted,,,r,9
announced,63224,announced,,,r,9
announces,63224,announces,,,r,9
welcoming,62823,welcoming,,,r,9
financing,62108,financing,,,r,9
Richard's,61250,Richard's,,,r,9
conferred,61200,conferred,,,r,9
realizing,60876,realizing,,,r,9
determine,60442,determine,,,r,9
CANCELING,60287,CANCELING,,,r,9
cancelled,60287,cancelled,,,r,9
mothering,59735,mothering,,,r,9
labouring,58951,labouring,,,r,9
equipping,58790,equipping,,,r,9
troubling,58639,troubling,,,r,9
PLANTINGS,58462,PLANTINGS,,,r,9
chippings,58298,chippings,,,r,9
moderated,57602,moderated,,,r,9
moderates,57602,moderates,,,r,9
fathering,57523,fathering,,,r,9
contented,57501,contented,,,r,9
assisting,57323,assisting,,,r,9
channeled,57176,channeled,,,r,9
modifying,57080,modifying,,,r,9
churching,56630,churching,,,r,9
measuring,56235,measuring,,,r,9
reserving,55692,reserving,,,r,9
citizen's,55689,citizen's,,,r,9
executing,55653,executing,,,r,9
Britain's,55217,Britain's,,,r,9
absolutes,54752,absolutes,,,r,9
imagining,54696,imagining,,,r,9
inserting,53814,inserting,,,r,9
admitting,53559,admitting,,,r,9
occurring,53283,occurring,,,r,9
establish,53121,establish,,,r,9
critiques,52947,critiques,,,r,9
surprised,52522,surprised,,,r,9
surprises,52522,surprises,,,r,9
combining,52483,combining,,,r,9
slighting,52337,slighting,,,r,9
artifacts,52054,artifacts,,,r,9
spellings,51580,spellings,,,r,9
republics,51531,republics,,,r,9
prevented,51402,prevented,,,r,9
advantage,50958,advantage,,,r,9
observing,50951,observing,,,r,9
Australia,50451,Australia,,,r,9
repeating,50365,repeating,,,r,9
countered,50249,countered,,,r,9
straights,49770,straights,,,r,9
finishing,49639,finishing,,,r,9
preparing,49566,preparing,,,r,9
doctoring,49260,doctoring,,,r,9
stringing,48810,stringing,,,r,9
transfers,48727,transfers,,,r,9
permitted,48680,permitted,,,r,9
expanding,48608,expanding,,,r,9
thousands,48045,thousands,,,r,9
qualified,47669,qualified,,,r,9
qualifies,47669,qualifies,,,r,9
multiples,47099,multiples,,,r,9
shootings,47015,shootings,,,r,9
delivered,46873,delivered,,,r,9
seasoning,46805,seasoning,,,r,9
middlings,46730,middlings,,,r,9
tradition,45835,tradition,,,r,9
frequents,45815,frequents,,,r,9
brother's,45504,brother's,,,r,9
mountains,45382,mountains,,,r,9
discovers,44840,discovers,,,r,9
confusing,44682,confusing,,,r,9
technique,44405,technique,,,r,9
Germany's,43457,Germany's,,,r,9
translate,43333,translate,,,r,9
crossings,43287,crossings,,,r,9
buttoning,42996,buttoning,,,r,9
platforms,42709,platforms,,,r,9
destroyed,42577,destroyed,,,r,9
springing,41730,springing,,,r,9
interpret,41144,interpret,,,r,9
WILLIAM'S,40958,WILLIAM'S,,,r,9
challenge,40836,challenge,,,r,9
defending,40346,defending,,,r,9
labelling,40232,labelling,,,r,9
balancing,39954,balancing,,,r,9
profiting,39577,profiting,,,r,9
licensing,39208,licensing,,,r,9
centuries,39167,centuries,,,r,9
committed,38950,committed,,,r,9
scheduled,38913,scheduled,,,r,9
schedules,38913,schedules,,,r,9
mirroring,38386,mirroring,,,r,9
fantasies,38022,fantasies,,,r,9
summering,38021,summering,,,r,9
England's,37484,England's,,,r,9
sightings,37472,sightings,,,r,9
Chicago's,36937,Chicago's,,,r,9
occasions,36662,occasions,,,r,9
morning's,36630,morning's,,,r,9
graduates,36404,graduates,,,r,9
graduated,36404,graduated,,,r,9
attaching,36341,attaching,,,r,9
flighting,36048,flighting,,,r,9
interview,35933,interview,,,r,9
spreading,35848,spreading,,,r,9
transmits,35687,transmits,,,r,9
Januaries,35674,Januaries,,,r,9
council's,35501,council's,,,r,9
counseled,35501,counseled,,,r,9
Charles's,35415,Charles's,,,r,9
promising,35067,promising,,,r,9
comforted,34948,comforted,,,r,9
detecting,34857,detecting,,,r,9
suspected,34842,suspected,,,r,9
paintings,34757,paintings,,,r,9
budgeting,34653,budgeting,,,r,9
quartered,34360,quartered,,,r,9
achieving,34271,achieving,,,r,9
defaulted,33768,defaulted,,,r,9
metalling,33763,metalling,,,r,9
strengths,33552,strengths,,,r,9
constants,33515,constants,,,r,9
distanced,33503,distanced,,,r,9
distances,33503,distances,,,r,9
assigning,33437,assigning,,,r,9
declaring,33414,declaring,,,r,9
partnered,33406,partnered,,,r,9
poundings,33330,poundings,,,r,9
bothering,33289,bothering,,,r,9
suffering,33254,suffering,,,r,9
instanced,33246,instanced,,,r,9
instances,33246,instances,,,r,9
filtering,33144,filtering,,,r,9
patterned,32935,patterned,,,r,9
digesting,32925,digesting,,,r,9
patient's,32789,patient's,,,r,9
cornering,32765,cornering,,,r,9
confiding,32648,confiding,,,r,9
shadowing,32554,shadowing,,,r,9
attracted,32512,attracted,,,r,9
murdering,32346,murdering,,,r,9
revealing,32067,revealing,,,r,9
Francisco,31911,Francisco,,,r,9
component,31850,component,,,r,9
protocols,31836,protocols,,,r,9
briefings,31524,briefings,,,r,9
surfacing,31519,surfacing,,,r,9
arranging,31483,arranging,,,r,9
esteeming,31093,esteeming,,,r,9
principle,30693,principle,,,r,9
architect,30688,architect,,,r,9
approving,30499,approving,,,r,9
ticketing,30436,ticketing,,,r,9
exploring,30281,exploring,,,r,9
streaming,30166,streaming,,,r,9
convinces,30130,convinces,,,r,9
convinced,30130,convinced,,,r,9
substance,29594,substance,,,r,9
careering,29535,careering,,,r,9
launching,29269,launching,,,r,9
creatures,29241,creatures,,,r,9
campaigns,29165,campaigns,,,r,9
enhancing,28929,enhancing,,,r,9
straining,28883,straining,,,r,9
breathing,28749,breathing,,,r,9
parallels,28529,parallels,,,r,9
complains,28433,complains,,,r,9
chapter's,28319,chapter's,,,r,9
exercised,28283,exercised,,,r,9
exercises,28283,exercises,,,r,9
belonging,27998,belonging,,,r,9
splitting,27853,splitting,,,r,9
orienting,27674,orienting,,,r,9
bordering,27535,bordering,,,r,9
dressings,27506,dressings,,,r,9
Stephen's,27300,Stephen's,,,r,9
marriages,27179,marriages,,,r,9
opponents,27174,opponents,,,r,9
Florida's,27026,Florida's,,,r,9
stripping,26782,stripping,,,r,9
legislate,26696,legislate,,,r,9
appointed,26535,appointed,,,r,9
knighting,26372,knighting,,,r,9
attitudes,26046,attitudes,,,r,9
hospitals,25898,hospitals,,,r,9
warranted,25881,warranted,,,r,9
silvering,25839,silvering,,,r,9
conflicts,25613,conflicts,,,r,9
wintering,25608,wintering,,,r,9
restoring,25445,restoring,,,r,9
sponsored,25297,sponsored,,,r,9
sponsor's,25297,sponsor's,,,r,9
JOHNSON'S,25264,JOHNSON'S,,,r,9
daughters,25196,daughters,,,r,9
prompting,25023,prompting,,,r,9
honouring,25023,honouring,,,r,9
analyst's,24987,analyst's,,,r,9
panelling,24624,panelling,,,r,9
tempering,24615,tempering,,,r,9
impacting,24222,impacting,,,r,9
recruited,24215,recruited,,,r,9
examining,24130,examining,,,r,9
presences,24002,presences,,,r,9
captained,23932,captained,,,r,9
captain's,23932,captain's,,,r,9
Decembers,23824,Decembers,,,r,9
clippings,23773,clippings,,,r,9
shielding,23511,shielding,,,r,9
sentenced,23466,sentenced,,,r,9
sentences,23466,sentences,,,r,9
champions,23453,champions,,,r,9
conversed,23365,conversed,,,r,9
converses,23365,converses,,,r,9
husbanded,23296,husbanded,,,r,9
husband's,23296,husband's,,,r,9
superiors,23173,superiors,,,r,9
motioning,23171,motioning,,,r,9
marvelled,22924,marvelled,,,r,9
gathering,22671,gathering,,,r,9
PHRASINGS,22510,PHRASINGS,,,r,9
weathered,22436,weathered,,,r,9
evening's,22287,evening's,,,r,9
rationale,22285,rationale,,,r,9
accidents,22093,accidents,,,r,9
conscious,22003,conscious,,,r,9
medicines,21940,medicines,,,r,9
Patrick's,21850,Patrick's,,,r,9
stretched,21838,stretched,,,r,9
stretches,21838,stretches,,,r,9
districts,21698,districts,,,r,9
Atlanta's,21605,Atlanta's,,,r,9
remarking,21570,remarking,,,r,9
neighbors,21533,neighbors,,,r,9
dedicated,21501,dedicated,,,r,9
dedicates,21501,dedicates,,,r,9
Ontario's,20959,Ontario's,,,r,9
rumouring,20907,rumouring,,,r,9
appealing,20898,appealing,,,r,9
screaming,20889,screaming,,,r,9
automates,20879,automates,,,r,9
automated,20879,automated,,,r,9
soldiered,20818,soldiered,,,r,9
soldier's,20818,soldier's,,,r,9
fundament,20803,fundament,,,r,9
algorithm,20697,algorithm,,,r,9
breasting,20693,breasting,,,r,9
smoothing,20685,smoothing,,,r,9
combating,20474,combating,,,r,9
combatted,20474,combatted,,,r,9
retrieves,20464,retrieves,,,r,9
retrieved,20464,retrieved,,,r,9
yellowing,20459,yellowing,,,r,9
possessed,20393,possessed,,,r,9
possesses,20393,possesses,,,r,9
buffering,20358,buffering,,,r,9
affording,20018,affording,,,r,9
stranding,19960,stranding,,,r,9
protested,19895,protested,,,r,9
fragments,19871,fragments,,,r,9
deserting,19811,deserting,,,r,9
retailing,19743,retailing,,,r,9
trappings,19592,trappings,,,r,9
draftings,19510,draftings,,,r,9
chartings,19492,chartings,,,r,9
shoulders,19350,shoulders,,,r,9
efficient,19176,efficient,,,r,9
satellite,19083,satellite,,,r,9
personnel,19009,personnel,,,r,9
stressing,18942,stressing,,,r,9
branching,18928,branching,,,r,9
occupying,18897,occupying,,,r,9
blessings,18885,blessings,,,r,9
Novembers,18753,Novembers,,,r,9
humouring,18677,humouring,,,r,9
attorneys,18602,attorneys,,,r,9
asserting,18308,asserting,,,r,9
wrappings,18167,wrappings,,,r,9
witnessed,18126,witnessed,,,r,9
witnesses,18126,witnesses,,,r,9
segmented,18109,segmented,,,r,9
complaint,17898,complaint,,,r,9
devilling,17874,devilling,,,r,9
Georgia's,17862,Georgia's,,,r,9
surrounds,17635,surrounds,,,r,9
September,17459,September,,,r,9
struggled,17425,struggled,,,r,9
struggles,17425,struggles,,,r,9
gardening,17416,gardening,,,r,9
insulting,17344,insulting,,,r,9
arresting,17339,arresting,,,r,9
intellect,17294,intellect,,,r,9
fashioned,16999,fashioned,,,r,9
patenting,16951,patenting,,,r,9
concerted,16902,concerted,,,r,9
Jackson's,16850,Jackson's,,,r,9
flowering,16526,flowering,,,r,9
secretary,16376,secretary,,,r,9
Catholics,16232,Catholics,,,r,9
rocketing,16193,rocketing,,,r,9
conspired,16160,conspired,,,r,9
conspires,16160,conspires,,,r,9
Alexander,16041,Alexander,,,r,9
offending,15835,offending,,,r,9
destining,15781,destining,,,r,9
bulletins,15739,bulletins,,,r,9
enveloped,15552,enveloped,,,r,9
envelopes,15552,envelopes,,,r,9
profiling,15531,profiling,,,r,9
pocketing,15411,pocketing,,,r,9
phoenixes,15406,phoenixes,,,r,9
enchanted,15268,enchanted,,,r,9
dimension,15261,dimension,,,r,9
Cambridge,15186,Cambridge,,,r,9
isolating,15117,isolating,,,r,9
consoling,15017,consoling,,,r,9
rendering,14985,rendering,,,r,9
rebelling,14907,rebelling,,,r,9
territory,14874,territory,,,r,9
assassins,14771,assassins,,,r,9
defeating,14731,defeating,,,r,9
succeeded,14599,succeeded,,,r,9
pretended,14439,pretended,,,r,9
forgiving,14395,forgiving,,,r,9
emergency,14348,emergency,,,r,9
